city,material,available_quantity,processing_capacity,imports,exports,future_availability
Chennai,metal,465.02,838.45,81.46,126.8,416.59
Tiruppur,plastic,772.94,941.35,58.78,93.63,760.31
Chennai,paper,299.47,176.43,127.94,132.9,326.8
Tiruppur,battery,1088.85,426.48,33.75,25.88,1005.59
Erode,plastic,1186.21,360.04,37.28,74.92,1185.25
Salem,metal,990.44,882.07,112.92,52.45,1119.28
Chennai,battery,554.91,358.98,38.93,81.54,576.3
Tiruppur,plastic,945.32,395.48,99.68,120.81,1011.88
Chennai,battery,232.32,458.16,53.69,54.0,174.37
Salem,plastic,831.48,312.55,81.63,78.47,789.46
Salem,paper,667.33,746.13,49.36,28.06,629.51
Erode,textile,569.24,200.44,140.3,49.39,703.05
Coimbatore,plastic,179.27,506.67,46.56,134.65,90.07
Coimbatore,plastic,231.63,581.97,193.6,27.7,421.73
Coimbatore,textile,392.14,626.06,93.53,48.82,434.39
Tiruppur,paper,741.92,647.71,83.75,66.08,755.28
Tiruppur,battery,597.67,989.0,93.53,99.19,598.58
Tiruppur,metal,997.29,623.67,144.74,129.72,993.05
Salem,metal,336.91,262.81,97.78,10.09,438.3
Salem,textile,358.19,210.84,82.61,125.83,325.38
Coimbatore,battery,89.39,346.85,198.09,103.12,192.93
Tiruppur,paper,220.99,413.78,120.91,131.24,223.15
Coimbatore,paper,1194.46,168.04,187.92,46.97,1286.58
Erode,paper,166.73,547.97,91.33,52.27,262.88
Salem,paper,630.62,956.6,142.73,94.53,622.14
Erode,plastic,1146.04,318.09,99.59,141.02,1117.83
Salem,metal,1159.19,647.5,73.42,124.86,1070.61
Coimbatore,paper,570.16,761.0,105.19,92.63,559.62
Erode,plastic,280.41,588.31,93.64,61.57,366.9
Coimbatore,paper,498.38,462.09,149.17,57.41,639.42
Salem,plastic,423.34,387.14,152.28,50.61,589.6
Tiruppur,metal,949.52,960.23,120.24,103.89,1011.55
Coimbatore,metal,488.76,761.19,186.28,96.2,554.28
Erode,battery,1066.56,596.54,127.09,136.61,1078.72
Chennai,textile,850.25,627.75,130.27,121.54,826.19
Coimbatore,metal,896.39,793.39,53.91,136.0,832.97
Salem,metal,341.65,696.72,138.01,50.43,390.75
Tiruppur,paper,1065.01,300.42,31.45,103.92,1061.74
Coimbatore,textile,966.08,875.3,170.74,50.39,1185.05
Erode,metal,888.39,318.17,122.95,133.16,881.83
Tiruppur,battery,1152.6,795.94,182.14,39.01,1310.45
Coimbatore,battery,782.49,771.81,186.25,98.79,876.9
Salem,metal,452.42,588.71,82.87,5.21,570.85
Salem,metal,650.63,423.98,13.05,86.56,614.67
Tiruppur,metal,815.51,555.94,179.19,67.93,951.36
Coimbatore,metal,451.73,859.13,78.63,42.77,476.42
Salem,plastic,480.85,115.15,84.15,99.91,445.39
Salem,plastic,726.31,780.67,88.53,65.93,677.7
Coimbatore,textile,282.23,239.21,101.52,81.74,330.99
Chennai,metal,894.82,598.01,56.59,56.3,1004.34
Coimbatore,battery,728.22,223.1,170.54,73.9,816.73
Salem,textile,438.8,372.38,174.94,81.72,569.16
Erode,metal,355.99,631.46,38.82,40.7,390.56
Erode,plastic,631.65,685.39,191.69,115.9,637.73
Tiruppur,plastic,331.86,743.25,109.06,104.08,366.28
Chennai,plastic,736.5,361.79,145.94,121.86,691.86
Salem,textile,395.71,695.04,142.16,107.09,388.57
Salem,paper,624.89,886.53,72.1,23.6,745.33
Salem,paper,1036.13,916.0,87.63,127.77,959.31
Chennai,battery,99.7,854.04,42.23,106.12,72.4
Chennai,textile,718.45,572.09,165.13,113.65,735.67
Coimbatore,metal,68.83,858.97,119.87,134.29,46.23
Coimbatore,metal,457.07,752.07,67.19,5.17,582.8
Salem,battery,1184.91,372.02,15.86,29.02,1139.53
Tiruppur,plastic,161.61,489.39,74.24,22.78,242.31
Coimbatore,battery,970.95,514.63,21.94,136.3,841.17
Salem,battery,453.37,293.41,32.13,132.57,444.92
Chennai,plastic,178.28,259.93,159.55,126.2,167.78
Salem,paper,1156.28,570.01,115.1,141.53,1141.44
Chennai,metal,520.74,695.42,130.4,60.48,555.97
Chennai,paper,80.23,505.56,154.13,84.19,160.9
Erode,metal,112.81,541.94,27.37,28.17,209.53
Tiruppur,battery,228.87,967.32,189.89,53.74,388.62
Salem,metal,50.29,786.86,151.9,78.91,220.95
Tiruppur,metal,652.5,647.19,199.34,48.33,758.84
Coimbatore,plastic,171.49,983.59,148.88,128.33,167.35
Tiruppur,battery,359.59,846.28,11.25,37.35,296.34
Salem,battery,361.52,139.01,79.24,60.09,390.37
Erode,paper,801.1,493.05,133.9,12.65,942.66
Tiruppur,textile,940.25,462.7,147.29,104.18,932.21
Chennai,battery,297.4,596.51,124.34,149.8,276.92
Tiruppur,plastic,316.95,142.85,118.79,53.7,317.85
Erode,paper,422.53,144.35,190.58,89.27,509.78
Salem,battery,605.82,616.55,103.44,111.33,655.52
Salem,paper,362.34,230.99,125.16,75.93,402.0
Salem,plastic,214.04,831.12,173.43,108.74,241.67
Salem,textile,597.95,658.1,123.28,129.85,565.36
Erode,plastic,85.06,118.69,85.15,141.45,10.0
Coimbatore,metal,245.85,717.77,95.95,80.02,279.37
Chennai,metal,771.77,910.75,146.49,55.54,912.12
Chennai,plastic,857.66,806.69,107.42,122.89,869.29
Coimbatore,plastic,684.33,986.01,146.58,17.24,813.5
Erode,textile,391.65,619.48,113.49,76.25,385.33
Coimbatore,paper,251.62,804.36,136.12,104.07,335.33
Coimbatore,plastic,383.87,285.61,100.33,79.57,426.24
Coimbatore,paper,723.27,552.07,47.15,110.85,601.5
Chennai,paper,796.11,391.51,186.09,71.03,883.95
Chennai,paper,480.34,658.57,154.88,111.66,454.1
Erode,plastic,969.44,554.99,81.69,106.03,931.83
Tiruppur,textile,260.92,800.1,48.13,120.03,218.61
Coimbatore,metal,1194.31,277.61,27.67,15.94,1195.88
Coimbatore,paper,1055.99,889.23,163.22,41.01,1232.91
Chennai,battery,906.67,540.42,39.23,40.21,897.95
Erode,plastic,457.0,778.92,71.4,119.23,488.74
Coimbatore,plastic,714.32,431.92,48.97,108.01,646.41
Salem,plastic,496.7,491.86,23.98,77.27,403.19
Salem,textile,755.07,890.39,191.54,89.62,812.06
Erode,metal,380.36,169.09,68.95,78.47,427.21
Tiruppur,battery,126.67,686.31,102.89,82.85,125.38
Chennai,battery,684.58,950.52,108.4,125.63,712.31
Erode,textile,646.08,682.8,87.27,81.94,735.36
Tiruppur,textile,957.02,716.37,190.52,67.16,1083.3
Salem,metal,172.72,595.0,122.37,9.2,339.18
Salem,plastic,200.86,633.23,137.73,10.4,339.74
Coimbatore,battery,1092.21,865.41,166.68,113.02,1210.67
Tiruppur,plastic,1081.62,115.41,142.78,143.44,1129.35
Coimbatore,plastic,1193.0,718.79,16.53,124.92,1064.91
Erode,metal,501.72,897.77,106.83,108.97,420.93
Erode,battery,130.69,341.76,117.69,122.04,158.09
Salem,plastic,547.51,304.57,58.3,78.09,532.15
Chennai,paper,709.83,780.95,61.91,46.12,764.32
Salem,metal,753.06,570.54,11.46,125.36,655.22
Salem,paper,811.1,161.9,78.79,140.63,730.3
Chennai,textile,459.2,714.0,193.62,57.64,627.26
Erode,textile,993.79,613.91,16.04,135.92,874.76
Coimbatore,battery,131.88,898.48,155.51,33.56,228.22
Chennai,battery,237.29,760.89,148.13,66.63,310.72
Chennai,metal,239.06,355.75,151.17,74.24,311.69
Salem,plastic,334.25,333.08,176.36,79.69,415.26
Tiruppur,plastic,188.22,883.27,188.49,16.43,258.92
Erode,metal,145.64,679.28,194.72,146.84,137.5
Chennai,textile,749.06,789.56,150.59,100.96,793.91
Coimbatore,paper,855.72,301.77,128.13,90.51,894.02
Erode,battery,95.92,843.27,104.0,55.26,100.24
Chennai,metal,276.24,244.38,50.5,95.63,205.85
Erode,metal,762.06,321.43,176.68,20.06,965.16
Erode,plastic,484.12,385.37,111.85,100.87,461.51
Chennai,metal,729.68,412.78,11.12,10.08,749.54
Salem,metal,488.31,939.53,145.88,139.6,515.62
Salem,metal,821.42,426.17,152.03,131.19,899.38
Chennai,plastic,920.69,271.11,73.19,20.78,1030.47
Erode,textile,256.75,591.73,168.64,48.9,395.98
Salem,battery,952.32,119.57,55.5,83.73,952.42
Tiruppur,metal,487.4,266.16,154.41,34.98,623.03
Chennai,textile,706.38,922.77,109.97,24.87,753.26
Salem,plastic,614.57,491.23,117.65,8.25,730.78
Coimbatore,textile,307.84,706.3,179.99,9.77,489.79
Chennai,plastic,1151.49,772.88,171.52,56.33,1325.97
Salem,plastic,996.05,853.06,148.07,56.15,1095.27
Erode,paper,552.87,159.19,189.53,94.77,706.52
Salem,textile,817.91,115.53,109.82,124.15,727.6
Coimbatore,metal,971.4,527.28,132.57,77.49,999.05
Erode,metal,208.74,134.8,36.01,46.45,227.99
Chennai,battery,90.1,181.53,77.09,5.9,97.7
Chennai,metal,1087.43,685.87,85.69,17.1,1172.98
Chennai,battery,304.42,574.65,42.27,121.06,144.43
Coimbatore,battery,219.49,392.12,87.92,122.19,152.6
Tiruppur,textile,1144.94,606.94,142.79,121.21,1198.34
Erode,battery,1092.24,201.05,93.66,140.12,1025.65
Chennai,plastic,84.57,132.65,191.03,87.81,153.49
Salem,battery,752.89,807.8,73.46,125.57,769.61
Tiruppur,metal,541.0,135.61,193.35,95.96,678.6
Coimbatore,metal,705.3,420.91,157.11,84.14,801.27
Erode,textile,980.9,663.59,142.74,59.08,1061.25
Coimbatore,battery,788.32,515.38,68.0,37.24,799.75
Coimbatore,plastic,430.01,527.09,23.18,12.64,379.44
Salem,textile,220.92,464.5,29.61,82.29,172.94
Coimbatore,textile,882.56,476.66,82.48,19.24,939.3
Tiruppur,textile,588.32,766.47,168.18,113.86,658.17
Chennai,battery,52.31,885.19,94.32,39.63,61.64
Salem,paper,667.91,930.9,123.31,145.89,654.45
Chennai,metal,154.73,624.6,126.23,110.66,121.74
Tiruppur,battery,68.49,251.7,32.44,110.14,44.53
Erode,plastic,287.53,460.25,150.63,41.9,514.31
Erode,paper,992.86,968.96,44.32,91.21,863.01
Coimbatore,battery,277.79,296.28,130.0,60.46,310.47
Tiruppur,paper,623.95,687.25,134.79,121.52,611.36
Salem,battery,537.87,543.18,172.71,80.86,637.92
Coimbatore,metal,334.9,467.81,107.99,113.19,316.5
Tiruppur,plastic,500.51,814.17,71.59,77.78,476.35
Chennai,paper,317.01,746.83,113.95,69.78,334.39
Salem,textile,691.92,338.51,16.99,123.21,618.04
Erode,plastic,548.32,592.64,21.79,18.03,572.84
Chennai,plastic,504.32,745.89,188.52,99.42,570.22
Coimbatore,paper,702.51,589.1,121.12,26.29,761.64
Erode,battery,768.5,205.22,156.38,130.57,814.28
Tiruppur,plastic,954.09,342.75,149.28,93.49,1050.72
Erode,plastic,840.48,636.74,79.56,68.48,900.62
Chennai,plastic,617.29,677.65,44.39,83.4,498.41
Erode,metal,991.42,666.61,146.13,11.21,1024.48
Coimbatore,textile,609.09,385.97,36.56,15.91,598.37
Chennai,metal,181.86,852.03,131.51,54.59,198.7
Erode,metal,328.5,749.13,153.47,37.04,346.12
Tiruppur,battery,765.86,528.38,158.08,39.1,885.49
Tiruppur,battery,1045.18,890.76,158.9,64.16,1138.12
Chennai,paper,1177.52,733.59,153.14,14.54,1323.31
Chennai,metal,822.54,362.72,103.04,21.01,831.75
Erode,battery,236.99,307.05,24.55,138.39,115.08
Erode,textile,454.17,680.12,36.11,14.49,493.16
Coimbatore,plastic,863.23,163.3,153.84,84.29,960.75
Tiruppur,metal,88.18,173.43,101.5,63.89,72.52
Tiruppur,metal,601.47,533.29,70.54,118.22,646.28
Salem,plastic,133.48,105.85,110.49,65.54,187.63
Tiruppur,textile,275.56,991.14,66.6,98.15,307.87
Chennai,plastic,463.51,225.38,35.62,108.17,409.74
Chennai,textile,168.24,381.31,178.26,80.67,260.85
Chennai,paper,464.02,900.54,141.17,26.09,619.9
Salem,metal,430.85,996.64,77.57,67.15,450.75
Tiruppur,plastic,151.93,447.84,26.28,25.2,206.82
Tiruppur,metal,780.15,567.32,165.76,132.65,792.43
Coimbatore,metal,983.95,264.44,122.84,89.41,933.8
Tiruppur,metal,211.03,460.73,24.3,84.06,272.99
Erode,metal,517.98,497.19,21.52,25.12,585.05
Coimbatore,paper,1014.26,266.66,115.42,109.72,982.21
Coimbatore,battery,1066.51,557.87,132.2,62.16,1177.12
Salem,plastic,616.97,724.63,190.9,47.82,756.87
Erode,paper,945.96,605.87,198.76,71.08,1114.85
Erode,plastic,1035.53,591.54,88.21,20.63,1133.24
Coimbatore,textile,1109.48,326.51,77.49,27.32,1164.72
Tiruppur,plastic,1038.49,948.38,113.24,26.85,1126.99
Salem,plastic,978.44,712.38,181.9,135.13,1031.38
Chennai,battery,140.24,503.45,28.54,110.55,33.01
Tiruppur,metal,474.23,195.06,149.13,51.55,609.15
Chennai,plastic,787.71,344.1,161.02,38.25,852.95
Tiruppur,textile,949.81,737.1,44.7,21.86,993.54
Chennai,plastic,861.77,231.85,159.17,40.54,1005.95
Tiruppur,plastic,573.25,987.64,120.18,96.72,658.47
Tiruppur,textile,70.78,647.72,167.79,39.34,164.51
Chennai,metal,750.22,836.18,57.43,140.18,707.76
Salem,paper,561.64,252.1,97.59,92.98,518.8
Tiruppur,textile,636.8,217.19,95.92,18.16,730.21
Erode,textile,1152.04,869.21,24.91,109.37,1006.14
Chennai,textile,374.31,750.54,37.78,39.41,382.45
Salem,paper,99.54,279.3,182.42,18.99,264.43
Tiruppur,plastic,254.47,875.61,112.22,132.34,254.41
Tiruppur,metal,867.91,741.15,31.94,87.68,785.52
Salem,textile,834.82,176.86,129.04,45.71,988.05
Erode,metal,186.74,632.07,194.13,27.73,354.93
Tiruppur,textile,260.09,210.9,21.36,7.57,282.62
Coimbatore,battery,803.38,518.12,38.91,79.76,773.22
Salem,metal,508.22,948.38,74.98,27.15,637.09
Erode,metal,211.6,761.04,174.34,82.77,368.41
Salem,paper,389.21,796.44,177.33,42.86,509.89
Erode,textile,1120.46,248.97,37.41,83.51,1137.25
Erode,paper,602.2,639.07,44.27,74.54,535.5
Salem,paper,399.15,469.81,14.39,101.94,397.18
Chennai,plastic,1088.91,951.09,148.12,110.01,1141.26
Salem,paper,1034.57,373.95,67.2,75.12,949.47
Chennai,plastic,476.83,664.27,12.18,115.68,406.09
Salem,metal,701.36,802.07,103.56,142.97,685.75
Chennai,textile,864.63,845.87,64.28,31.84,955.29
Chennai,plastic,452.99,995.03,117.12,124.55,410.66
Salem,battery,328.76,349.86,180.67,72.73,504.48
Chennai,plastic,242.32,627.41,184.33,41.99,351.99
Coimbatore,battery,1134.94,339.38,53.0,143.84,979.3
Coimbatore,textile,377.08,340.52,177.06,28.56,516.39
Erode,battery,747.99,210.78,99.6,95.96,732.12
Tiruppur,battery,320.14,709.09,91.83,21.63,415.53
Tiruppur,battery,300.43,258.96,78.08,99.73,248.72
Erode,metal,1107.86,487.68,48.66,85.57,1045.68
Tiruppur,textile,677.59,451.94,118.87,149.54,652.88
Tiruppur,plastic,1018.62,771.78,198.51,93.96,1098.84
Coimbatore,textile,153.58,996.91,114.79,106.57,213.06
Coimbatore,battery,1198.04,264.4,141.89,133.61,1106.15
Erode,textile,785.65,466.9,138.2,62.36,818.53
Salem,battery,715.36,313.73,59.81,76.22,696.43
Erode,plastic,186.93,246.83,73.38,137.7,91.03
Tiruppur,paper,758.84,331.14,110.92,141.56,777.66
Coimbatore,textile,1052.93,564.99,83.18,13.27,1158.76
Chennai,metal,437.39,457.92,182.84,143.62,465.99
Tiruppur,metal,186.97,941.38,66.2,40.06,182.95
Chennai,paper,1104.89,203.22,23.54,128.53,1078.81
Tiruppur,plastic,353.29,391.81,68.95,98.93,322.53
Coimbatore,metal,992.7,442.6,110.24,9.25,1061.21
Chennai,plastic,826.31,790.09,144.91,111.87,873.47
Coimbatore,textile,162.72,781.44,178.99,108.92,203.92
Tiruppur,textile,542.36,337.22,154.58,82.06,606.54
Tiruppur,plastic,918.52,390.92,188.25,16.11,1063.3
Coimbatore,textile,362.02,296.39,19.43,76.31,268.55
Tiruppur,metal,1146.32,199.66,67.95,10.2,1201.36
Tiruppur,battery,669.95,278.72,112.51,31.53,812.76
Coimbatore,battery,882.4,268.09,150.32,74.51,945.58
Chennai,battery,418.95,180.82,84.85,91.68,476.13
Coimbatore,paper,851.1,943.04,55.09,32.47,832.37
Coimbatore,paper,792.54,462.18,99.66,108.93,766.6
Erode,textile,1120.35,620.66,44.0,101.24,1090.68
Chennai,textile,907.6,287.24,176.47,81.24,988.28
Salem,plastic,597.37,342.85,145.89,143.78,632.76
Chennai,battery,1121.43,851.5,119.93,102.93,1205.85
Tiruppur,metal,341.05,828.62,190.56,72.46,509.77
Salem,textile,685.17,281.71,160.93,57.04,808.0
Salem,textile,708.44,532.36,30.23,126.72,604.85
Salem,textile,1072.45,482.98,88.57,69.21,1159.67
Erode,battery,932.26,980.57,142.69,65.43,1032.54
Chennai,plastic,123.28,861.37,125.42,60.16,195.68
Coimbatore,textile,587.94,713.56,183.24,124.69,628.67
Chennai,battery,451.49,791.27,83.96,121.71,411.47
Salem,textile,1186.68,985.45,92.42,75.44,1213.36
Tiruppur,battery,68.61,168.8,120.24,24.98,158.57
Salem,textile,178.62,382.0,89.37,28.12,219.68
Erode,battery,148.0,141.87,108.77,40.95,208.49
Chennai,plastic,140.3,624.34,131.6,5.12,227.79
Salem,paper,839.66,995.45,98.8,109.93,701.84
Tiruppur,textile,220.92,137.74,21.98,141.66,92.11
Chennai,metal,435.47,202.98,168.5,76.96,559.89
Salem,metal,208.12,115.86,94.68,136.64,266.05
Erode,plastic,870.98,111.81,70.0,118.08,876.71
Erode,metal,787.0,967.4,193.66,59.78,960.56
Chennai,paper,847.6,932.27,43.96,16.94,839.09
Chennai,plastic,1058.73,196.82,17.22,35.23,975.99
Chennai,textile,125.54,780.05,41.21,137.52,94.5
Tiruppur,plastic,326.37,617.24,116.52,116.47,275.93
Erode,battery,821.29,504.22,179.22,95.27,900.49
Tiruppur,textile,879.69,595.3,159.36,45.99,981.01
Coimbatore,paper,112.0,615.98,140.83,52.29,176.03
Salem,textile,857.02,431.26,137.55,125.6,875.19
Erode,textile,247.99,537.66,149.45,117.23,249.81
Salem,paper,417.01,194.23,146.18,48.46,546.57
Tiruppur,paper,219.88,383.42,122.61,56.97,329.2
Chennai,paper,187.87,290.45,42.72,14.75,158.54
Tiruppur,battery,582.91,847.95,28.79,25.99,632.82
Erode,metal,519.68,371.44,25.24,141.22,369.42
Erode,battery,695.44,213.22,190.5,129.67,742.32
Erode,battery,837.8,704.38,38.32,55.19,806.27
Coimbatore,metal,1145.47,337.7,26.66,73.96,1105.6
Erode,battery,1170.41,845.78,35.0,138.66,1117.7
Erode,plastic,477.68,514.95,168.57,100.62,565.71
Coimbatore,paper,246.34,883.29,89.74,99.91,207.36
Coimbatore,metal,886.46,531.32,64.6,57.69,888.8
Salem,paper,928.93,455.48,133.53,115.0,998.74
Chennai,metal,967.14,405.03,58.66,37.25,1017.43
Salem,metal,169.88,710.98,158.03,77.63,213.72
Tiruppur,plastic,496.67,963.99,155.94,35.17,655.2
Erode,plastic,932.75,554.64,172.34,113.91,891.81
Tiruppur,battery,1149.86,339.82,60.85,133.9,1084.56
Chennai,textile,629.48,240.17,34.33,6.76,630.58
Erode,paper,1099.67,647.81,17.54,21.48,1132.93
Tiruppur,plastic,866.7,672.4,189.78,35.02,1065.17
Salem,metal,302.08,759.93,108.45,6.67,361.59
Chennai,metal,700.35,109.38,48.89,117.55,633.48
Chennai,textile,624.18,380.8,185.09,82.8,703.08
Chennai,plastic,405.5,718.91,118.13,59.31,475.34
Salem,battery,238.1,157.14,172.36,86.77,263.33
Chennai,paper,144.72,871.29,122.56,17.13,296.84
Tiruppur,paper,560.73,788.59,12.4,9.17,542.38
Tiruppur,plastic,862.7,654.48,178.12,40.84,975.4
Chennai,textile,549.4,184.95,148.05,53.85,621.01
Salem,plastic,634.28,190.28,79.03,17.29,715.83
Tiruppur,paper,1019.34,343.18,155.32,31.6,1169.91
Salem,battery,1085.47,554.88,70.19,134.99,1031.89
Coimbatore,paper,739.8,817.08,152.79,16.52,880.17
Erode,battery,428.46,724.55,173.39,60.17,550.76
Erode,battery,480.1,829.37,117.99,20.75,517.23
Coimbatore,battery,740.82,671.07,154.96,27.2,838.87
Tiruppur,battery,351.2,646.95,119.42,62.54,419.09
Coimbatore,textile,262.63,375.16,157.05,70.79,422.49
Erode,textile,220.1,557.51,132.92,79.94,290.54
Chennai,textile,893.31,464.92,129.25,116.63,870.3
Salem,textile,822.17,313.47,105.03,121.07,869.21
Salem,battery,1199.26,492.25,38.38,63.27,1172.01
Tiruppur,plastic,431.54,514.67,191.54,50.44,563.95
Coimbatore,plastic,646.84,705.26,18.42,37.05,641.12
Chennai,textile,869.51,560.04,40.47,134.7,821.58
Tiruppur,metal,680.09,736.61,61.66,141.07,559.2
Erode,metal,1064.26,866.86,106.21,76.08,1104.04
Chennai,paper,947.23,679.46,32.19,59.19,878.63
Tiruppur,battery,1011.62,424.44,86.07,133.87,1013.58
Salem,textile,85.63,350.1,105.39,90.16,104.21
Erode,textile,412.02,388.08,143.07,21.49,556.95
Coimbatore,paper,488.02,419.2,21.48,72.66,466.28
Chennai,paper,393.78,762.53,114.08,52.16,453.6
Coimbatore,battery,370.87,229.87,72.95,89.69,351.1
Salem,plastic,423.92,669.44,168.46,29.81,565.02
Chennai,battery,288.89,644.11,86.74,117.26,292.7
Erode,textile,618.69,921.69,81.65,36.9,734.98
Chennai,plastic,1153.49,759.42,31.01,35.76,1211.09
Coimbatore,battery,399.44,767.68,145.66,47.73,592.44
Coimbatore,textile,1001.26,849.58,171.61,121.5,1089.29
Chennai,metal,912.21,921.9,15.64,58.36,897.92
Erode,textile,891.52,259.35,92.4,94.95,864.05
Salem,textile,515.28,239.46,112.96,127.22,476.69
Tiruppur,battery,746.33,395.18,118.81,28.73,837.71
Coimbatore,battery,1039.83,900.3,67.77,100.81,1049.03
Chennai,textile,927.18,495.76,172.55,112.14,952.07
Tiruppur,battery,760.76,182.4,31.5,20.72,740.28
Tiruppur,battery,862.45,716.25,107.95,72.33,917.64
Tiruppur,textile,52.31,599.24,55.21,113.11,80.01
Salem,textile,666.12,402.36,156.21,43.45,753.17
Erode,plastic,132.14,851.92,27.4,13.14,165.28
Tiruppur,battery,282.38,233.77,77.06,53.88,299.91
Erode,textile,977.53,109.18,64.69,9.44,1027.03
Tiruppur,paper,766.38,500.44,147.89,53.33,852.64
Chennai,textile,496.13,553.06,72.48,101.11,419.39
Tiruppur,metal,108.2,598.14,66.04,24.38,130.15
Tiruppur,paper,307.23,347.57,121.49,100.65,244.29
Tiruppur,textile,263.14,736.35,18.12,33.66,213.18
Tiruppur,textile,1145.49,925.09,25.49,125.33,1094.79
Salem,metal,593.85,273.23,28.95,112.79,503.46
Coimbatore,battery,215.78,941.41,197.93,67.84,408.13
Tiruppur,paper,1162.96,203.39,120.34,105.33,1199.26
Coimbatore,textile,1055.23,980.2,107.29,125.46,955.33
Coimbatore,paper,1183.69,330.71,20.67,123.25,1004.59
Coimbatore,paper,1153.65,327.02,23.5,76.4,1091.26
Erode,paper,1114.51,226.93,194.05,78.19,1213.87
Salem,battery,250.83,695.39,97.37,58.75,280.3
Tiruppur,paper,409.84,737.08,147.47,53.16,499.18
Tiruppur,plastic,886.25,114.47,38.81,40.53,861.68
Tiruppur,metal,926.44,604.09,181.13,9.5,1047.64
Chennai,plastic,329.52,636.12,160.81,9.84,436.87
Salem,textile,365.96,621.43,21.14,26.7,398.68
Coimbatore,paper,961.93,183.97,93.12,8.34,1105.89
Salem,battery,1071.58,918.55,29.95,148.66,907.31
Coimbatore,metal,303.33,635.8,182.03,56.21,458.74
Coimbatore,textile,894.46,946.44,27.69,49.39,841.3
Tiruppur,metal,673.52,370.56,136.78,98.54,668.7
Salem,battery,614.69,929.68,101.3,7.03,717.64
Chennai,plastic,993.75,802.05,107.54,41.22,1169.69
Chennai,textile,674.55,609.3,30.1,68.21,576.35
Chennai,battery,575.69,161.2,139.69,11.76,669.94
Coimbatore,plastic,618.37,125.78,127.2,64.66,623.47
Erode,paper,390.91,794.13,180.9,115.58,492.7
Tiruppur,paper,785.75,679.94,40.47,39.59,787.19
Erode,textile,844.93,333.1,181.32,67.25,939.88
Erode,battery,1034.79,731.49,155.57,50.61,1193.78
Erode,textile,77.86,926.88,83.53,148.34,10.0
Chennai,battery,461.66,893.05,132.36,108.39,490.74
Coimbatore,paper,1045.18,840.18,33.41,59.25,1075.01
Erode,metal,1160.26,212.15,101.24,17.33,1303.22
Erode,metal,981.94,724.74,174.39,121.41,1078.89
Tiruppur,metal,942.76,176.32,173.14,27.74,1106.8
Salem,textile,425.8,166.55,178.32,30.3,638.8
Erode,metal,381.38,108.3,53.71,65.83,427.97
Coimbatore,battery,169.92,906.79,121.24,140.5,209.68
Erode,paper,761.09,216.63,10.4,140.07,580.05
Chennai,battery,911.83,681.46,99.86,12.22,965.49
Tiruppur,textile,1140.51,796.15,192.83,42.15,1351.25
Salem,textile,1178.73,951.69,194.86,143.01,1272.65
Coimbatore,textile,1194.31,706.29,23.08,22.07,1148.53
Chennai,paper,774.56,858.87,180.67,69.95,842.09
Coimbatore,battery,1095.65,538.28,84.66,143.54,1026.65
Tiruppur,textile,879.4,689.62,41.38,148.72,667.82
Erode,textile,658.62,734.57,170.79,39.15,754.21
Tiruppur,textile,128.78,907.42,48.07,49.62,82.45
Salem,battery,174.37,690.41,185.55,28.36,282.48
Tiruppur,paper,628.7,412.96,194.6,66.74,727.64
Salem,battery,915.94,467.79,167.01,84.29,974.54
Erode,metal,904.89,771.31,105.03,11.55,1022.29
Coimbatore,metal,877.41,907.24,38.58,61.22,898.14
Coimbatore,battery,326.35,674.24,81.85,95.82,353.66
Chennai,textile,108.62,920.92,177.81,145.77,72.39
Salem,battery,835.13,603.1,33.93,32.44,864.09
Chennai,paper,1111.3,570.51,145.96,20.99,1221.45
Tiruppur,battery,1011.21,265.81,126.57,12.56,1138.78
Tiruppur,battery,686.82,210.13,162.4,118.69,699.65
Salem,paper,491.04,161.89,160.5,111.9,529.85
Salem,textile,874.03,513.41,140.84,69.46,960.34
Chennai,battery,362.55,912.99,199.75,138.3,452.44
Erode,plastic,828.6,741.48,197.22,83.49,967.63
Erode,textile,1176.28,259.49,71.94,83.57,1203.46
Salem,battery,1146.16,986.93,90.17,142.81,1076.21
Erode,metal,633.42,216.6,175.6,56.9,704.51
Chennai,plastic,1190.75,777.78,192.77,47.9,1353.22
Erode,metal,628.53,545.2,43.24,111.32,509.84
Coimbatore,paper,698.21,753.82,101.56,81.21,696.25
Salem,textile,1101.89,935.85,139.85,7.56,1333.34
Tiruppur,metal,811.44,561.4,147.89,52.32,935.46
Erode,plastic,876.82,228.41,36.61,108.84,847.6
Erode,plastic,223.51,212.6,86.58,149.56,152.99
Salem,plastic,1064.36,129.02,152.82,100.04,1115.68
Salem,battery,319.53,456.89,95.46,138.6,347.49
Erode,plastic,101.88,467.08,89.13,145.0,121.87
Salem,plastic,935.55,671.55,55.07,131.74,914.35
Erode,plastic,1196.04,822.27,167.54,142.95,1220.27
Chennai,battery,428.67,855.46,154.86,109.53,420.01
Coimbatore,plastic,465.15,847.81,192.95,140.59,592.61
Tiruppur,battery,950.94,622.49,15.01,124.7,821.05
Coimbatore,battery,113.95,865.32,117.59,23.64,174.11
Tiruppur,textile,65.83,591.39,24.36,46.53,34.42
Tiruppur,plastic,828.28,762.64,56.14,78.05,786.55
Coimbatore,plastic,546.65,640.57,11.41,55.54,554.9
Erode,metal,664.35,357.18,50.81,90.61,649.6
Coimbatore,paper,384.31,928.05,183.1,29.45,508.02
