supplier_id,industry,city,delivery_delay_days,quality_score,fulfilled_orders,cancelled_orders,late_shipments,contract_breaches,rating,reliability_class
GC-SUP-1086,packaging,Chennai,7,95.0,469,27,67,0,5.0,1
GC-SUP-1087,electronics,Coimbatore,14,59.8,192,4,36,1,1.0,0
GC-SUP-1088,textiles,Coimbatore,5,57.0,287,0,47,2,1.0,0
GC-SUP-1089,textiles,Salem,0,73.0,91,9,11,1,2.4,0
GC-SUP-1090,manufacturing,Erode,9,98.1,455,15,4,1,2.9,0
GC-SUP-1091,construction,Coimbatore,6,86.6,421,41,61,0,4.4,1
GC-SUP-1092,agriculture,Tiruppur,10,88.2,13,0,1,1,2.7,0
GC-SUP-1093,agriculture,Chennai,14,57.0,261,19,35,1,1.6,0
GC-SUP-1094,construction,Salem,5,75.2,408,11,39,0,3.8,1
GC-SUP-1095,packaging,Chennai,1,68.5,446,24,20,0,3.7,1
GC-SUP-1096,textiles,Erode,13,59.5,350,7,26,1,1.8,0
GC-SUP-1097,construction,Coimbatore,6,53.6,342,20,21,1,1.7,0
GC-SUP-1098,packaging,Tiruppur,0,66.6,488,42,40,0,3.3,1
GC-SUP-1099,manufacturing,Coimbatore,8,66.4,493,25,96,0,3.1,0
GC-SUP-1000,textiles,Salem,0,79.2,320,21,55,2,1.3,0
GC-SUP-1001,electronics,Salem,10,90.3,327,29,46,2,1.7,0
GC-SUP-1002,construction,Tiruppur,1,58.4,342,16,44,1,1.0,0
GC-SUP-1003,packaging,Chennai,6,74.5,382,38,54,2,1.4,0
GC-SUP-1004,textiles,Chennai,5,94.9,497,28,54,0,4.3,1
GC-SUP-1005,agriculture,Coimbatore,4,75.6,171,13,32,1,2.0,0
GC-SUP-1006,agriculture,Salem,3,54.1,256,3,17,2,1.0,0
GC-SUP-1007,construction,Coimbatore,12,58.1,300,22,5,2,1.0,0
GC-SUP-1008,agriculture,Chennai,8,88.7,28,2,5,0,4.2,0
GC-SUP-1009,textiles,Coimbatore,11,98.5,453,16,55,1,3.5,0
GC-SUP-1010,textiles,Chennai,2,52.8,480,46,18,0,2.2,0
GC-SUP-1011,agriculture,Erode,8,64.4,88,0,4,0,3.8,0
GC-SUP-1012,textiles,Erode,4,55.0,299,8,13,2,1.0,0
GC-SUP-1013,manufacturing,Erode,10,79.6,471,6,44,1,1.9,0
GC-SUP-1014,textiles,Coimbatore,8,83.0,486,42,89,1,2.4,0
GC-SUP-1015,manufacturing,Tiruppur,8,75.6,198,19,39,1,2.5,0
GC-SUP-1016,textiles,Erode,1,74.6,27,0,3,2,1.5,0
GC-SUP-1017,textiles,Tiruppur,8,73.5,118,11,17,0,3.7,1
GC-SUP-1018,electronics,Erode,3,86.1,455,42,66,0,4.1,1
GC-SUP-1019,textiles,Salem,0,51.2,115,3,4,0,2.5,0
GC-SUP-1020,construction,Erode,3,52.5,273,24,54,2,1.0,0
GC-SUP-1021,agriculture,Coimbatore,5,95.8,331,30,64,2,2.0,0
GC-SUP-1022,electronics,Erode,14,69.1,170,9,8,0,3.4,1
GC-SUP-1023,packaging,Coimbatore,10,65.2,125,5,4,1,2.1,0
GC-SUP-1024,textiles,Erode,9,55.3,34,2,5,0,2.8,0
GC-SUP-1025,packaging,Coimbatore,11,53.7,231,19,35,0,2.5,0
GC-SUP-1026,textiles,Salem,13,73.6,15,0,2,2,1.0,0
GC-SUP-1027,textiles,Coimbatore,6,94.8,181,13,14,1,3.2,0
GC-SUP-1028,construction,Salem,9,95.8,44,3,8,1,3.4,0
GC-SUP-1029,agriculture,Chennai,5,90.1,153,5,3,2,1.2,0
GC-SUP-1030,packaging,Salem,9,69.3,312,16,13,2,1.0,0
GC-SUP-1031,manufacturing,Tiruppur,11,82.0,203,6,3,1,2.4,0
GC-SUP-1032,manufacturing,Tiruppur,9,53.1,493,48,63,2,1.0,0
GC-SUP-1033,textiles,Chennai,2,53.0,173,15,12,0,2.9,0
GC-SUP-1034,manufacturing,Tiruppur,6,67.3,436,36,32,1,1.8,0
GC-SUP-1035,construction,Salem,10,65.4,271,18,11,1,1.2,0
GC-SUP-1036,construction,Chennai,11,74.6,346,29,20,0,3.6,1
GC-SUP-1037,packaging,Salem,11,86.1,104,7,15,0,5.0,1
GC-SUP-1038,electronics,Erode,14,55.0,260,1,35,0,2.7,0
GC-SUP-1039,agriculture,Chennai,2,82.5,278,2,39,2,1.6,0
GC-SUP-1040,agriculture,Chennai,6,75.5,434,41,37,2,1.0,0
GC-SUP-1041,manufacturing,Chennai,9,91.1,435,42,32,2,1.0,0
GC-SUP-1042,construction,Coimbatore,8,67.0,197,19,7,0,3.8,1
GC-SUP-1043,manufacturing,Salem,1,80.2,460,15,34,2,1.4,0
GC-SUP-1044,electronics,Erode,3,94.3,116,1,18,1,2.5,0
GC-SUP-1045,manufacturing,Erode,14,91.2,321,5,18,1,4.1,0
GC-SUP-1046,textiles,Chennai,13,64.5,360,31,9,0,2.9,0
GC-SUP-1047,electronics,Salem,5,91.5,24,0,0,1,3.8,0
GC-SUP-1048,manufacturing,Salem,2,84.5,334,28,27,2,1.4,0
GC-SUP-1049,textiles,Chennai,11,59.6,68,5,13,0,3.5,0
GC-SUP-1050,agriculture,Salem,8,51.7,181,10,2,1,1.0,0
GC-SUP-1051,agriculture,Salem,4,60.6,273,26,8,1,1.4,0
GC-SUP-1052,manufacturing,Erode,9,95.7,124,8,16,0,4.7,1
GC-SUP-1053,packaging,Tiruppur,7,95.1,194,3,21,0,5.0,1
GC-SUP-1054,manufacturing,Tiruppur,1,73.8,268,3,32,1,2.3,0
GC-SUP-1055,textiles,Tiruppur,7,73.2,121,10,23,0,4.5,0
GC-SUP-1056,agriculture,Salem,4,81.1,443,38,15,2,1.0,0
GC-SUP-1057,electronics,Salem,11,50.5,18,1,2,1,1.0,0
GC-SUP-1058,agriculture,Salem,9,81.5,76,1,1,1,2.2,0
GC-SUP-1059,manufacturing,Salem,12,54.5,36,3,2,2,1.0,0
GC-SUP-1060,textiles,Erode,2,84.1,257,17,38,1,3.0,0
GC-SUP-1061,manufacturing,Tiruppur,2,78.7,73,3,0,2,1.1,0
GC-SUP-1062,textiles,Chennai,3,69.9,393,8,22,0,3.5,1
GC-SUP-1063,construction,Chennai,7,74.0,163,3,17,1,2.4,0
GC-SUP-1064,textiles,Chennai,8,60.3,271,1,27,2,1.0,0
GC-SUP-1065,agriculture,Tiruppur,4,54.6,413,4,66,2,1.0,0
GC-SUP-1066,manufacturing,Chennai,7,75.3,267,3,20,1,2.8,0
GC-SUP-1067,electronics,Salem,14,69.0,258,3,19,1,2.2,0
GC-SUP-1068,construction,Erode,13,89.3,73,7,13,0,3.8,0
GC-SUP-1069,manufacturing,Coimbatore,10,61.5,402,16,43,0,3.7,0
GC-SUP-1070,packaging,Chennai,4,98.1,122,9,4,0,4.9,2
GC-SUP-1071,manufacturing,Coimbatore,8,70.8,187,12,29,2,1.0,0
GC-SUP-1072,manufacturing,Salem,6,92.8,427,27,73,0,4.9,0
GC-SUP-1073,textiles,Chennai,6,61.4,282,8,9,1,1.0,0
GC-SUP-1074,manufacturing,Tiruppur,6,82.9,13,1,0,0,4.3,2
GC-SUP-1075,manufacturing,Erode,4,73.3,54,3,0,2,1.0,0
GC-SUP-1076,agriculture,Erode,10,64.6,48,2,7,2,1.0,0
GC-SUP-1077,agriculture,Salem,9,81.3,338,27,38,2,1.6,0
GC-SUP-1078,agriculture,Tiruppur,8,57.6,286,28,24,1,1.1,0
GC-SUP-1079,construction,Erode,12,85.9,252,22,46,2,1.2,0
GC-SUP-1080,packaging,Coimbatore,10,60.0,212,5,30,1,1.5,0
GC-SUP-1081,packaging,Chennai,13,65.1,130,0,1,0,2.9,1
GC-SUP-1082,manufacturing,Salem,0,63.9,320,8,7,0,2.5,0
GC-SUP-1083,manufacturing,Coimbatore,4,63.8,208,11,16,1,2.5,0
GC-SUP-1084,construction,Salem,2,81.9,262,24,26,2,1.0,0
GC-SUP-1085,manufacturing,Coimbatore,11,92.0,195,15,7,1,2.5,0
GC-SUP-1086,textiles,Salem,5,51.2,404,5,21,1,1.3,0
GC-SUP-1087,textiles,Coimbatore,0,80.5,325,5,53,0,3.8,0
GC-SUP-1088,packaging,Salem,3,92.6,394,29,26,1,3.3,0
GC-SUP-1089,packaging,Erode,1,85.4,204,10,39,2,1.4,0
GC-SUP-1090,packaging,Salem,5,65.8,445,26,78,2,1.0,0
GC-SUP-1091,electronics,Tiruppur,3,54.8,457,33,37,1,1.3,0
GC-SUP-1092,textiles,Chennai,11,96.3,132,12,26,2,1.5,0
GC-SUP-1093,manufacturing,Tiruppur,3,93.2,211,0,10,0,4.4,2
GC-SUP-1094,packaging,Salem,11,98.4,312,5,15,1,3.0,0
GC-SUP-1095,textiles,Salem,13,92.3,56,4,4,2,1.3,0
GC-SUP-1096,electronics,Tiruppur,8,83.8,229,11,34,1,2.8,0
GC-SUP-1097,construction,Coimbatore,6,92.6,38,2,1,1,3.0,0
GC-SUP-1098,agriculture,Erode,4,62.4,45,0,9,0,3.2,0
GC-SUP-1099,manufacturing,Chennai,0,87.7,467,32,25,2,1.1,0
GC-SUP-1000,construction,Erode,1,70.4,358,0,59,1,1.7,0
GC-SUP-1001,manufacturing,Tiruppur,5,55.6,434,14,69,0,3.1,0
GC-SUP-1002,construction,Chennai,3,82.0,368,17,26,2,1.8,0
GC-SUP-1003,manufacturing,Chennai,1,64.0,221,6,6,1,2.2,0
GC-SUP-1004,packaging,Tiruppur,9,64.9,65,3,12,2,1.0,0
GC-SUP-1005,agriculture,Chennai,2,96.4,172,5,23,0,4.5,1
GC-SUP-1006,packaging,Chennai,14,51.0,128,10,3,1,1.0,0
GC-SUP-1007,packaging,Salem,13,90.0,383,10,39,1,3.5,0
GC-SUP-1008,textiles,Coimbatore,7,61.8,317,9,10,2,1.0,0
GC-SUP-1009,packaging,Tiruppur,7,73.4,359,4,29,1,1.5,0
GC-SUP-1010,textiles,Chennai,13,77.0,58,2,0,0,3.7,1
GC-SUP-1011,packaging,Salem,4,67.3,60,6,11,1,2.2,0
GC-SUP-1012,manufacturing,Coimbatore,7,63.0,104,9,3,1,1.5,0
GC-SUP-1013,agriculture,Chennai,4,80.5,431,35,26,0,4.1,2
GC-SUP-1014,textiles,Chennai,5,82.5,45,2,8,2,1.0,0
GC-SUP-1015,electronics,Salem,7,50.9,257,24,21,1,1.0,0
GC-SUP-1016,agriculture,Salem,12,70.1,189,18,19,2,1.0,0
GC-SUP-1017,construction,Chennai,0,51.5,289,13,55,1,1.1,0
GC-SUP-1018,construction,Chennai,13,91.3,330,15,2,1,3.2,0
GC-SUP-1019,textiles,Erode,4,80.6,422,25,69,2,1.8,0
GC-SUP-1020,agriculture,Salem,11,95.6,463,32,29,1,2.9,0
GC-SUP-1021,agriculture,Coimbatore,0,54.0,147,1,23,2,1.0,0
GC-SUP-1022,packaging,Erode,6,50.3,201,15,9,0,3.4,0
GC-SUP-1023,construction,Salem,7,57.9,382,9,12,1,1.0,0
GC-SUP-1024,electronics,Tiruppur,5,94.8,342,25,67,2,2.2,0
GC-SUP-1025,packaging,Salem,12,97.4,270,26,1,1,3.3,0
GC-SUP-1026,construction,Chennai,5,78.1,142,1,13,1,2.4,0
GC-SUP-1027,electronics,Chennai,3,97.9,281,22,39,0,5.0,1
GC-SUP-1028,manufacturing,Chennai,1,56.4,29,2,3,2,1.0,0
GC-SUP-1029,construction,Tiruppur,10,63.1,133,11,4,0,3.4,0
GC-SUP-1030,agriculture,Erode,12,71.6,115,6,8,0,3.4,1
GC-SUP-1031,packaging,Tiruppur,10,60.8,67,1,11,0,3.1,0
GC-SUP-1032,packaging,Tiruppur,2,72.5,106,10,5,2,1.4,0
GC-SUP-1033,construction,Salem,5,67.7,344,17,9,1,2.0,0
GC-SUP-1034,agriculture,Salem,2,79.3,315,18,54,0,4.4,0
GC-SUP-1035,manufacturing,Salem,13,82.9,213,7,30,0,3.4,1
GC-SUP-1036,construction,Tiruppur,14,53.4,448,44,3,2,1.0,0
GC-SUP-1037,textiles,Chennai,5,60.6,48,4,6,2,1.0,0
GC-SUP-1038,textiles,Salem,13,81.6,141,12,17,2,1.0,0
GC-SUP-1039,electronics,Coimbatore,13,86.9,144,6,12,0,4.6,1
GC-SUP-1040,construction,Chennai,1,68.3,349,28,17,1,1.8,0
GC-SUP-1041,agriculture,Chennai,13,84.9,273,11,45,1,2.3,0
GC-SUP-1042,construction,Tiruppur,10,64.7,450,1,64,1,1.8,0
GC-SUP-1043,construction,Coimbatore,14,95.5,464,0,25,0,4.8,2
GC-SUP-1044,construction,Chennai,12,70.1,405,29,49,2,1.0,0
GC-SUP-1045,manufacturing,Tiruppur,2,83.9,307,10,20,0,4.6,2
GC-SUP-1046,agriculture,Chennai,1,50.7,490,23,81,1,1.4,0
GC-SUP-1047,packaging,Chennai,10,56.6,77,0,1,2,1.0,0
GC-SUP-1048,agriculture,Coimbatore,11,58.0,159,7,29,2,1.0,0
GC-SUP-1049,construction,Salem,9,54.3,180,16,19,1,1.0,0
GC-SUP-1050,construction,Salem,0,73.3,224,3,40,0,3.4,0
GC-SUP-1051,textiles,Chennai,0,98.0,38,2,3,2,2.0,0
GC-SUP-1052,textiles,Tiruppur,4,82.1,329,21,65,1,2.7,0
GC-SUP-1053,packaging,Salem,11,61.8,183,6,11,1,1.8,0
GC-SUP-1054,manufacturing,Erode,7,81.2,131,1,9,1,1.8,0
GC-SUP-1055,agriculture,Coimbatore,10,68.2,389,33,53,2,1.0,0
GC-SUP-1056,electronics,Tiruppur,11,52.4,41,4,5,2,1.0,0
GC-SUP-1057,agriculture,Tiruppur,0,80.1,278,13,50,0,3.0,0
GC-SUP-1058,electronics,Coimbatore,7,83.6,423,17,44,0,5.0,1
GC-SUP-1059,packaging,Erode,13,64.1,371,10,73,2,1.0,0
GC-SUP-1060,electronics,Chennai,5,50.0,266,5,49,0,2.2,0
GC-SUP-1061,agriculture,Coimbatore,10,91.1,403,16,79,0,5.0,0
GC-SUP-1062,agriculture,Erode,5,76.7,128,9,14,2,1.2,0
GC-SUP-1063,construction,Chennai,2,84.6,261,3,23,1,3.3,0
GC-SUP-1064,manufacturing,Chennai,0,66.4,25,1,2,0,3.0,1
GC-SUP-1065,manufacturing,Erode,1,59.5,72,3,11,1,2.0,0
GC-SUP-1066,electronics,Coimbatore,8,69.0,493,8,0,1,1.5,0
GC-SUP-1067,agriculture,Erode,11,82.7,347,8,25,0,4.3,2
GC-SUP-1068,manufacturing,Chennai,4,64.9,45,0,9,2,1.0,0
GC-SUP-1069,electronics,Erode,2,81.9,287,15,14,1,2.9,0
GC-SUP-1070,manufacturing,Erode,13,98.4,178,8,34,1,2.6,0
GC-SUP-1071,electronics,Coimbatore,8,82.7,460,26,52,2,1.0,0
GC-SUP-1072,agriculture,Salem,0,60.4,404,38,69,2,1.0,0
GC-SUP-1073,manufacturing,Coimbatore,4,86.7,107,5,10,1,3.3,0
GC-SUP-1074,packaging,Erode,10,76.2,204,1,6,0,4.0,1
GC-SUP-1075,textiles,Coimbatore,1,62.5,384,36,66,2,1.0,0
GC-SUP-1076,packaging,Coimbatore,0,78.9,474,5,12,0,4.9,1
GC-SUP-1077,construction,Coimbatore,9,90.3,10,0,0,1,3.0,0
GC-SUP-1078,agriculture,Erode,6,98.4,22,1,4,1,3.5,0
GC-SUP-1079,construction,Salem,1,78.4,67,0,7,0,4.2,1
GC-SUP-1080,textiles,Tiruppur,3,85.5,123,8,24,2,1.5,0
GC-SUP-1081,electronics,Erode,0,76.8,293,23,34,0,4.0,1
GC-SUP-1082,manufacturing,Coimbatore,0,64.1,328,2,35,0,3.5,0
GC-SUP-1083,packaging,Salem,4,52.8,482,1,29,0,3.0,0
GC-SUP-1084,textiles,Salem,6,86.7,176,17,31,2,1.3,0
GC-SUP-1085,electronics,Tiruppur,13,54.3,202,9,12,2,1.0,0
GC-SUP-1086,agriculture,Erode,3,81.2,382,11,76,1,2.8,0
GC-SUP-1087,textiles,Chennai,2,65.5,23,1,1,2,1.0,0
GC-SUP-1088,textiles,Tiruppur,11,93.5,292,21,17,1,3.1,0
GC-SUP-1089,agriculture,Erode,5,73.5,188,3,19,2,1.0,0
GC-SUP-1090,agriculture,Salem,0,81.8,93,5,8,1,2.8,0
GC-SUP-1091,textiles,Tiruppur,14,83.8,215,14,35,0,4.1,0
GC-SUP-1092,textiles,Tiruppur,3,61.8,337,33,24,2,1.0,0
GC-SUP-1093,electronics,Tiruppur,8,94.2,497,38,17,1,3.1,0
GC-SUP-1094,construction,Coimbatore,11,56.0,283,14,22,2,1.0,0
GC-SUP-1095,manufacturing,Coimbatore,12,71.0,68,0,11,2,1.0,0
GC-SUP-1096,packaging,Salem,4,71.2,306,20,54,2,1.0,0
GC-SUP-1097,construction,Salem,12,81.7,210,2,35,0,4.1,0
GC-SUP-1098,agriculture,Chennai,9,76.1,134,7,16,0,3.7,1
GC-SUP-1099,manufacturing,Coimbatore,8,73.1,127,9,20,1,2.3,0
GC-SUP-1000,construction,Coimbatore,9,97.6,198,17,15,2,1.4,0
GC-SUP-1001,manufacturing,Chennai,0,69.2,250,10,45,0,3.5,0
GC-SUP-1002,packaging,Salem,1,54.4,199,2,12,1,1.0,0
GC-SUP-1003,agriculture,Salem,8,75.0,472,46,72,0,3.8,0
GC-SUP-1004,construction,Coimbatore,0,50.4,224,18,27,1,1.7,0
GC-SUP-1005,agriculture,Salem,3,74.6,423,36,62,0,4.7,1
GC-SUP-1006,packaging,Salem,3,95.6,279,12,48,1,3.5,0
GC-SUP-1007,construction,Chennai,5,77.3,15,1,0,1,2.9,0
GC-SUP-1008,manufacturing,Tiruppur,8,94.6,57,5,6,0,4.9,1
GC-SUP-1009,textiles,Tiruppur,5,56.1,54,1,1,1,1.8,0
GC-SUP-1010,construction,Erode,4,78.9,181,10,7,0,3.9,1
GC-SUP-1011,manufacturing,Coimbatore,6,54.8,147,6,18,2,1.0,0
GC-SUP-1012,packaging,Coimbatore,9,98.7,432,4,25,1,3.6,0
GC-SUP-1013,manufacturing,Coimbatore,8,80.2,330,23,26,1,2.3,0
GC-SUP-1014,packaging,Coimbatore,14,54.2,14,0,1,0,2.9,0
GC-SUP-1015,packaging,Chennai,8,98.6,54,5,5,0,4.8,1
GC-SUP-1016,packaging,Erode,3,58.9,140,5,23,0,2.9,0
GC-SUP-1017,electronics,Coimbatore,10,57.7,23,1,2,2,1.0,0
GC-SUP-1018,agriculture,Coimbatore,0,90.2,391,13,24,1,3.1,0
GC-SUP-1019,electronics,Tiruppur,13,59.9,180,17,16,2,1.0,0
GC-SUP-1020,construction,Chennai,12,68.4,402,9,64,2,1.0,0
GC-SUP-1021,textiles,Coimbatore,9,75.8,118,8,17,0,3.2,1
GC-SUP-1022,agriculture,Erode,12,51.8,270,27,0,2,1.0,0
GC-SUP-1023,manufacturing,Tiruppur,2,52.7,444,3,40,0,3.1,0
GC-SUP-1024,textiles,Coimbatore,12,85.1,19,0,0,2,2.1,0
GC-SUP-1025,agriculture,Erode,5,83.4,462,18,38,0,4.5,1
GC-SUP-1026,construction,Salem,2,69.3,85,2,3,2,1.0,0
GC-SUP-1027,packaging,Tiruppur,7,89.0,349,19,42,1,2.6,0
GC-SUP-1028,electronics,Erode,6,93.6,436,12,87,1,3.0,0
GC-SUP-1029,agriculture,Salem,0,51.8,49,2,4,1,1.5,0
GC-SUP-1030,electronics,Tiruppur,0,89.3,213,10,35,1,3.0,0
GC-SUP-1031,agriculture,Erode,13,79.4,154,9,21,2,1.0,0
GC-SUP-1032,packaging,Erode,14,83.7,328,10,63,1,2.8,0
GC-SUP-1033,agriculture,Coimbatore,13,53.1,352,17,34,2,1.0,0
GC-SUP-1034,textiles,Tiruppur,9,64.9,386,10,77,0,2.9,0
GC-SUP-1035,electronics,Chennai,8,72.5,433,3,63,1,2.8,0
GC-SUP-1036,manufacturing,Chennai,14,53.1,226,17,40,2,1.0,0
GC-SUP-1037,packaging,Salem,4,83.1,459,10,23,1,2.6,0
GC-SUP-1038,construction,Tiruppur,3,56.2,52,3,7,0,2.5,0
GC-SUP-1039,construction,Coimbatore,9,67.7,485,25,44,1,1.5,0
GC-SUP-1040,electronics,Salem,9,78.4,96,9,15,2,1.5,0
GC-SUP-1041,packaging,Coimbatore,0,63.1,297,14,39,2,1.0,0
GC-SUP-1042,textiles,Chennai,1,57.9,256,5,33,0,3.3,0
GC-SUP-1043,manufacturing,Coimbatore,6,76.5,178,3,23,1,3.1,0
GC-SUP-1044,construction,Chennai,8,60.7,148,3,2,0,3.1,0
GC-SUP-1045,electronics,Coimbatore,5,84.1,208,12,5,2,1.7,0
GC-SUP-1046,electronics,Tiruppur,12,95.8,13,0,0,2,2.4,0
GC-SUP-1047,construction,Erode,0,97.0,449,28,83,1,3.5,0
GC-SUP-1048,textiles,Coimbatore,4,98.6,115,11,18,1,3.5,0
GC-SUP-1049,agriculture,Salem,12,55.9,217,18,5,1,1.1,0
GC-SUP-1050,manufacturing,Tiruppur,13,98.4,49,2,0,2,2.2,0
GC-SUP-1051,manufacturing,Erode,2,81.1,152,8,5,0,3.9,2
GC-SUP-1052,agriculture,Chennai,6,62.0,243,17,1,0,3.6,0
GC-SUP-1053,agriculture,Chennai,8,56.6,274,22,22,0,1.9,0
GC-SUP-1054,packaging,Coimbatore,7,54.8,11,0,2,2,1.0,0
GC-SUP-1055,packaging,Coimbatore,12,52.0,138,8,26,2,1.0,0
GC-SUP-1056,construction,Chennai,12,91.1,389,9,30,0,4.4,2
GC-SUP-1057,agriculture,Chennai,3,95.7,436,30,54,2,1.5,0
GC-SUP-1058,construction,Erode,9,81.4,400,4,63,1,2.5,0
GC-SUP-1059,construction,Coimbatore,8,59.3,63,3,12,0,3.3,0
GC-SUP-1060,agriculture,Tiruppur,5,90.2,374,7,24,0,4.6,2
GC-SUP-1061,textiles,Coimbatore,3,85.9,21,0,2,1,2.7,0
GC-SUP-1062,packaging,Salem,10,89.1,97,4,16,0,4.2,0
GC-SUP-1063,manufacturing,Chennai,6,58.9,308,27,36,0,3.3,0
GC-SUP-1064,manufacturing,Erode,2,86.0,370,6,17,1,2.2,0
GC-SUP-1065,agriculture,Tiruppur,7,74.7,171,3,27,0,3.8,0
GC-SUP-1066,packaging,Coimbatore,0,91.9,384,24,12,2,1.1,0
GC-SUP-1067,packaging,Coimbatore,6,52.5,439,19,85,0,2.7,0
GC-SUP-1068,agriculture,Erode,4,55.9,100,0,7,2,1.0,0
GC-SUP-1069,construction,Chennai,9,63.6,325,30,3,0,3.4,0
GC-SUP-1070,construction,Tiruppur,9,96.7,249,21,0,0,4.0,2
GC-SUP-1071,construction,Tiruppur,11,57.3,210,6,22,2,1.0,0
GC-SUP-1072,packaging,Erode,10,62.5,346,33,33,1,1.4,0
GC-SUP-1073,textiles,Chennai,1,92.1,402,10,79,2,1.4,0
GC-SUP-1074,construction,Erode,2,70.1,248,7,6,0,3.5,1
GC-SUP-1075,electronics,Chennai,5,79.0,350,13,48,2,1.4,0
GC-SUP-1076,construction,Salem,8,98.3,143,9,19,1,3.6,0
GC-SUP-1077,textiles,Coimbatore,7,96.5,444,4,61,1,3.5,0
GC-SUP-1078,construction,Tiruppur,6,89.7,380,10,63,1,3.2,0
GC-SUP-1079,packaging,Tiruppur,10,87.3,476,2,80,1,3.6,0
GC-SUP-1080,packaging,Tiruppur,4,83.9,133,13,25,1,2.2,0
GC-SUP-1081,manufacturing,Salem,12,65.5,375,35,73,1,2.4,0
GC-SUP-1082,construction,Erode,3,71.1,415,38,1,1,2.1,0
GC-SUP-1083,electronics,Chennai,7,85.5,474,3,20,1,2.4,0
GC-SUP-1084,electronics,Salem,9,61.9,403,22,11,0,3.3,0
GC-SUP-1085,textiles,Chennai,7,98.5,296,14,7,2,1.7,0
GC-SUP-1086,electronics,Erode,11,98.5,466,40,78,2,1.6,0
GC-SUP-1087,construction,Tiruppur,5,87.8,136,9,17,1,3.1,0
GC-SUP-1088,textiles,Salem,8,92.2,451,8,22,2,1.8,0
GC-SUP-1089,manufacturing,Coimbatore,3,88.7,453,13,24,2,1.7,0
GC-SUP-1090,agriculture,Erode,13,73.6,377,25,47,0,4.3,1
GC-SUP-1091,textiles,Erode,0,87.7,365,8,27,2,1.6,0
GC-SUP-1092,electronics,Chennai,3,78.5,167,4,11,2,1.1,0
GC-SUP-1093,manufacturing,Tiruppur,10,67.2,499,38,49,1,1.9,0
GC-SUP-1094,packaging,Erode,0,63.9,299,3,8,1,1.3,0
GC-SUP-1095,agriculture,Coimbatore,1,90.6,317,30,55,2,1.4,0
GC-SUP-1096,manufacturing,Erode,0,81.2,130,7,0,2,1.4,0
GC-SUP-1097,textiles,Tiruppur,9,63.1,14,1,0,2,1.0,0
GC-SUP-1098,construction,Chennai,3,98.5,84,1,8,0,5.0,1
GC-SUP-1099,electronics,Coimbatore,10,98.0,498,43,60,1,2.6,0
GC-SUP-1000,manufacturing,Erode,0,74.2,330,24,47,1,2.2,0
GC-SUP-1001,agriculture,Salem,3,76.6,99,2,0,0,4.5,1
GC-SUP-1002,packaging,Erode,10,63.7,72,5,5,0,3.3,0
GC-SUP-1003,textiles,Chennai,9,76.1,448,10,8,1,1.2,0
GC-SUP-1004,textiles,Erode,5,52.3,447,10,68,2,1.0,0
GC-SUP-1005,manufacturing,Salem,2,80.9,102,0,13,1,3.0,0
GC-SUP-1006,construction,Chennai,0,77.4,448,10,27,1,2.2,0
GC-SUP-1007,textiles,Erode,8,78.3,223,8,10,1,2.4,0
GC-SUP-1008,electronics,Coimbatore,13,81.2,187,15,7,1,2.7,0
GC-SUP-1009,packaging,Erode,8,83.2,88,7,1,2,1.0,0
GC-SUP-1010,manufacturing,Chennai,3,83.5,280,15,27,1,3.1,0
GC-SUP-1011,electronics,Erode,12,51.3,392,1,70,0,2.1,0
GC-SUP-1012,textiles,Tiruppur,3,64.6,117,4,17,1,1.4,0
GC-SUP-1013,manufacturing,Erode,9,69.1,173,11,11,1,1.6,0
GC-SUP-1014,construction,Coimbatore,12,95.8,373,24,73,2,2.5,0
GC-SUP-1015,agriculture,Chennai,5,90.3,451,7,50,1,3.4,0
GC-SUP-1016,packaging,Coimbatore,12,69.0,51,4,4,2,1.0,0
GC-SUP-1017,electronics,Chennai,2,83.1,85,1,12,2,1.0,0
GC-SUP-1018,construction,Erode,4,57.9,111,10,22,2,1.0,0
GC-SUP-1019,agriculture,Tiruppur,8,77.2,118,11,3,2,1.0,0
GC-SUP-1020,packaging,Tiruppur,12,86.0,284,6,45,0,4.7,0
GC-SUP-1021,manufacturing,Erode,5,67.6,457,40,84,0,3.8,0
GC-SUP-1022,electronics,Erode,5,91.9,27,1,0,1,3.0,0
GC-SUP-1023,construction,Salem,2,66.5,284,26,48,2,1.0,0
GC-SUP-1024,construction,Chennai,3,72.7,418,23,0,1,1.8,0
GC-SUP-1025,electronics,Chennai,5,50.1,489,7,36,1,1.3,0
GC-SUP-1026,construction,Coimbatore,2,69.6,73,5,3,0,3.1,1
GC-SUP-1027,construction,Salem,3,50.1,137,12,16,0,2.1,0
GC-SUP-1028,textiles,Erode,3,74.7,61,3,6,0,4.1,1
GC-SUP-1029,packaging,Erode,3,87.1,88,6,1,1,2.4,0
GC-SUP-1030,agriculture,Salem,12,90.0,221,15,40,2,1.8,0
GC-SUP-1031,manufacturing,Chennai,8,76.3,67,0,7,0,3.4,1
GC-SUP-1032,textiles,Tiruppur,5,58.5,389,15,71,0,2.7,0
GC-SUP-1033,electronics,Salem,7,56.3,279,21,33,2,1.0,0
GC-SUP-1034,construction,Chennai,9,56.8,115,4,20,1,1.0,0
GC-SUP-1035,textiles,Chennai,12,59.3,485,45,16,0,2.9,0
GC-SUP-1036,textiles,Chennai,5,97.5,396,37,20,2,2.0,0
