investment,equipment_cost,recycling_volume_kg,energy_savings_kwh,roi,npv,irr
963530.87,170165.42,5804.18,5362.81,-20.0,-808240.92,1.44
104244.12,73060.72,11750.08,4750.63,150.0,335277.18,14.48
461588.39,403852.09,37234.26,4377.92,98.03,503095.66,7.92
367019.0,171905.02,38925.76,710.31,150.0,799156.14,12.44
62180.57,401861.31,24380.17,1482.64,132.87,398891.67,9.31
273787.64,467601.9,43115.65,7155.89,150.0,893299.22,11.04
508113.97,269755.34,48786.98,9664.55,150.0,1109391.5,12.15
254505.59,409330.19,10664.89,2292.67,-20.0,-246966.62,3.15
692288.38,214400.53,46645.68,1072.3,122.19,702061.88,8.89
535949.36,460890.33,45301.57,1733.99,98.36,582146.39,7.93
398305.82,317178.27,8810.35,9686.62,-7.05,-184423.02,3.72
919011.86,100136.09,6936.62,1037.0,-20.0,-758890.06,1.28
913971.48,112939.43,21397.96,4598.74,1.99,-190537.44,4.08
619060.49,54432.96,12111.17,9328.61,17.98,-38985.56,4.72
912989.6,395019.51,1950.66,3404.67,-20.0,-1160244.44,0.57
646560.8,152091.3,45569.75,6412.12,150.0,901505.96,10.66
118311.38,456322.68,47930.57,961.58,150.0,1075071.09,14.38
555742.22,165614.86,20249.11,1960.58,27.45,12826.3,5.1
599168.5,479830.09,25650.56,1012.56,3.85,-184211.84,4.15
639001.27,183307.04,42940.33,4459.85,138.2,741843.51,9.53
233197.63,111730.7,38669.44,2802.76,150.0,1034580.27,20.03
778871.72,118825.91,16762.63,4761.77,-4.73,-214732.58,3.81
946036.06,467231.08,11136.72,3710.55,-20.0,-946417.86,1.65
191929.42,264792.84,23568.54,9027.45,150.0,559411.79,11.14
933505.11,204112.35,25095.16,8983.12,17.44,-70735.21,4.7
816372.42,21755.03,16682.92,4333.39,0.11,-168130.2,4.0
268230.47,115794.38,2851.44,6505.02,-17.63,-131416.51,3.29
299384.78,45126.65,12317.99,8058.76,122.13,266594.5,8.89
858914.72,251871.8,21387.46,9782.97,8.25,-150574.77,4.33
240536.43,123372.46,15301.49,1893.02,94.31,200743.4,7.77
410397.32,457200.43,31152.04,4237.08,67.25,291145.93,6.69
937690.25,43262.83,11303.53,5745.71,-20.0,-459687.71,2.66
634774.99,38987.6,20748.9,6561.71,60.1,187608.28,6.4
713167.02,326307.15,16707.6,1116.5,-20.0,-445704.02,2.86
455756.82,81802.13,47433.56,4856.67,150.0,1188590.61,16.08
351396.22,387825.95,25399.48,3238.33,59.17,200364.67,6.37
821369.36,436233.03,33977.4,660.25,16.4,-88659.03,4.66
588006.74,386381.56,7688.65,2440.97,-20.0,-654974.11,1.64
888370.35,29658.43,37883.63,4842.98,91.21,483686.84,7.65
474433.55,23406.34,41150.51,3726.28,150.0,987995.52,14.95
563727.35,345104.33,35428.85,9568.6,97.26,522781.84,7.89
554772.96,211865.38,47731.48,6492.68,150.0,1008814.57,11.6
333242.84,80702.84,42285.17,3749.38,150.0,1110951.05,18.45
677446.24,245991.88,10747.56,6096.53,-20.0,-412637.04,2.77
107648.92,218404.38,27784.13,4473.26,150.0,724048.15,16.13
761238.57,417403.98,38790.91,580.37,41.35,151748.17,5.65
234422.33,277571.6,46806.28,8382.58,150.0,1277334.43,17.51
850407.78,165539.93,22042.95,4812.92,6.42,-152553.88,4.26
199503.0,34912.7,47398.24,2558.98,150.0,1435491.18,35.68
277951.46,60021.95,46496.88,5881.42,150.0,1380936.26,25.48
683685.01,457556.91,17935.39,6290.77,-16.67,-381846.72,3.33
86859.48,109650.81,41731.04,7714.33,150.0,1404565.86,40.81
383110.56,200869.1,27144.17,202.36,98.59,342087.88,7.94
279182.12,119951.27,13273.66,8097.88,102.2,245343.56,8.09
315690.16,111930.23,25708.91,8683.32,150.0,652909.39,12.66
279282.22,57697.4,18463.83,7526.99,150.0,469965.05,12.0
573156.02,412060.82,48020.02,7968.09,131.41,835373.83,9.26
623612.92,256803.96,2963.39,9846.36,-20.0,-543963.56,1.91
414307.07,93069.54,33668.73,2986.03,150.0,706808.07,11.99
606489.36,301648.6,22840.76,8393.96,34.62,68120.56,5.38
301718.71,235343.64,27346.91,6703.52,150.0,551629.51,10.15
794773.26,209507.5,32656.3,1675.99,43.2,144160.31,5.73
936015.7,203868.23,36746.55,399.34,38.06,116788.53,5.52
244927.79,253799.62,44034.37,5367.1,150.0,1124288.28,16.3
933376.96,252222.51,25032.01,1373.52,-6.79,-303158.01,3.73
812523.43,138543.4,45081.01,9126.08,130.24,797520.83,9.21
946144.61,269710.63,34177.6,7829.46,38.79,131629.68,5.55
174463.89,308459.45,2680.6,5076.15,-20.0,-270343.63,2.2
197100.55,107803.0,18887.33,4437.88,150.0,442410.46,12.28
642013.8,55725.64,25680.9,1989.73,64.98,221486.12,6.6
595276.42,325954.21,28278.75,7435.3,54.67,216616.59,6.19
368828.78,387251.16,22205.59,4945.01,44.44,115997.95,5.78
665697.02,28812.02,33045.72,6262.13,129.27,577014.98,9.17
344354.76,61181.26,5455.84,9247.59,25.59,1162.11,5.02
704815.36,81009.25,18479.44,6006.33,22.87,-14779.6,4.91
843793.12,40957.25,12595.02,8919.54,-9.25,-243621.19,3.63
58707.27,116671.57,47992.18,6211.34,150.0,1602182.05,45.0
298587.8,52155.73,2381.38,2598.5,-20.0,-207673.93,2.04
887411.53,219638.55,36296.34,9199.19,64.27,345154.49,6.57
437638.44,111813.14,26338.78,9099.22,150.0,562418.11,10.14
814155.69,51598.32,34936.07,5804.6,91.62,458963.87,7.66
912090.02,78791.08,27167.77,8818.73,43.23,142403.52,5.73
439522.6,251357.56,4452.57,2925.81,-20.0,-469677.16,1.6
358281.32,473658.78,14850.7,4716.51,-7.13,-214946.46,3.71
687739.2,97848.02,24835.68,7437.68,62.76,235465.92,6.51
873512.45,320604.45,33783.62,1437.58,23.85,-13128.15,4.95
948487.67,83635.56,38958.97,2795.2,68.55,357030.34,6.74
936913.49,365580.58,37936.87,2346.78,29.19,41228.9,5.17
470887.98,316550.33,38728.71,1218.8,113.67,556135.86,8.55
964247.05,447305.92,14247.08,8263.05,-20.0,-730083.25,2.42
542407.73,241667.11,16407.27,5893.49,11.48,-86058.26,4.46
743394.66,217247.79,31831.74,7053.27,62.85,288634.17,6.51
725565.73,44943.73,43127.64,4690.88,150.0,805534.0,10.25
299295.28,136046.96,24667.69,8890.95,150.0,614824.64,12.08
409430.2,379868.36,5744.12,4865.36,-20.0,-477798.76,1.98
992101.83,389810.15,11315.9,5114.13,-20.0,-875357.36,1.84
271943.53,216589.25,39224.12,7758.0,150.0,1028509.45,15.55
266695.36,462667.19,30035.84,3923.26,91.16,383981.47,7.65
526838.8,310434.2,28434.64,4966.77,62.13,246727.9,6.49
529686.16,104677.72,40823.91,5509.25,150.0,883100.55,11.98
174525.87,387755.41,46689.75,9483.61,150.0,1249469.05,16.14
400566.85,85048.1,26401.58,1303.57,139.11,441631.54,9.56
937288.05,108118.22,13385.53,4185.04,-20.0,-490869.92,2.66
414006.25,401438.19,23359.52,1873.53,28.64,22214.67,5.15
303849.4,264374.42,8225.24,6194.23,-5.78,-140684.79,3.77
587459.94,363057.11,46947.53,9140.09,138.76,861752.23,9.55
948771.84,137463.49,7446.7,3162.31,-20.0,-757751.79,1.51
900330.91,486585.67,43106.92,1278.17,34.86,106667.94,5.39
950056.6,223211.85,1456.2,4535.46,-20.0,-1015195.11,0.67
93765.71,281061.4,17589.15,4839.66,138.17,338054.2,9.53
632511.84,437024.53,33433.18,4453.68,45.35,171813.47,5.81
828456.46,454679.43,6868.24,5412.94,-20.0,-920367.5,1.42
320286.36,42589.37,33758.79,8655.15,150.0,990176.32,18.68
204757.52,409958.56,42816.39,9160.54,150.0,1057840.3,13.63
302020.83,453897.47,16712.47,5612.91,16.24,-54265.35,4.65
97982.1,41062.92,36298.29,4555.9,150.0,1201989.96,45.0
293477.76,111398.48,33827.72,203.94,150.0,748055.68,14.26
815596.61,58039.81,10382.99,3985.12,-20.0,-425789.61,2.57
510615.8,190397.66,16714.9,9646.38,42.62,97348.39,5.7
659500.7,31247.82,22078.62,8775.09,73.96,268774.68,6.96
336383.38,65387.05,38160.85,6138.94,150.0,1040399.92,17.98
591796.88,45716.75,7884.45,6300.98,-17.79,-218982.82,3.29
247432.65,261953.64,27699.2,2978.37,148.65,502020.85,9.95
951003.9,424382.77,36396.3,964.34,14.57,-117065.71,4.58
150823.52,256535.05,8874.95,9787.0,64.67,128299.9,6.59
200594.22,253984.56,18841.93,6465.99,118.83,339780.23,8.75
172584.59,226551.89,14460.55,8899.96,120.87,304835.94,8.83
88556.43,458589.2,41816.71,3116.19,150.0,946683.78,13.68
799826.12,34982.51,48376.41,5360.63,150.0,935412.4,10.62
338116.97,194039.94,4253.86,9895.63,-10.24,-150727.01,3.59
87327.35,334355.42,22694.06,9499.38,150.0,576078.65,11.85
283699.75,275401.68,24635.45,7088.09,125.3,446781.64,9.01
114609.72,113018.78,11513.68,7433.88,150.0,341210.95,12.52
229681.76,295276.05,11546.95,8643.92,42.88,73999.0,5.72
945076.18,268876.63,18263.14,2493.77,-20.0,-534396.57,2.8
97291.95,148880.04,33057.55,5429.45,150.0,1005805.64,25.48
946839.21,210213.09,34999.3,4995.36,41.51,150425.52,5.66
536947.41,148531.67,23292.59,4813.69,65.48,220343.68,6.62
721310.4,471507.2,17136.74,613.56,-20.0,-596531.51,2.5
521480.37,281341.44,9253.59,7652.55,-20.0,-305446.69,3.1
985682.65,473971.86,10658.2,8778.56,-20.0,-887634.83,1.96
719268.95,237846.35,27489.94,8526.08,48.79,180092.24,5.95
506128.19,199139.54,25169.13,5875.47,76.66,289677.33,7.07
229623.77,452435.71,34035.16,6406.04,140.25,626491.65,9.61
144521.41,310003.49,6927.07,971.24,-20.0,-196166.46,2.85
550945.35,213337.06,29851.7,1074.38,70.22,274563.81,6.81
459433.91,103897.62,49367.9,5699.27,150.0,1248651.39,16.11
703065.02,176200.77,5642.21,9763.53,-20.0,-453882.61,2.42
321946.08,223427.93,32843.33,442.03,150.0,579853.62,10.33
819746.17,277557.53,14632.64,803.76,-20.0,-581445.54,2.35
204373.49,449616.25,34615.19,2649.04,137.1,584242.71,9.48
112320.73,351495.35,29047.98,4164.29,150.0,621776.09,11.72
395430.88,124070.85,33810.95,9712.55,150.0,860651.83,13.31
216929.48,306615.98,21785.07,4577.55,103.08,325457.9,8.12
291439.92,416064.74,24777.52,5525.38,72.27,265763.23,6.89
339522.87,107268.06,5209.61,7198.37,-2.11,-97541.07,3.92
236422.57,351236.17,20128.45,4274.59,67.39,197864.43,6.7
495718.62,196500.08,5930.38,3234.39,-20.0,-413469.37,2.02
680547.64,339576.51,15024.99,4709.01,-20.0,-397395.31,3.06
233774.87,120978.6,2129.31,8988.12,1.52,-67167.31,4.06
250171.33,129216.26,14700.47,1448.6,76.13,154220.5,7.05
657299.74,56068.62,7575.92,6518.62,-20.0,-300094.89,2.9
372677.59,359814.96,28313.81,2709.01,75.37,293320.31,7.01
668286.55,75811.37,27284.11,4484.05,73.91,289292.23,6.96
304479.9,309922.4,43695.35,9989.27,150.0,1107837.35,14.04
627374.63,214258.82,12035.15,2719.54,-20.0,-368034.13,2.82
505482.23,196293.3,45776.91,3809.3,150.0,943059.39,11.74
404772.36,204096.57,41994.39,6577.73,150.0,973915.88,13.02
633460.41,180388.65,41077.3,575.97,116.63,594031.95,8.67
877257.31,266119.95,20514.26,5072.24,-10.44,-325651.65,3.58
684044.75,26127.4,43706.04,4578.05,150.0,882797.9,11.24
375818.19,86357.87,22533.8,5063.96,140.08,423890.57,9.6
433464.36,345756.85,21623.93,9621.89,54.98,185157.05,6.2
619313.64,407589.41,6358.44,4093.45,-20.0,-713046.25,1.53
370005.32,293351.55,43194.56,967.71,150.0,825764.55,11.24
118946.06,428152.5,11429.65,6753.78,25.82,2596.81,5.03
565734.23,419788.93,7129.36,1471.87,-20.0,-708306.22,1.41
578977.44,474261.75,21334.89,3404.03,-4.21,-247627.05,3.83
626354.86,466615.33,42009.46,9955.74,90.68,571250.76,7.63
71440.15,74171.91,30863.92,8241.65,150.0,1099287.85,42.83
320982.13,134821.32,39561.81,752.54,150.0,904874.89,14.95
400913.52,262788.43,28457.09,7340.43,115.4,477924.83,8.62
387103.44,314088.49,29683.4,5566.64,103.73,439560.03,8.15
658459.13,144535.6,5147.79,1368.86,-20.0,-595496.06,1.29
263353.26,260095.01,42181.69,7072.67,150.0,1077550.41,15.32
799588.57,188468.3,20828.03,4058.08,1.91,-183977.86,4.08
232279.53,49384.0,29954.89,9894.32,150.0,971977.53,22.29
208488.22,42408.71,39197.05,2675.34,150.0,1143465.23,27.84
838161.62,357889.6,47338.0,4207.49,78.76,511303.26,7.15
678871.35,243130.29,31898.85,4606.07,62.03,270926.72,6.48
229200.63,263790.76,26900.63,8143.92,150.0,615060.81,11.26
748744.67,338619.98,6555.97,7262.04,-20.0,-690896.68,1.83
525289.9,449167.78,46073.68,740.53,103.23,606932.8,8.13
829609.48,38094.75,18991.31,5514.54,12.09,-91068.67,4.48
190695.76,378230.63,1409.38,1852.27,-20.0,-476721.31,0.81
601756.99,362906.03,45915.51,7113.87,124.41,764040.9,8.98
688190.31,209283.75,1062.94,1377.56,-20.0,-828398.87,0.39
557826.82,344062.35,21454.97,7360.65,25.59,2583.98,5.02
545769.18,55604.57,10408.8,8431.98,15.62,-46120.89,4.62
738667.11,449485.75,6760.31,9904.18,-20.0,-721454.25,1.97
248936.38,25654.34,49873.72,2954.52,150.0,1488804.84,32.17
684618.48,104807.51,29431.2,9059.54,92.88,426443.82,7.72
354172.11,341721.91,10207.28,6322.99,-10.4,-198003.82,3.58
369627.83,121379.96,16345.92,1952.64,53.42,110518.64,6.14
906820.3,210649.71,13018.69,4594.4,-20.0,-565576.82,2.47
354509.36,377321.24,48589.78,4492.73,150.0,1024839.93,12.02
867981.73,291614.28,8704.55,6968.1,-20.0,-697251.08,2.0
537762.77,332291.13,44594.68,4516.26,133.41,751594.7,9.34
906118.74,380321.13,24941.64,6111.58,-3.35,-293559.04,3.87
359302.08,492126.7,33700.21,629.7,70.44,307375.27,6.82
360290.81,319190.93,3760.33,434.07,-20.0,-541464.93,1.02
477523.03,179691.29,22476.63,2774.39,58.01,172062.52,6.32
206481.86,350788.81,26213.98,2161.51,111.56,384162.19,8.46
353609.95,304067.8,4539.24,1645.04,-20.0,-464215.93,1.47
119583.32,409912.32,37868.05,7582.47,150.0,937319.2,13.88
730509.08,341305.0,24372.6,6494.33,14.82,-89076.03,4.59
86443.48,318302.92,39116.01,5103.51,150.0,1045035.11,17.94
389637.66,153164.83,32497.3,6989.45,150.0,727533.16,11.72
877419.22,184320.36,38718.84,5701.29,71.1,388883.4,6.84
888694.67,273349.81,26363.86,5863.2,11.56,-126846.58,4.46
761849.59,483051.43,4604.6,723.66,-20.0,-1071293.63,0.7
940672.82,274340.3,31130.25,4927.75,21.06,-40463.18,4.84
138974.58,388682.9,37614.01,3254.69,150.0,826858.3,12.86
340927.28,422163.86,4545.51,8834.83,-20.0,-397176.12,2.4
293828.61,304632.68,46863.71,6845.6,150.0,1155996.11,14.68
443708.32,350976.42,17855.0,2917.13,6.5,-118837.46,4.26
996849.11,380379.31,32591.28,3681.84,8.59,-182941.37,4.34
96702.79,34907.3,28154.88,7667.92,150.0,1007605.98,43.36
560510.23,423576.83,2637.9,3794.17,-20.0,-803667.79,0.92
275216.87,234691.02,4546.44,9550.49,-5.92,-126816.52,3.76
262092.63,462707.73,21868.76,9858.14,69.04,253546.63,6.76
576355.46,466799.77,1262.1,7532.74,-20.0,-819865.74,1.07
907898.12,87065.87,5710.17,4360.81,-20.0,-696703.42,1.5
936994.96,280345.55,26845.37,1583.04,-2.38,-268337.88,3.9
50750.04,408867.24,5291.15,6411.73,-9.22,-126444.89,3.63
918885.63,120152.92,33598.37,971.25,40.23,124491.51,5.61
623567.39,98687.23,37061.72,3152.07,131.18,611059.23,9.25
490221.46,307726.66,9392.4,7468.05,-20.0,-300282.05,3.12
337508.32,337938.49,8755.87,6943.55,-14.07,-211948.24,3.44
171778.67,224171.12,13113.1,7534.08,97.84,229571.3,7.91
298933.25,443224.31,44699.19,2125.12,150.0,825755.18,10.58
633153.65,62104.47,20185.32,7190.55,54.42,162050.67,6.18
676452.08,319856.32,14844.5,3904.64,-20.0,-398974.48,3.0
147798.84,365130.95,25690.55,7145.9,150.0,530146.15,10.19
286496.35,175730.35,17376.55,452.28,62.71,138334.15,6.51
373995.48,405586.2,44967.63,5278.54,150.0,872985.28,10.62
482726.61,34795.82,44081.01,327.5,150.0,986346.21,14.56
947512.58,254823.8,17754.79,9257.34,-14.14,-378002.42,3.43
73171.44,299083.95,27897.69,2349.34,150.0,630818.92,13.5
457443.06,333086.72,36629.43,207.03,97.71,457560.61,7.91
940010.76,98972.18,12445.44,2782.04,-20.0,-549961.84,2.36
85929.13,79065.02,49331.15,3289.12,150.0,1588003.14,45.0
159536.04,71355.81,36253.54,8574.77,150.0,1204901.52,31.15
294104.68,30036.57,11931.41,753.85,63.42,98846.91,6.54
148225.19,227123.9,12266.0,5256.27,80.9,166855.42,7.24
290819.07,471457.9,45391.25,5754.7,150.0,916074.11,11.03
386702.79,202950.5,21180.76,7330.28,89.96,304786.18,7.6
479057.05,431230.37,47260.64,3492.27,132.16,777307.79,9.29
582659.76,65627.14,10822.98,4251.96,-9.37,-179114.94,3.63
245892.58,440749.04,8756.03,4665.48,-20.0,-277711.92,2.98
625414.28,352094.68,19770.4,8717.17,12.71,-97709.64,4.51
589903.19,230963.73,4294.79,4753.96,-20.0,-561223.13,1.58
829699.05,314979.69,41775.96,5041.31,68.32,393886.32,6.73
162538.62,26547.13,15857.76,7040.31,150.0,517754.82,18.73
800746.91,161961.36,25287.04,4326.97,25.12,-857.83,5.0
439996.65,131047.38,7682.18,2127.55,-20.0,-259357.7,2.73
102565.77,115102.76,1450.84,6347.13,15.81,-16376.18,4.63
350556.64,487109.46,10492.14,3589.12,-20.0,-395601.74,2.64
389949.1,24056.72,42121.19,513.55,150.0,1027807.24,17.44
943170.84,448195.69,27240.57,5527.24,-4.87,-334463.05,3.81
671089.03,205784.01,32713.89,638.73,60.74,248673.77,6.43
101345.25,239470.6,27931.49,8900.61,150.0,820349.54,17.07
149427.6,414871.01,11292.32,4062.02,6.64,-83748.67,4.27
350772.31,212074.53,8374.28,5134.99,-9.4,-155625.18,3.62
811560.46,231936.32,25040.07,8517.92,26.47,10371.4,5.06
720755.21,255418.12,13627.09,8872.28,-13.4,-301150.07,3.46
598169.38,126150.85,14186.87,8070.7,16.67,-49501.92,4.67
91938.28,496204.25,7387.23,8001.47,-5.8,-145749.05,3.77
425036.55,256263.77,44151.88,4246.53,150.0,918858.66,11.76
560619.07,43663.84,1115.03,2599.04,-20.0,-504177.86,0.83
696553.94,78207.15,6574.34,4227.41,-20.0,-450368.01,2.1
665445.19,361794.56,9744.08,979.96,-20.0,-673068.44,1.73
943377.18,145119.86,42813.98,8662.22,91.04,572039.57,7.64
783896.46,101040.13,41268.27,7738.66,124.43,701016.71,8.98
616886.84,181856.98,13862.92,1394.51,-20.0,-294856.15,3.16
534269.21,300925.22,18607.61,4858.52,12.14,-87296.75,4.49
395338.73,327682.91,45161.7,1806.42,150.0,852952.8,10.92
412338.37,87616.93,31622.24,7342.93,150.0,749150.73,12.51
935317.1,153858.52,47560.35,819.97,87.84,544572.7,7.51
622863.17,47423.71,44794.94,5392.13,150.0,979140.46,12.33
685880.93,419155.48,8365.22,578.2,-20.0,-807285.82,1.35
884937.09,171167.95,7319.97,4790.92,-20.0,-692907.23,1.72
618390.77,34865.89,14469.89,521.44,-3.47,-149685.39,3.86
449318.62,449648.01,49149.97,6443.07,150.0,923438.49,10.15
203555.81,454807.71,26296.14,1706.74,77.53,274963.11,7.1
925640.34,383585.14,36853.56,7149.97,36.02,112798.45,5.44
240322.83,121283.21,34726.36,2353.28,150.0,873314.14,17.11
466738.11,395360.88,39413.67,4641.97,110.46,586727.78,8.42
802580.44,422538.46,33084.01,2438.57,20.74,-43893.44,4.83
310311.19,171123.75,6723.4,2876.96,-20.0,-184334.61,3.09
249043.26,238557.8,45513.44,1223.91,150.0,1086355.9,16.17
734254.53,349895.84,5691.96,9241.21,-20.0,-669591.75,1.92
590048.59,194588.25,38070.39,2722.18,116.62,572610.71,8.66
708834.35,39061.38,42130.99,4592.07,150.0,791956.36,10.31
654858.27,126194.15,34176.61,7767.95,115.8,564925.78,8.63
499552.53,316508.92,23359.97,8962.1,54.6,191428.33,6.18
522975.72,424068.18,40266.25,4222.95,94.08,520679.56,7.76
268580.27,214919.42,41484.65,2430.8,150.0,982640.72,15.19
548214.53,406926.44,18320.4,6493.65,1.91,-177819.04,4.08
283350.0,72454.13,39924.83,1169.89,150.0,1027192.31,19.47
307812.33,430452.52,17977.0,9735.84,43.05,105073.47,5.72
980747.62,148772.49,3007.93,7109.62,-20.0,-857116.86,1.21
478437.18,68361.37,35668.62,505.51,150.0,675834.51,11.2
876686.86,86553.21,7238.28,1921.59,-20.0,-671552.92,1.52
962253.04,352721.29,40267.21,4096.82,39.49,149760.05,5.58
369497.09,132552.32,24551.75,5607.92,141.35,465533.69,9.65
650186.1,143416.88,47484.05,1863.63,150.0,862558.07,10.45
967370.52,27130.94,24575.16,3467.0,15.48,-77412.37,4.62
476667.24,293919.0,22343.87,4265.5,39.84,89906.17,5.59
746087.24,349220.61,41830.29,2649.6,69.57,387804.56,6.78
629052.08,300893.5,19117.15,4963.36,3.38,-162243.34,4.14
348093.04,88085.31,11476.26,1234.03,20.31,-17133.82,4.81
698916.1,337149.15,47579.71,7350.85,116.46,754795.55,8.66
99443.55,444437.68,43271.08,4544.54,150.0,1033524.47,14.53
606569.9,488517.6,27082.91,9072.15,29.96,41388.27,5.2
128886.82,111704.9,22596.99,5930.62,150.0,668381.2,18.92
825416.46,494365.82,20053.72,664.67,-20.0,-623275.22,2.64
811112.93,310102.75,10728.6,5049.32,-20.0,-636145.27,2.17
755194.73,389797.66,25481.3,3191.1,2.94,-203760.18,4.12
975055.45,338414.05,21003.64,2948.54,-20.0,-530011.3,2.99
744547.83,136248.05,9413.79,5392.37,-20.0,-432129.3,2.55
325488.02,321874.47,6779.0,6618.42,-20.0,-258744.06,3.01
319131.7,20116.61,7219.87,9349.43,73.13,129757.18,6.93
873986.91,132132.34,39140.22,6164.0,83.71,469889.47,7.35
972359.48,199330.72,34391.57,822.65,26.85,15199.74,5.07
426434.98,482632.48,27410.06,3021.22,38.12,93553.34,5.52
164257.41,357693.6,32597.95,3864.6,150.0,676940.58,11.51
953394.28,30657.35,15882.47,9226.48,-3.28,-223999.87,3.87
354888.67,141081.36,27176.8,8273.26,150.0,624553.48,11.32
147989.42,472649.94,39958.57,1976.25,150.0,782819.66,11.33
726407.56,204780.19,20712.44,7876.24,19.91,-39562.93,4.8
964645.57,80794.82,21610.88,4913.23,1.95,-194306.96,4.08
407496.23,194330.78,3561.16,6918.28,-20.0,-315231.99,2.39
464403.7,113501.03,40985.64,8065.1,150.0,1006276.95,13.73
512072.05,163256.32,32266.54,3023.89,116.49,492175.85,8.66
274207.53,370647.03,2975.94,1128.73,-20.0,-516816.95,0.99
56448.77,93412.73,4380.51,9958.86,150.0,237381.54,12.94
324369.47,91648.65,12808.82,9374.03,98.45,243254.67,7.94
544152.21,195112.69,43796.18,4070.9,150.0,844615.11,10.73
368258.14,119495.61,19512.04,3303.51,90.34,253586.36,7.61
693438.76,158999.7,29282.79,845.74,48.97,161622.66,5.96
231724.7,215554.53,46910.51,3897.07,150.0,1238130.64,18.88
680870.42,142441.87,7224.65,773.66,-20.0,-559588.05,1.6
340142.82,95677.29,9526.51,7655.44,45.6,70886.72,5.82
65046.17,287748.86,19593.61,5164.19,150.0,435888.2,11.2
584688.73,170416.49,15460.33,7387.34,16.37,-53438.86,4.65
877713.14,112439.18,5783.32,8998.4,-20.0,-578309.84,2.08
382400.69,284632.35,18617.61,1432.86,25.07,-861.76,5.0
609865.06,272067.61,10946.68,4628.32,-20.0,-399546.55,2.74
807100.13,303404.53,5748.95,5570.61,-20.0,-781945.62,1.48
717601.38,400497.63,31826.76,1696.05,25.53,2669.75,5.02
724664.6,345124.09,2196.92,4235.13,-20.0,-893771.83,0.82
366302.73,341317.79,11590.65,5990.54,-4.99,-170745.42,3.8
917545.66,402945.14,46151.43,9789.36,70.78,480314.45,6.83
60136.62,318915.81,21229.13,8626.57,150.0,548083.0,12.25
289223.97,490894.15,31071.69,7976.67,99.95,465485.11,8.0
131319.58,108059.78,38161.78,415.47,150.0,1065709.53,27.31
826034.09,26695.53,33198.82,3777.92,78.75,364478.06,7.15
630920.11,354095.08,17781.29,1258.03,-19.45,-351415.54,3.22
116163.57,302689.29,26512.11,7473.57,150.0,659954.92,12.9
534248.73,222773.98,20506.27,459.18,16.94,-50079.91,4.68
368779.34,488489.68,43804.22,3427.91,129.16,711480.04,9.17
608405.63,426702.44,22622.44,375.99,-6.03,-258339.58,3.76
120784.94,264988.51,48502.53,6993.45,150.0,1427844.1,23.55
117370.38,110893.22,38794.83,8446.11,150.0,1290694.05,33.33
636809.86,329323.12,2388.54,8319.6,-20.0,-685764.37,1.45
798861.45,144336.87,35725.16,2305.58,68.31,324476.36,6.73
88313.65,116545.54,9752.81,3509.93,150.0,210216.99,10.15
447527.02,264098.67,24360.94,2852.61,57.52,183474.64,6.3
77712.14,310448.78,20391.5,3126.99,147.44,378797.34,9.9
873593.99,378436.79,43030.51,5050.83,58.17,329339.28,6.33
174384.69,354186.29,11097.62,4524.05,14.91,-43560.38,4.6
111750.75,416148.03,7171.09,9050.36,9.17,-67713.36,4.37
871019.07,242999.73,37474.04,6270.56,59.85,307995.77,6.39
812921.86,227266.45,39504.62,4732.08,75.06,413883.6,7.0
943917.5,253458.61,23668.34,7893.7,3.79,-205015.37,4.15
830498.81,286154.77,9810.09,4784.03,-20.0,-669110.82,2.01
969668.88,381433.37,40746.97,521.69,29.33,44267.51,5.17
494466.49,330378.14,41671.6,682.88,117.2,605766.94,8.69
859816.94,283232.45,10668.38,3309.1,-20.0,-701711.69,1.93
317833.07,274812.34,3532.6,1753.65,-20.0,-430744.96,1.37
822058.39,83649.92,12436.42,4643.03,-20.0,-372411.06,2.95
541264.84,386533.03,22919.29,7940.67,30.66,40266.6,5.23
637428.99,74287.87,8660.24,4482.93,-20.0,-310411.07,2.82
427044.92,376901.25,29456.12,4003.7,70.66,291650.44,6.83
212222.27,128881.81,29199.55,4349.7,150.0,754073.83,16.08
539181.13,101925.17,33482.41,8554.88,150.0,700163.71,10.48
295042.53,255926.83,48800.84,3465.77,150.0,1188262.11,15.81
615294.03,63293.94,30694.74,1078.39,97.01,388965.27,7.88
961273.66,363518.07,39619.83,7100.22,43.18,189922.22,5.73
610242.58,235958.13,43060.3,9576.99,150.0,844609.97,10.01
524084.36,467136.82,29583.31,5476.17,43.42,143966.75,5.74
481758.6,120458.13,1182.26,2566.76,-20.0,-500603.03,0.85
534237.01,202380.78,22975.78,9810.35,72.52,278154.27,6.9
382758.75,237047.81,7542.26,669.99,-20.0,-347786.65,2.2
786639.04,293927.92,38274.54,1668.66,55.17,258370.32,6.21
593237.33,141748.39,12175.03,312.95,-20.0,-314291.93,2.87
173823.69,168448.69,6727.06,9861.41,69.96,122273.36,6.8
343201.02,82555.49,10755.03,5959.49,49.35,82015.32,5.97
110841.35,433968.38,48113.48,2618.12,150.0,1150787.88,15.59
477590.51,30624.54,32394.8,4256.48,150.0,693170.09,11.84
306555.54,119281.81,33047.13,4278.93,150.0,798224.42,14.4
220676.32,350772.36,28688.54,8614.99,150.0,608566.91,10.34
161602.1,397119.97,34002.32,1327.11,150.0,627042.48,10.63
