material,month_idx,supply_volume_kg,scarcity_index,disruption_risk
metal,35,4787.49,1.01,1.1
plastic,14,4363.83,2.56,0.84
battery,6,2505.33,7.54,5.76
metal,29,4312.33,2.77,2.39
textile,14,4654.13,1.05,0.4
textile,33,4711.15,0.38,0.0
paper,15,4567.66,1.39,1.54
textile,17,4545.39,1.96,1.54
textile,17,4087.39,1.68,1.66
textile,21,3848.58,3.22,2.74
textile,13,4580.1,0.0,0.0
metal,8,4782.16,1.88,1.29
textile,25,3823.87,3.6,1.92
textile,14,4546.34,1.23,1.32
paper,33,4602.64,1.87,1.63
paper,16,4244.81,1.73,1.78
paper,29,4128.81,1.89,0.73
paper,16,4905.24,0.4,0.03
battery,23,2561.85,7.29,5.59
paper,7,3910.3,3.09,1.99
textile,11,4632.11,0.86,0.39
metal,21,3959.12,2.22,1.19
paper,5,3910.68,2.51,1.69
paper,31,4146.98,0.77,0.0
metal,5,4399.6,2.04,1.71
textile,11,3954.17,1.17,1.04
plastic,3,3624.43,3.84,3.16
paper,25,4396.96,3.16,2.04
plastic,10,4352.27,2.7,1.93
paper,26,4127.03,2.5,1.34
battery,18,2732.99,6.25,4.96
battery,22,2526.0,7.16,5.75
textile,35,4645.92,1.49,2.01
metal,24,3620.49,2.54,1.68
textile,9,5163.8,0.97,0.38
paper,12,4951.17,1.18,1.16
metal,14,4383.66,0.93,1.08
metal,16,4587.39,1.16,1.12
battery,6,2431.94,7.36,6.71
battery,7,2331.15,7.62,5.2
battery,28,2424.86,6.44,5.47
battery,4,2139.65,7.02,5.68
metal,33,4067.29,1.94,2.43
battery,7,2157.54,7.44,6.57
battery,17,2896.98,5.36,4.03
battery,15,3037.58,4.68,3.77
textile,34,4326.18,1.97,1.68
battery,8,2573.07,7.31,5.38
paper,17,4615.71,2.0,1.55
paper,12,5005.49,1.28,1.41
metal,11,4158.97,1.77,1.21
plastic,7,3147.79,2.91,1.77
battery,8,2684.26,6.11,4.38
metal,12,4343.68,0.85,0.65
battery,5,2729.34,6.87,4.87
battery,10,2730.97,6.04,4.01
plastic,22,3714.22,3.67,2.86
plastic,26,3140.69,4.71,3.59
textile,13,4073.47,1.21,0.68
textile,16,4380.7,1.18,1.35
metal,30,4807.68,1.24,1.25
textile,35,4215.96,2.17,1.6
metal,5,4112.01,3.0,1.67
paper,2,2747.25,3.27,2.48
metal,29,4870.29,1.74,0.94
paper,14,4647.67,0.79,0.47
battery,14,2463.13,6.15,4.88
paper,7,3207.26,3.55,3.02
textile,24,3377.5,3.49,2.21
plastic,12,4696.63,1.44,1.53
textile,30,4954.7,1.15,1.07
textile,25,4317.68,1.99,0.95
plastic,32,4356.11,1.81,1.29
textile,19,3682.09,3.03,2.36
battery,26,2728.85,7.35,6.14
textile,29,4921.52,0.78,0.49
textile,12,4411.82,1.1,0.33
plastic,25,3729.84,3.61,2.68
paper,6,4506.07,2.37,1.67
metal,27,4241.54,2.16,1.78
paper,9,4367.7,1.81,1.37
paper,2,3977.82,2.97,2.25
paper,14,4847.09,1.67,1.37
metal,14,4569.44,1.02,0.86
textile,32,4567.97,1.8,1.53
plastic,23,3765.74,4.48,3.48
paper,12,4113.24,2.05,1.47
metal,8,4105.78,2.35,2.11
metal,15,4288.99,1.53,0.81
textile,31,4708.35,0.86,0.76
plastic,16,4330.99,1.6,1.51
textile,4,3848.92,3.34,2.33
metal,23,4234.35,2.68,2.57
textile,25,3968.85,3.51,2.87
plastic,22,4117.99,3.09,2.27
plastic,22,3484.09,3.47,3.19
textile,9,4443.64,2.79,1.99
paper,31,4738.66,1.23,0.86
metal,17,3947.16,2.48,2.11
paper,16,4095.49,2.12,2.09
paper,32,4881.54,1.08,0.62
metal,6,3303.97,3.75,2.4
paper,9,3757.1,3.5,2.27
plastic,19,3801.29,2.35,2.11
battery,28,2986.85,5.62,3.27
paper,7,3697.8,2.9,1.85
battery,9,2547.41,6.65,5.52
textile,12,4753.51,0.31,0.08
textile,22,3820.75,1.96,1.42
textile,30,4172.71,2.51,1.87
metal,14,4508.22,1.26,0.54
battery,15,3000.56,6.06,4.76
paper,16,5118.68,0.0,0.01
battery,9,2839.62,5.8,4.62
textile,22,3964.93,3.36,2.6
plastic,13,3843.88,2.97,1.4
metal,35,5058.65,0.83,0.51
textile,32,4776.4,0.54,0.23
paper,18,4101.46,1.83,1.72
paper,34,5060.61,1.01,0.9
battery,23,2236.39,7.28,5.58
textile,29,4261.35,1.58,1.47
plastic,27,3208.75,4.63,4.3
textile,32,4840.89,0.84,0.59
metal,26,4054.43,2.76,2.39
paper,10,4598.74,1.39,1.64
metal,29,4236.01,2.03,2.48
metal,21,3745.42,3.08,2.93
plastic,2,3996.86,4.63,3.03
plastic,4,3594.13,3.97,2.96
metal,5,3913.17,2.44,1.45
battery,14,3171.49,5.57,4.13
textile,17,5016.61,0.37,0.12
textile,24,3806.77,2.68,1.75
metal,15,4997.83,1.19,0.89
plastic,26,4079.82,3.65,3.15
battery,13,3094.09,5.79,4.44
paper,3,3286.59,2.63,2.04
paper,14,4964.58,1.02,0.31
battery,22,2593.96,7.21,5.95
textile,10,4403.59,1.65,1.41
battery,6,2812.62,6.41,4.47
plastic,13,4106.82,2.31,1.67
paper,27,3979.7,2.77,2.76
battery,20,2839.49,6.83,4.81
paper,11,3985.98,2.18,1.49
paper,13,4987.06,1.1,0.66
paper,21,4543.74,2.39,1.84
paper,23,3782.79,2.57,1.64
paper,19,4334.78,2.61,1.66
battery,3,2447.53,6.84,5.42
textile,5,3698.17,3.33,2.2
metal,8,3858.51,3.5,3.21
plastic,4,3855.38,3.57,1.96
paper,6,4269.41,2.93,2.37
metal,29,4658.77,1.98,1.65
metal,13,4994.84,1.96,1.72
plastic,5,3658.44,4.04,3.15
paper,33,4135.06,0.98,0.74
textile,32,4407.75,1.66,1.88
plastic,7,3677.96,3.08,2.84
plastic,24,4205.8,3.51,2.13
battery,18,3551.62,6.21,4.65
plastic,16,3958.77,2.32,2.01
plastic,27,4392.8,3.02,2.49
textile,6,4077.84,2.3,0.96
paper,29,4702.38,1.72,0.73
battery,32,3283.79,5.22,4.28
battery,11,2649.78,6.42,5.03
paper,22,4048.22,3.1,2.66
battery,19,2513.32,7.45,5.8
textile,32,4228.7,1.32,1.83
metal,13,5091.32,1.05,1.56
battery,18,2920.99,6.62,5.57
paper,7,4206.63,2.61,2.87
textile,31,5119.19,0.33,0.0
plastic,27,4028.57,2.87,1.19
battery,27,2388.35,7.22,5.19
paper,23,4180.2,2.37,2.24
metal,7,3678.24,3.11,2.31
battery,2,1958.79,7.22,5.74
metal,32,4795.28,1.07,0.75
textile,21,4460.72,2.54,2.07
battery,11,3349.23,6.2,4.92
paper,6,3911.92,2.78,1.9
paper,32,4709.94,0.0,0.47
paper,8,4424.31,1.95,1.6
paper,10,4702.64,1.66,1.12
plastic,33,3741.27,2.64,2.53
plastic,30,3476.64,2.43,1.9
textile,8,3488.24,2.88,1.69
plastic,9,4054.27,3.97,2.58
battery,24,2538.09,7.27,5.51
paper,20,4626.68,0.96,0.57
paper,5,4308.53,2.31,1.71
textile,18,4724.91,1.33,1.02
metal,1,4175.84,1.93,2.14
metal,17,3728.35,2.62,2.16
metal,29,4877.57,1.88,0.76
paper,27,4059.14,1.93,0.9
textile,12,4083.1,1.91,1.14
plastic,11,4628.75,2.14,1.85
battery,29,2578.69,6.0,4.32
metal,5,4505.59,1.94,1.44
plastic,3,3552.98,3.21,1.87
metal,5,3906.66,3.42,2.67
paper,8,4554.54,1.7,1.78
metal,33,4834.77,1.49,1.03
plastic,15,4373.44,1.61,0.59
metal,17,4501.44,0.86,0.45
textile,16,4830.53,0.62,0.26
paper,22,4122.87,3.11,2.81
metal,6,4538.9,2.59,1.65
metal,21,3950.91,1.96,1.17
textile,12,4556.94,1.84,1.37
metal,8,3589.43,3.14,2.68
paper,27,4137.32,2.61,1.62
textile,30,4331.71,1.76,1.05
textile,3,3852.18,3.52,2.05
paper,19,4496.09,1.85,1.73
metal,11,4646.93,1.38,1.54
battery,24,2475.68,7.7,5.36
metal,23,3368.74,3.74,2.87
textile,23,3879.68,3.73,2.8
metal,15,4412.63,2.4,2.24
textile,9,3906.36,2.39,1.44
plastic,24,3159.94,4.53,3.78
battery,6,2021.39,7.76,6.44
metal,22,3196.63,3.59,1.86
textile,17,3776.89,1.47,0.69
battery,1,2615.48,5.8,4.25
battery,4,2249.62,8.05,6.7
plastic,7,3297.27,4.07,2.83
paper,10,3826.04,2.37,1.78
plastic,17,4076.36,2.0,1.42
textile,7,4836.94,0.92,0.37
textile,29,4148.14,2.52,1.61
paper,24,4671.49,2.74,2.66
paper,12,4291.27,1.6,1.56
battery,18,2932.04,5.98,5.19
plastic,3,4119.7,3.28,2.86
textile,7,4062.27,3.05,2.69
metal,35,4935.18,1.41,1.27
battery,9,2571.13,6.73,5.18
textile,20,3679.07,2.29,1.49
textile,19,4528.84,2.45,3.02
paper,17,4582.68,1.11,0.94
textile,27,4304.23,2.06,1.49
metal,32,4094.04,1.11,1.13
plastic,5,3791.77,4.06,2.99
plastic,30,4288.17,2.44,1.57
battery,7,2480.2,6.34,4.79
metal,8,4037.31,2.34,1.88
plastic,3,3038.6,4.07,3.06
textile,10,4717.78,1.77,1.41
plastic,16,4314.56,2.68,1.62
textile,22,4180.45,2.72,2.37
battery,15,2764.15,5.84,4.52
plastic,17,3896.66,2.53,1.92
paper,7,3871.67,3.18,2.83
textile,6,3899.45,2.07,2.32
metal,14,4465.53,1.35,0.98
textile,28,3877.06,2.42,1.33
paper,13,3766.64,1.22,0.87
battery,33,3467.18,5.76,4.42
textile,16,3939.3,1.82,1.04
textile,12,4673.28,1.73,1.42
plastic,26,3785.85,3.42,2.48
battery,12,2880.92,6.15,5.05
paper,16,4087.35,1.02,1.22
plastic,16,3949.17,2.3,2.0
paper,17,4739.6,1.38,0.94
textile,21,3945.8,2.67,1.49
paper,34,4449.3,1.39,0.91
paper,23,3673.33,2.95,2.52
textile,14,4284.55,1.19,0.55
textile,4,3417.19,3.02,2.5
metal,26,4350.16,1.27,0.75
paper,11,4567.99,1.93,0.98
textile,18,4089.71,2.08,2.65
metal,24,3353.22,4.4,3.06
textile,5,4129.18,3.16,1.62
battery,2,2518.37,7.13,5.31
metal,22,3825.84,3.48,2.8
paper,24,4501.72,2.18,0.88
plastic,35,4014.32,2.53,1.09
textile,6,4070.56,2.24,1.08
textile,14,4969.66,0.44,0.26
battery,4,2396.7,7.69,5.89
battery,34,2925.29,5.64,4.23
textile,21,4179.23,2.7,1.96
battery,16,3397.4,5.7,4.75
plastic,27,4412.42,2.78,1.96
textile,8,4102.87,2.76,2.07
plastic,3,3052.46,4.3,2.81
textile,35,4604.74,1.18,0.81
plastic,16,4375.0,2.36,2.2
paper,34,4681.2,0.0,0.0
metal,19,4223.48,1.49,1.15
battery,15,2671.05,5.29,3.85
paper,13,4628.35,1.29,0.63
paper,34,4495.45,0.87,0.62
plastic,2,4126.79,4.29,3.2
plastic,18,3269.13,3.8,3.28
paper,9,4357.35,1.35,0.59
metal,23,4171.46,2.52,1.91
plastic,20,3692.62,3.01,1.45
plastic,17,3606.42,2.49,2.05
battery,14,2578.8,5.9,4.55
textile,28,4332.98,2.18,1.87
textile,2,4356.55,2.78,2.33
paper,4,4524.54,2.31,1.9
metal,13,4467.82,1.47,1.76
paper,27,4433.98,1.74,1.36
textile,18,4018.72,1.67,0.0
paper,21,4168.79,1.74,0.76
battery,17,2625.73,5.86,4.58
battery,22,1801.08,7.59,5.31
plastic,2,3935.62,2.33,1.8
metal,11,4701.99,2.06,1.86
battery,10,2642.41,5.53,4.12
battery,31,2219.84,6.84,5.0
textile,1,4255.4,2.8,1.85
battery,35,3266.45,5.36,3.87
textile,8,4374.03,2.19,1.67
plastic,8,3458.85,3.31,2.49
textile,15,4709.55,1.62,1.23
plastic,1,3926.16,3.15,1.67
textile,8,4495.28,2.42,1.96
battery,18,2504.39,6.89,5.15
paper,29,4776.8,0.7,0.56
plastic,20,3386.48,4.26,3.3
plastic,2,4171.23,3.09,2.28
paper,9,4345.71,1.9,1.35
battery,17,3074.28,6.5,5.05
paper,35,4498.37,1.3,0.78
paper,27,4078.17,2.59,2.87
metal,21,3845.97,2.47,1.08
metal,15,4264.39,1.85,1.07
paper,30,4264.99,1.71,1.35
battery,13,3670.84,4.64,3.69
plastic,28,3673.73,3.39,2.28
battery,24,2105.36,7.07,5.39
plastic,18,3810.66,2.51,2.61
metal,9,4099.73,2.44,2.46
textile,33,5069.02,0.0,0.0
plastic,14,4189.64,1.69,0.69
paper,21,4396.81,2.42,1.21
textile,24,3970.61,2.86,1.86
metal,30,4753.41,0.66,0.69
paper,34,4823.08,0.89,0.67
paper,1,4030.24,2.2,1.78
plastic,25,3706.23,3.48,2.96
battery,35,3293.5,5.87,4.23
paper,16,5252.54,0.37,0.28
paper,3,4369.9,3.3,2.96
metal,29,4058.63,2.13,1.28
battery,21,2030.7,8.11,5.76
paper,32,4140.77,1.04,0.73
paper,34,4400.91,1.74,1.98
plastic,34,3950.6,2.66,1.77
plastic,20,3529.3,3.41,2.32
textile,2,4161.37,2.08,1.78
battery,10,2746.54,7.38,5.27
textile,4,4078.97,2.84,2.22
battery,29,2852.81,5.92,4.74
battery,26,2668.47,6.17,5.05
metal,8,3732.29,2.85,1.79
plastic,15,4491.13,1.22,0.86
plastic,13,4164.85,2.05,1.53
battery,33,2410.24,6.5,5.07
battery,26,2271.04,7.63,5.69
battery,19,3108.17,6.13,4.28
plastic,8,3869.35,3.38,2.77
metal,18,4374.35,1.45,0.64
metal,22,3670.93,3.06,2.75
paper,9,3854.18,1.38,1.77
plastic,26,3844.96,3.74,2.46
plastic,1,3162.03,3.63,2.58
paper,15,4784.74,1.29,1.11
battery,21,2096.64,7.88,5.62
textile,30,4504.64,1.53,0.91
paper,21,4102.74,2.34,1.39
paper,11,3669.62,2.85,1.67
textile,23,4207.06,2.24,2.01
battery,23,3222.28,6.38,4.99
paper,27,4718.32,1.48,1.12
plastic,9,4568.4,3.49,3.22
textile,22,4055.17,3.75,2.62
paper,21,3814.8,3.06,1.62
paper,6,4405.29,2.74,2.05
plastic,17,3780.49,2.55,1.63
paper,35,5263.88,1.18,1.11
metal,8,4142.11,1.97,1.24
plastic,13,4111.6,2.34,1.95
textile,19,4181.9,2.01,1.14
battery,28,2562.52,6.98,5.05
metal,8,4212.12,1.92,1.47
metal,17,4859.02,1.47,1.15
textile,16,4415.08,0.46,0.0
paper,27,4223.59,2.89,2.05
plastic,8,4058.7,2.86,1.47
metal,22,4304.95,2.98,2.49
paper,15,3973.55,0.96,1.38
metal,26,4163.66,3.18,3.13
battery,9,2275.32,6.7,5.34
plastic,22,3573.22,3.55,2.84
paper,7,3930.5,2.89,2.18
textile,22,4066.05,2.2,1.46
paper,2,3982.95,3.04,2.36
paper,32,4271.56,1.93,0.99
metal,3,4143.96,2.61,1.61
metal,35,4811.46,0.82,0.0
metal,25,3644.3,3.11,2.09
metal,14,4681.62,0.67,0.41
battery,1,2703.79,6.95,4.77
plastic,16,4338.05,2.4,1.17
battery,13,2801.15,6.22,5.28
battery,17,2881.52,5.69,3.98
textile,19,4174.9,2.41,1.28
metal,10,4246.7,2.8,2.27
textile,19,4834.76,1.56,0.78
textile,19,3754.22,2.45,2.46
paper,35,4892.86,1.2,0.57
textile,31,4019.99,1.12,0.41
metal,9,4840.82,1.44,0.83
textile,5,4139.58,3.5,2.86
paper,5,4053.56,2.47,1.56
battery,10,2801.78,7.16,5.52
paper,5,3945.88,2.06,1.0
battery,22,2720.95,6.86,5.53
metal,34,4383.43,1.54,0.74
paper,9,4817.86,2.17,1.66
textile,15,4030.62,1.63,0.93
plastic,7,3880.17,3.88,3.37
plastic,32,4175.11,2.01,1.79
paper,16,4484.81,1.65,0.3
textile,11,4272.09,1.51,1.49
battery,5,2626.09,7.14,5.52
metal,17,4391.89,2.03,1.22
metal,28,4511.97,1.84,1.61
metal,18,4978.55,1.14,1.58
paper,34,4843.82,0.92,1.44
paper,18,4713.98,0.65,0.2
paper,24,3857.02,3.72,2.29
textile,30,4629.92,1.8,1.54
paper,33,4080.87,0.97,0.97
metal,23,3761.53,3.52,3.22
paper,5,3573.63,3.21,2.3
paper,8,4057.18,1.82,1.02
battery,18,3559.08,5.96,4.46
paper,35,4396.22,1.08,0.47
paper,3,3686.94,3.16,1.84
textile,6,4047.0,2.77,2.0
plastic,11,3921.23,2.86,2.27
paper,28,4912.89,1.26,0.81
metal,18,3953.65,2.45,1.39
metal,28,4208.3,1.88,0.92
battery,19,2986.04,6.38,4.37
plastic,21,3474.0,4.08,3.41
paper,31,4757.55,1.78,1.76
paper,7,4172.78,2.9,2.09
textile,19,4521.83,2.15,1.65
battery,31,2517.79,6.13,4.65
battery,3,2243.7,7.59,5.39
textile,29,4745.77,0.59,0.71
metal,23,4124.43,1.52,0.68
plastic,33,4739.75,2.11,1.35
textile,28,3717.52,2.48,1.55
battery,34,2472.25,5.58,4.03
textile,1,4439.71,2.03,1.82
plastic,5,3785.21,4.4,2.63
textile,34,4708.2,1.54,1.2
battery,32,3515.58,4.5,3.34
metal,26,3733.72,3.39,2.55
textile,27,4303.25,2.26,0.53
textile,23,3414.48,2.35,1.62
plastic,7,3547.27,3.84,2.06
battery,24,2386.72,7.93,6.2
plastic,31,4142.53,2.02,1.64
battery,11,3308.27,5.08,4.31
metal,33,4389.84,1.69,1.08
plastic,13,4710.73,1.88,1.99
battery,21,2810.48,6.51,5.21
plastic,1,4111.86,3.34,2.92
battery,3,2187.85,7.22,4.56
metal,31,5213.15,0.61,0.31
paper,30,4332.75,1.59,2.01
paper,22,4055.52,3.18,2.58
metal,19,4252.09,1.7,1.63
battery,15,2662.03,5.8,3.88
paper,3,3638.85,3.25,2.89
plastic,21,3508.3,3.74,3.54
paper,10,5195.97,1.19,1.43
textile,31,4462.59,0.72,0.34
plastic,26,3958.74,3.2,2.14
plastic,4,3867.08,3.5,2.92
battery,5,2678.39,7.24,5.42
paper,28,3534.39,2.85,2.28
battery,25,2218.59,7.51,5.96
plastic,17,3984.56,2.37,1.71
textile,26,4578.57,2.86,2.12
metal,8,3811.88,3.15,2.01
battery,3,2374.67,7.47,5.4
battery,22,2640.6,6.48,5.05
paper,19,3999.67,1.88,1.69
battery,21,2336.25,6.51,5.04
plastic,17,4051.92,2.46,2.12
textile,1,3863.94,2.87,1.98
plastic,19,3611.6,3.0,3.07
paper,27,3536.73,2.96,2.26
textile,16,4111.6,1.7,1.34
battery,35,2906.88,6.32,4.42
battery,20,2524.96,7.31,5.81
metal,20,3713.03,2.01,1.78
textile,2,4300.47,3.44,2.74
textile,9,3930.24,2.33,1.61
paper,2,4589.78,1.91,1.96
paper,25,4106.59,2.7,2.04
metal,27,4031.87,1.92,2.34
textile,27,4304.24,2.48,1.27
textile,34,4383.19,1.27,0.21
battery,17,3017.65,5.82,4.5
plastic,28,3276.08,3.37,2.78
battery,18,3187.42,6.08,4.09
paper,11,4676.12,1.32,0.93
battery,12,2947.53,5.61,4.09
plastic,4,3632.6,4.48,2.74
paper,23,4310.61,3.25,2.28
battery,22,2198.09,8.11,5.74
plastic,26,3216.15,3.88,2.87
paper,12,4440.2,0.89,0.42
battery,29,2804.83,6.62,4.35
metal,18,4164.9,1.24,0.5
plastic,31,4778.53,1.44,1.07
paper,23,4146.44,3.09,2.75
paper,8,4469.41,2.36,1.89
textile,9,3293.44,2.72,2.1
metal,4,4144.56,2.67,2.31
battery,12,3241.62,6.62,5.07
metal,33,4850.12,1.02,0.59
plastic,4,3113.49,4.51,3.96
paper,20,4297.4,2.22,1.71
metal,20,3998.81,2.56,1.65
battery,17,2685.42,6.56,4.84
battery,15,2838.02,5.99,4.59
plastic,14,4061.42,1.92,1.67
plastic,28,3682.05,2.95,1.57
paper,31,4957.03,0.7,1.22
paper,17,4324.72,1.13,1.3
paper,17,5228.99,0.62,1.29
paper,35,3959.65,1.99,1.81
textile,20,4036.29,2.73,1.78
battery,10,3166.16,5.48,4.07
battery,33,2796.91,5.45,4.15
metal,33,5271.63,0.0,0.0
battery,2,2722.06,7.02,4.8
battery,7,2667.05,7.04,4.98
plastic,23,3366.55,4.04,2.86
plastic,17,4420.16,2.57,1.8
paper,20,4677.77,1.97,1.1
metal,12,3926.97,1.19,0.32
textile,19,4142.88,2.91,2.13
plastic,15,3871.05,2.65,1.53
paper,8,3961.06,1.89,1.1
paper,29,4755.59,1.58,0.5
textile,31,4689.36,0.79,0.97
battery,29,3006.79,5.9,4.66
battery,28,2769.92,6.37,5.3
metal,14,4696.12,0.61,1.25
textile,22,3916.15,2.24,1.79
metal,30,4619.89,1.63,0.76
plastic,34,4268.2,2.37,2.0
battery,30,3126.8,6.04,4.44
metal,25,4024.61,2.27,1.62
metal,32,4600.24,1.28,0.51
plastic,24,3919.09,2.92,2.48
metal,16,4794.17,1.12,0.98
plastic,12,4259.09,2.76,2.08
battery,24,2126.61,8.15,6.0
metal,25,3252.37,3.41,2.66
plastic,10,4262.78,3.25,2.36
paper,31,4662.72,1.52,1.53
paper,17,4562.31,0.48,0.19
plastic,17,3870.91,1.7,0.53
textile,2,3843.86,3.16,2.46
paper,21,4275.33,2.63,2.0
paper,26,4243.48,2.62,1.3
paper,24,4051.66,2.92,2.01
paper,23,4308.38,1.96,1.03
metal,23,3591.69,3.17,2.91
paper,35,4973.22,0.38,0.0
battery,13,3127.38,5.21,3.48
paper,12,5247.96,1.66,1.15
metal,27,4365.44,2.13,1.72
paper,21,3375.83,2.37,1.25
paper,13,4746.96,1.82,0.96
battery,19,2024.26,7.07,5.62
paper,1,4309.08,2.5,1.84
textile,1,4477.15,2.08,1.61
metal,6,4182.55,2.92,2.33
plastic,16,4453.55,2.64,2.38
battery,15,3239.12,5.55,4.06
paper,26,3611.24,2.85,1.92
textile,9,4425.97,1.88,1.77
paper,9,4418.93,2.58,1.9
battery,2,2259.23,6.98,5.05
textile,4,4418.99,2.42,2.83
battery,29,2952.29,6.76,4.91
paper,8,3705.73,3.23,2.67
plastic,21,4093.34,3.85,2.83
battery,23,2686.23,7.05,5.08
metal,7,3857.75,2.97,2.47
metal,18,4526.19,1.41,1.39
metal,7,3935.98,3.42,2.58
plastic,20,4003.56,3.29,1.59
textile,15,5112.83,0.83,1.18
plastic,1,3795.48,3.48,2.54
metal,20,3644.28,1.63,1.02
paper,1,4090.8,2.31,1.96
metal,17,4232.08,1.6,1.2
battery,9,2623.51,6.54,4.73
paper,1,4913.37,1.29,0.81
plastic,9,3495.39,3.22,2.01
battery,4,2523.57,7.63,6.4
battery,19,2792.33,6.21,5.26
textile,30,4223.08,2.0,1.74
metal,18,4438.44,1.89,1.56
textile,25,4550.03,2.71,2.38
metal,35,4874.55,1.0,0.99
textile,27,3890.99,2.68,1.67
metal,22,3774.78,2.78,1.85
textile,20,4556.34,2.12,1.74
textile,22,4327.81,2.01,1.41
metal,3,4191.79,3.07,2.31
metal,12,4162.98,1.55,0.92
textile,24,4748.42,1.87,1.0
plastic,2,3273.51,4.66,3.87
battery,11,2832.84,5.02,3.99
paper,27,3897.84,2.94,1.86
paper,23,3930.35,2.58,1.78
plastic,28,3600.79,3.46,2.69
textile,1,4618.43,2.41,1.76
metal,5,3731.88,3.37,2.62
plastic,22,3925.92,3.6,2.55
plastic,23,3396.16,4.28,3.36
metal,16,4676.23,0.84,0.8
battery,22,2152.95,8.16,5.33
plastic,15,3911.54,2.52,1.58
metal,32,4814.91,1.39,0.88
battery,14,3239.33,5.26,4.03
plastic,10,3875.0,2.79,1.79
metal,3,4006.14,3.46,2.62
battery,33,2364.8,6.33,4.89
battery,2,2469.09,7.01,5.27
battery,18,3432.63,6.19,5.0
metal,22,3750.11,3.36,2.6
plastic,13,4646.13,1.4,1.64
plastic,24,3517.44,3.89,3.33
metal,9,4283.66,3.13,2.6
metal,35,4914.69,0.62,0.54
paper,26,3783.81,2.61,2.65
paper,18,4113.95,2.13,1.28
textile,1,4060.34,2.84,2.28
plastic,10,3732.47,3.51,2.9
battery,6,2173.84,7.78,5.96
metal,35,4068.69,1.43,0.52
metal,22,3650.37,3.05,1.91
plastic,28,4136.1,2.67,2.12
metal,12,4081.52,1.78,1.54
plastic,3,3709.27,3.74,2.63
textile,7,4442.21,1.94,1.12
battery,8,2382.06,6.87,5.0
plastic,7,3420.26,3.2,2.51
textile,13,4802.34,0.21,0.63
plastic,26,3892.67,2.9,1.67
metal,1,4074.56,2.17,1.68
metal,3,4135.37,3.33,2.92
plastic,23,3453.06,4.39,3.29
textile,29,4516.27,2.01,1.88
metal,3,3827.58,3.41,2.12
metal,26,3974.14,2.68,1.73
plastic,6,3221.67,3.88,2.88
paper,17,4119.89,2.17,2.02
textile,25,3792.45,2.62,2.61
textile,17,4006.79,2.13,1.75
textile,6,3728.29,3.01,1.79
textile,30,4509.65,1.76,1.84
paper,23,4388.36,2.33,2.39
textile,12,4816.79,1.03,1.24
metal,26,4076.21,2.73,2.27
battery,2,1982.38,7.19,5.13
paper,10,4825.62,1.48,1.46
metal,32,4176.25,0.92,0.61
metal,15,4124.44,2.31,1.64
battery,30,3415.95,5.56,3.57
paper,34,4908.2,0.89,1.39
metal,8,4321.18,2.05,1.58
textile,16,4235.01,0.99,0.72
textile,2,3961.51,2.84,2.02
battery,23,2370.28,7.53,5.35
metal,19,4462.54,1.9,1.05
textile,23,3360.39,3.62,3.26
battery,28,2795.89,6.52,4.29
metal,7,4458.91,1.48,1.7
metal,30,4033.67,1.41,0.89
paper,9,4539.82,1.6,1.02
textile,27,3934.58,2.94,1.98
textile,4,3800.45,3.21,2.5
metal,15,3412.6,1.95,1.17
plastic,28,4447.13,2.94,2.37
plastic,10,4027.21,2.89,2.23
textile,12,4856.06,0.69,0.0
textile,17,3724.95,1.52,1.46
metal,15,4789.58,0.91,1.25
textile,29,3974.65,1.95,1.37
textile,33,3740.16,1.94,1.92
metal,21,4107.39,2.69,2.4
paper,15,4587.71,1.14,0.42
paper,4,4077.12,2.52,1.97
plastic,26,3580.68,4.3,3.19
paper,2,4129.09,2.35,2.34
paper,32,5234.58,0.05,0.13
battery,29,3036.73,6.06,4.28
battery,7,2397.38,6.84,5.19
paper,23,4456.35,2.43,2.29
textile,31,4019.58,1.82,0.9
metal,22,4067.01,2.56,1.91
paper,16,4453.87,1.22,1.41
textile,5,4003.19,3.01,1.44
metal,34,4431.93,1.83,1.53
paper,5,3513.84,3.22,3.01
battery,24,2393.46,6.78,4.71
battery,14,3415.15,4.81,3.97
plastic,14,5007.6,1.45,1.1
textile,30,4378.9,1.33,0.79
plastic,10,4772.89,1.81,0.86
textile,15,5038.44,0.83,1.24
paper,32,4252.05,0.71,0.28
textile,24,4017.1,3.48,1.59
textile,20,4754.43,2.69,2.44
battery,27,2754.32,7.62,5.89
textile,23,3928.58,3.31,3.01
metal,5,4225.9,2.73,2.85
battery,32,3671.14,4.69,3.54
battery,26,2624.72,6.93,5.3
paper,3,3782.76,2.94,2.35
textile,29,4136.45,2.73,2.39
textile,26,4779.64,2.64,1.9
paper,33,4901.56,0.12,0.0
paper,4,4384.67,2.87,2.5
paper,27,3849.01,2.53,1.51
metal,29,4182.71,2.41,2.21
paper,26,4527.25,2.79,2.29
paper,9,3661.55,3.38,2.45
metal,32,4725.23,0.84,0.34
paper,30,4333.29,1.63,1.62
plastic,2,3686.16,3.12,2.14
plastic,13,4386.78,1.48,1.37
metal,32,4859.49,0.56,0.5
plastic,31,4032.57,2.93,2.46
textile,32,5119.9,0.3,0.25
textile,29,4410.92,1.42,0.83
metal,12,4324.6,1.3,1.16
textile,35,5117.34,0.92,0.73
paper,22,3931.6,2.13,1.78
paper,22,4497.94,2.92,2.43
plastic,15,4212.93,2.46,1.74
