CO2,NOx,SOx,PM2.5,timestamp,facility,sensor
251.22,31.24,23.28,23.63,2026-07-19T14:40:00,Tiruppur Textiles,SEN-100
287.19,27.04,4.43,64.53,2026-07-19T14:50:00,Coimbatore E-Hub,SEN-101
297.51,39.9,8.93,18.76,2026-07-19T15:00:00,EcoFibre Ltd,SEN-102
332.91,33.95,2.58,41.39,2026-07-19T15:10:00,Tiruppur Textiles,SEN-103
320.47,20.94,24.49,37.92,2026-07-19T15:20:00,EcoFibre Ltd,SEN-104
209.8,7.61,21.77,57.77,2026-07-19T15:30:00,Coimbatore E-Hub,SEN-100
353.89,44.12,21.09,46.25,2026-07-19T15:40:00,Coimbatore E-Hub,SEN-101
407.67,40.83,23.99,58.38,2026-07-19T15:50:00,Salem Scrap Yard,SEN-102
265.66,42.72,22.47,38.8,2026-07-19T16:00:00,Coimbatore E-Hub,SEN-103
286.68,19.53,16.48,47.06,2026-07-19T16:10:00,Tiruppur Textiles,SEN-104
217.6,43.97,10.98,60.03,2026-07-19T16:20:00,Salem Scrap Yard,SEN-100
392.78,42.61,5.23,13.91,2026-07-19T16:30:00,Tiruppur Textiles,SEN-101
335.49,10.24,9.89,47.17,2026-07-19T16:40:00,EcoFibre Ltd,SEN-102
300.37,14.57,15.57,34.38,2026-07-19T16:50:00,Coimbatore E-Hub,SEN-103
375.96,13.76,13.46,55.35,2026-07-19T17:00:00,Salem Scrap Yard,SEN-104
233.59,20.74,5.03,37.92,2026-07-19T17:10:00,Tiruppur Textiles,SEN-100
239.07,42.26,12.37,46.84,2026-07-19T17:20:00,Salem Scrap Yard,SEN-101
360.48,22.38,11.61,51.81,2026-07-19T17:30:00,Salem Scrap Yard,SEN-102
416.0,31.62,16.89,23.55,2026-07-19T17:40:00,Salem Scrap Yard,SEN-103
385.98,19.58,24.74,42.66,2026-07-19T17:50:00,Tiruppur Textiles,SEN-104
364.36,33.13,10.16,59.1,2026-07-19T18:00:00,Coimbatore E-Hub,SEN-100
301.21,32.34,15.52,56.33,2026-07-19T18:10:00,Tiruppur Textiles,SEN-101
245.42,11.04,8.66,22.8,2026-07-19T18:20:00,EcoFibre Ltd,SEN-102
274.41,9.96,11.66,20.68,2026-07-19T18:30:00,Tiruppur Textiles,SEN-103
184.3,40.35,6.58,55.23,2026-07-19T18:40:00,Tiruppur Textiles,SEN-104
355.87,6.37,20.83,21.01,2026-07-19T18:50:00,EcoFibre Ltd,SEN-100
432.43,24.76,3.97,57.78,2026-07-19T19:00:00,Tiruppur Textiles,SEN-101
426.16,32.38,12.76,15.11,2026-07-19T19:10:00,Salem Scrap Yard,SEN-102
206.45,18.25,11.11,42.24,2026-07-19T19:20:00,Coimbatore E-Hub,SEN-103
191.17,11.42,3.77,21.28,2026-07-19T19:30:00,Salem Scrap Yard,SEN-104
237.58,26.81,8.38,40.3,2026-07-19T19:40:00,EcoFibre Ltd,SEN-100
313.17,34.58,15.92,31.57,2026-07-19T19:50:00,EcoFibre Ltd,SEN-101
350.93,17.95,13.71,47.06,2026-07-19T20:00:00,Tiruppur Textiles,SEN-102
426.31,26.4,13.76,24.61,2026-07-19T20:10:00,Salem Scrap Yard,SEN-103
218.76,14.99,14.32,42.01,2026-07-19T20:20:00,EcoFibre Ltd,SEN-104
251.33,7.87,23.7,52.53,2026-07-19T20:30:00,EcoFibre Ltd,SEN-100
256.83,14.64,7.12,62.37,2026-07-19T20:40:00,Coimbatore E-Hub,SEN-101
191.27,44.93,3.13,34.26,2026-07-19T20:50:00,Salem Scrap Yard,SEN-102
275.55,6.54,11.98,47.04,2026-07-19T21:00:00,Tiruppur Textiles,SEN-103
364.69,40.56,21.22,43.46,2026-07-19T21:10:00,EcoFibre Ltd,SEN-104
310.94,21.07,23.59,43.4,2026-07-19T21:20:00,Salem Scrap Yard,SEN-100
279.5,18.29,11.46,43.16,2026-07-19T21:30:00,EcoFibre Ltd,SEN-101
376.68,34.16,9.97,58.82,2026-07-19T21:40:00,Coimbatore E-Hub,SEN-102
211.57,32.81,19.05,24.25,2026-07-19T21:50:00,Salem Scrap Yard,SEN-103
303.24,26.84,21.36,19.36,2026-07-19T22:00:00,Coimbatore E-Hub,SEN-104
350.33,39.19,23.6,41.9,2026-07-19T22:10:00,Salem Scrap Yard,SEN-100
314.06,44.89,15.02,12.44,2026-07-19T22:20:00,EcoFibre Ltd,SEN-101
225.32,24.99,19.18,40.95,2026-07-19T22:30:00,EcoFibre Ltd,SEN-102
372.84,26.88,7.9,46.91,2026-07-19T22:40:00,Coimbatore E-Hub,SEN-103
170.27,11.86,24.64,35.77,2026-07-19T22:50:00,Tiruppur Textiles,SEN-104
363.21,38.21,16.61,59.78,2026-07-19T23:00:00,Tiruppur Textiles,SEN-100
399.62,8.35,19.78,15.5,2026-07-19T23:10:00,Salem Scrap Yard,SEN-101
231.42,30.83,7.32,60.4,2026-07-19T23:20:00,Coimbatore E-Hub,SEN-102
162.38,41.75,16.01,54.4,2026-07-19T23:30:00,Coimbatore E-Hub,SEN-103
166.64,40.11,24.39,26.64,2026-07-19T23:40:00,Salem Scrap Yard,SEN-104
342.51,33.68,15.4,17.88,2026-07-19T23:50:00,EcoFibre Ltd,SEN-100
379.79,23.15,16.5,39.68,2026-07-20T00:00:00,Salem Scrap Yard,SEN-101
291.53,34.75,5.22,46.89,2026-07-20T00:10:00,Coimbatore E-Hub,SEN-102
153.86,9.4,10.36,41.91,2026-07-20T00:20:00,Tiruppur Textiles,SEN-103
357.57,6.16,16.21,17.74,2026-07-20T00:30:00,Salem Scrap Yard,SEN-104
300.92,8.09,17.69,29.33,2026-07-20T00:40:00,Salem Scrap Yard,SEN-100
162.97,18.7,3.77,31.61,2026-07-20T00:50:00,Coimbatore E-Hub,SEN-101
410.24,23.96,23.34,21.63,2026-07-20T01:00:00,EcoFibre Ltd,SEN-102
190.57,28.81,9.88,22.43,2026-07-20T01:10:00,Salem Scrap Yard,SEN-103
346.6,24.54,5.15,61.47,2026-07-20T01:20:00,EcoFibre Ltd,SEN-104
350.85,6.07,12.72,13.17,2026-07-20T01:30:00,Tiruppur Textiles,SEN-100
393.63,14.03,14.1,17.04,2026-07-20T01:40:00,EcoFibre Ltd,SEN-101
427.07,89.04,57.35,143.24,2026-07-20T01:50:00,Tiruppur Textiles,SEN-102
426.48,21.71,21.87,16.03,2026-07-20T02:00:00,EcoFibre Ltd,SEN-103
320.71,6.43,13.81,43.52,2026-07-20T02:10:00,Tiruppur Textiles,SEN-104
342.65,43.04,6.76,49.15,2026-07-20T02:20:00,Tiruppur Textiles,SEN-100
445.46,41.45,2.67,52.39,2026-07-20T02:30:00,Tiruppur Textiles,SEN-101
271.09,17.67,23.48,53.45,2026-07-20T02:40:00,Tiruppur Textiles,SEN-102
363.45,21.73,18.08,64.97,2026-07-20T02:50:00,Coimbatore E-Hub,SEN-103
167.89,19.94,3.78,42.82,2026-07-20T03:00:00,EcoFibre Ltd,SEN-104
213.29,25.16,17.65,23.61,2026-07-20T03:10:00,Tiruppur Textiles,SEN-100
440.37,32.26,9.25,50.36,2026-07-20T03:20:00,Tiruppur Textiles,SEN-101
239.58,11.36,3.09,20.78,2026-07-20T03:30:00,Tiruppur Textiles,SEN-102
254.95,44.93,13.1,54.29,2026-07-20T03:40:00,EcoFibre Ltd,SEN-103
364.3,18.07,8.66,38.8,2026-07-20T03:50:00,EcoFibre Ltd,SEN-104
199.86,16.25,13.99,25.24,2026-07-20T04:00:00,Salem Scrap Yard,SEN-100
277.11,25.43,6.92,40.35,2026-07-20T04:10:00,Salem Scrap Yard,SEN-101
318.14,17.91,20.93,53.17,2026-07-20T04:20:00,EcoFibre Ltd,SEN-102
423.86,13.09,14.49,45.03,2026-07-20T04:30:00,Salem Scrap Yard,SEN-103
272.26,14.12,5.62,43.84,2026-07-20T04:40:00,Coimbatore E-Hub,SEN-104
190.2,8.54,22.89,39.45,2026-07-20T04:50:00,Coimbatore E-Hub,SEN-100
234.92,37.24,6.82,26.1,2026-07-20T05:00:00,Tiruppur Textiles,SEN-101
271.96,39.63,23.59,64.6,2026-07-20T05:10:00,EcoFibre Ltd,SEN-102
440.93,12.86,22.81,10.76,2026-07-20T05:20:00,Salem Scrap Yard,SEN-103
206.05,29.79,23.1,35.51,2026-07-20T05:30:00,Coimbatore E-Hub,SEN-104
438.52,44.16,20.24,64.37,2026-07-20T05:40:00,EcoFibre Ltd,SEN-100
313.06,23.95,23.96,18.57,2026-07-20T05:50:00,Coimbatore E-Hub,SEN-101
392.91,43.11,10.34,18.35,2026-07-20T06:00:00,Salem Scrap Yard,SEN-102
209.01,35.31,16.75,60.8,2026-07-20T06:10:00,Tiruppur Textiles,SEN-103
430.73,27.63,4.95,37.44,2026-07-20T06:20:00,Coimbatore E-Hub,SEN-104
289.8,30.47,8.85,20.04,2026-07-20T06:30:00,Tiruppur Textiles,SEN-100
388.55,21.37,11.11,62.48,2026-07-20T06:40:00,Salem Scrap Yard,SEN-101
262.55,24.44,11.36,45.78,2026-07-20T06:50:00,EcoFibre Ltd,SEN-102
238.55,29.61,10.63,31.67,2026-07-20T07:00:00,EcoFibre Ltd,SEN-103
372.63,32.85,22.49,49.4,2026-07-20T07:10:00,EcoFibre Ltd,SEN-104
344.47,20.7,22.57,56.57,2026-07-20T07:20:00,Tiruppur Textiles,SEN-100
420.11,13.74,16.39,31.57,2026-07-20T07:30:00,Salem Scrap Yard,SEN-101
339.83,44.34,22.17,18.82,2026-07-20T07:40:00,Salem Scrap Yard,SEN-102
429.37,39.01,3.56,64.64,2026-07-20T07:50:00,Salem Scrap Yard,SEN-103
684.68,40.4,25.94,121.51,2026-07-20T08:00:00,Coimbatore E-Hub,SEN-104
377.19,28.44,20.0,51.04,2026-07-20T08:10:00,EcoFibre Ltd,SEN-100
415.46,44.24,2.46,40.06,2026-07-20T08:20:00,Coimbatore E-Hub,SEN-101
296.45,7.31,23.56,42.24,2026-07-20T08:30:00,EcoFibre Ltd,SEN-102
247.67,35.62,2.38,33.75,2026-07-20T08:40:00,EcoFibre Ltd,SEN-103
361.77,20.75,8.27,10.19,2026-07-20T08:50:00,Coimbatore E-Hub,SEN-104
156.65,11.68,24.41,44.55,2026-07-20T09:00:00,Salem Scrap Yard,SEN-100
296.59,30.77,23.12,30.97,2026-07-20T09:10:00,EcoFibre Ltd,SEN-101
214.23,30.01,13.8,39.32,2026-07-20T09:20:00,Tiruppur Textiles,SEN-102
190.92,8.3,21.39,10.58,2026-07-20T09:30:00,Salem Scrap Yard,SEN-103
214.29,36.29,5.39,36.05,2026-07-20T09:40:00,EcoFibre Ltd,SEN-104
296.26,6.62,17.09,56.31,2026-07-20T09:50:00,EcoFibre Ltd,SEN-100
215.34,32.73,18.27,60.73,2026-07-20T10:00:00,Coimbatore E-Hub,SEN-101
432.55,31.22,7.32,23.85,2026-07-20T10:10:00,Tiruppur Textiles,SEN-102
339.57,25.89,9.34,17.94,2026-07-20T10:20:00,Tiruppur Textiles,SEN-103
278.25,19.6,20.45,39.12,2026-07-20T10:30:00,Salem Scrap Yard,SEN-104
185.07,24.96,20.27,45.9,2026-07-20T10:40:00,Coimbatore E-Hub,SEN-100
370.16,16.39,9.31,27.05,2026-07-20T10:50:00,EcoFibre Ltd,SEN-101
164.97,27.23,2.48,15.69,2026-07-20T11:00:00,Tiruppur Textiles,SEN-102
270.18,24.31,10.18,27.72,2026-07-20T11:10:00,Coimbatore E-Hub,SEN-103
283.62,8.67,16.24,19.0,2026-07-20T11:20:00,EcoFibre Ltd,SEN-104
409.34,16.42,16.15,63.85,2026-07-20T11:30:00,Salem Scrap Yard,SEN-100
410.25,20.67,10.4,39.85,2026-07-20T11:40:00,Tiruppur Textiles,SEN-101
156.88,39.49,5.63,38.28,2026-07-20T11:50:00,Salem Scrap Yard,SEN-102
352.77,45.08,72.19,149.31,2026-07-20T12:00:00,Salem Scrap Yard,SEN-103
319.86,14.52,24.74,37.55,2026-07-20T12:10:00,Coimbatore E-Hub,SEN-104
219.38,12.59,7.25,60.58,2026-07-20T12:20:00,Coimbatore E-Hub,SEN-100
395.24,19.76,8.76,55.55,2026-07-20T12:30:00,Salem Scrap Yard,SEN-101
259.86,29.44,22.93,53.5,2026-07-20T12:40:00,Coimbatore E-Hub,SEN-102
334.11,7.78,13.7,14.54,2026-07-20T12:50:00,EcoFibre Ltd,SEN-103
266.24,31.9,13.24,14.91,2026-07-20T13:00:00,Salem Scrap Yard,SEN-104
366.79,33.89,20.75,56.95,2026-07-20T13:10:00,Coimbatore E-Hub,SEN-100
425.78,26.61,18.23,29.67,2026-07-20T13:20:00,Coimbatore E-Hub,SEN-101
267.01,37.39,11.37,11.45,2026-07-20T13:30:00,EcoFibre Ltd,SEN-102
416.82,14.39,3.68,42.41,2026-07-20T13:40:00,Coimbatore E-Hub,SEN-103
403.3,35.63,10.72,36.33,2026-07-20T13:50:00,Tiruppur Textiles,SEN-104
181.54,19.25,16.71,11.91,2026-07-20T14:00:00,Salem Scrap Yard,SEN-100
367.59,49.93,38.0,104.4,2026-07-20T14:10:00,Salem Scrap Yard,SEN-101
362.39,7.45,22.8,53.45,2026-07-20T14:20:00,Salem Scrap Yard,SEN-102
362.95,26.1,13.83,14.81,2026-07-20T14:30:00,EcoFibre Ltd,SEN-103
286.9,13.22,6.79,18.34,2026-07-20T14:40:00,Tiruppur Textiles,SEN-104
310.45,28.85,11.56,26.5,2026-07-20T14:50:00,Coimbatore E-Hub,SEN-100
349.73,19.85,23.72,48.8,2026-07-20T15:00:00,Salem Scrap Yard,SEN-101
392.61,24.65,9.06,15.61,2026-07-20T15:10:00,Salem Scrap Yard,SEN-102
382.25,23.82,8.79,50.66,2026-07-20T15:20:00,Tiruppur Textiles,SEN-103
308.17,13.78,20.36,21.75,2026-07-20T15:30:00,Tiruppur Textiles,SEN-104
186.36,12.36,23.95,50.6,2026-07-20T15:40:00,EcoFibre Ltd,SEN-100
321.17,40.13,6.51,19.18,2026-07-20T15:50:00,Coimbatore E-Hub,SEN-101
294.68,6.98,13.49,23.87,2026-07-20T16:00:00,Salem Scrap Yard,SEN-102
211.92,27.04,4.55,25.89,2026-07-20T16:10:00,Tiruppur Textiles,SEN-103
172.72,5.51,16.0,13.6,2026-07-20T16:20:00,Salem Scrap Yard,SEN-104
348.12,9.57,8.69,17.12,2026-07-20T16:30:00,Coimbatore E-Hub,SEN-100
347.01,23.49,20.49,16.18,2026-07-20T16:40:00,Salem Scrap Yard,SEN-101
229.38,13.4,20.03,47.72,2026-07-20T16:50:00,Salem Scrap Yard,SEN-102
446.2,33.7,17.12,41.37,2026-07-20T17:00:00,Coimbatore E-Hub,SEN-103
242.66,26.85,18.16,65.0,2026-07-20T17:10:00,EcoFibre Ltd,SEN-104
232.08,42.07,13.28,56.31,2026-07-20T17:20:00,EcoFibre Ltd,SEN-100
332.62,40.05,22.33,15.97,2026-07-20T17:30:00,Tiruppur Textiles,SEN-101
183.81,24.48,6.47,57.36,2026-07-20T17:40:00,Tiruppur Textiles,SEN-102
178.82,38.38,19.31,35.33,2026-07-20T17:50:00,Salem Scrap Yard,SEN-103
211.35,21.63,14.43,41.75,2026-07-20T18:00:00,Tiruppur Textiles,SEN-104
208.56,10.73,2.6,23.04,2026-07-20T18:10:00,EcoFibre Ltd,SEN-100
209.77,13.06,2.97,63.37,2026-07-20T18:20:00,Coimbatore E-Hub,SEN-101
262.91,17.04,4.52,36.94,2026-07-20T18:30:00,Tiruppur Textiles,SEN-102
412.08,25.68,5.32,44.23,2026-07-20T18:40:00,Salem Scrap Yard,SEN-103
334.91,32.4,6.55,55.06,2026-07-20T18:50:00,EcoFibre Ltd,SEN-104
983.25,42.72,25.15,138.1,2026-07-20T19:00:00,Salem Scrap Yard,SEN-100
152.84,5.15,19.47,51.88,2026-07-20T19:10:00,Salem Scrap Yard,SEN-101
198.11,16.58,16.14,40.23,2026-07-20T19:20:00,Coimbatore E-Hub,SEN-102
309.14,8.33,8.56,38.62,2026-07-20T19:30:00,EcoFibre Ltd,SEN-103
314.59,5.48,13.53,48.36,2026-07-20T19:40:00,Coimbatore E-Hub,SEN-104
158.56,13.44,11.95,33.02,2026-07-20T19:50:00,EcoFibre Ltd,SEN-100
288.45,42.52,7.35,11.91,2026-07-20T20:00:00,Coimbatore E-Hub,SEN-101
150.09,40.29,2.45,51.68,2026-07-20T20:10:00,Salem Scrap Yard,SEN-102
355.72,33.28,7.35,58.44,2026-07-20T20:20:00,EcoFibre Ltd,SEN-103
165.29,24.17,18.63,31.63,2026-07-20T20:30:00,Coimbatore E-Hub,SEN-104
205.17,19.37,10.82,36.12,2026-07-20T20:40:00,EcoFibre Ltd,SEN-100
227.12,35.04,9.81,33.55,2026-07-20T20:50:00,Tiruppur Textiles,SEN-101
312.0,33.2,17.61,43.67,2026-07-20T21:00:00,EcoFibre Ltd,SEN-102
168.18,8.83,2.87,35.12,2026-07-20T21:10:00,Tiruppur Textiles,SEN-103
349.61,43.51,5.52,64.22,2026-07-20T21:20:00,Tiruppur Textiles,SEN-104
185.11,5.64,4.46,26.09,2026-07-20T21:30:00,Coimbatore E-Hub,SEN-100
359.65,40.86,12.31,46.13,2026-07-20T21:40:00,Salem Scrap Yard,SEN-101
225.15,19.84,4.22,22.46,2026-07-20T21:50:00,Salem Scrap Yard,SEN-102
254.09,9.08,7.36,40.93,2026-07-20T22:00:00,Salem Scrap Yard,SEN-103
179.69,32.31,7.82,31.56,2026-07-20T22:10:00,Tiruppur Textiles,SEN-104
247.45,36.56,9.84,24.09,2026-07-20T22:20:00,Salem Scrap Yard,SEN-100
287.56,12.99,20.65,18.65,2026-07-20T22:30:00,EcoFibre Ltd,SEN-101
411.11,32.85,7.63,45.69,2026-07-20T22:40:00,Coimbatore E-Hub,SEN-102
320.62,23.07,12.0,16.16,2026-07-20T22:50:00,Tiruppur Textiles,SEN-103
202.32,17.45,15.41,50.28,2026-07-20T23:00:00,Coimbatore E-Hub,SEN-104
364.61,19.91,17.63,49.21,2026-07-20T23:10:00,Salem Scrap Yard,SEN-100
233.2,13.21,10.38,45.76,2026-07-20T23:20:00,Coimbatore E-Hub,SEN-101
175.1,15.93,8.85,40.84,2026-07-20T23:30:00,Coimbatore E-Hub,SEN-102
200.88,39.51,13.46,23.53,2026-07-20T23:40:00,Tiruppur Textiles,SEN-103
319.66,41.06,13.4,61.78,2026-07-20T23:50:00,Coimbatore E-Hub,SEN-104
215.15,23.5,15.9,28.65,2026-07-21T00:00:00,Salem Scrap Yard,SEN-100
366.58,35.94,5.45,34.43,2026-07-21T00:10:00,Coimbatore E-Hub,SEN-101
272.96,15.09,11.22,17.63,2026-07-21T00:20:00,EcoFibre Ltd,SEN-102
287.54,5.96,13.38,14.65,2026-07-21T00:30:00,Tiruppur Textiles,SEN-103
389.12,8.75,6.19,63.56,2026-07-21T00:40:00,EcoFibre Ltd,SEN-104
412.33,18.67,9.49,11.93,2026-07-21T00:50:00,Tiruppur Textiles,SEN-100
399.09,17.98,11.64,47.54,2026-07-21T01:00:00,Coimbatore E-Hub,SEN-101
217.01,6.33,13.57,27.27,2026-07-21T01:10:00,Tiruppur Textiles,SEN-102
254.58,24.74,11.58,17.32,2026-07-21T01:20:00,Tiruppur Textiles,SEN-103
161.21,25.01,21.65,42.34,2026-07-21T01:30:00,Tiruppur Textiles,SEN-104
278.29,9.98,14.19,30.98,2026-07-21T01:40:00,Salem Scrap Yard,SEN-100
219.83,15.6,7.09,20.77,2026-07-21T01:50:00,EcoFibre Ltd,SEN-101
337.73,14.88,7.6,62.63,2026-07-21T02:00:00,Tiruppur Textiles,SEN-102
386.91,9.19,21.24,32.45,2026-07-21T02:10:00,Tiruppur Textiles,SEN-103
181.77,29.77,16.25,12.08,2026-07-21T02:20:00,Coimbatore E-Hub,SEN-104
277.16,5.59,22.22,18.5,2026-07-21T02:30:00,Salem Scrap Yard,SEN-100
446.71,6.91,8.63,37.15,2026-07-21T02:40:00,Coimbatore E-Hub,SEN-101
271.9,6.26,10.53,19.5,2026-07-21T02:50:00,Tiruppur Textiles,SEN-102
372.67,32.52,9.75,16.15,2026-07-21T03:00:00,Coimbatore E-Hub,SEN-103
313.87,14.5,17.62,37.03,2026-07-21T03:10:00,EcoFibre Ltd,SEN-104
201.93,10.58,8.47,21.22,2026-07-21T03:20:00,Coimbatore E-Hub,SEN-100
377.96,24.38,14.37,13.27,2026-07-21T03:30:00,EcoFibre Ltd,SEN-101
277.79,12.61,7.09,34.37,2026-07-21T03:40:00,Coimbatore E-Hub,SEN-102
651.79,50.62,55.6,140.67,2026-07-21T03:50:00,Tiruppur Textiles,SEN-103
160.31,21.11,23.15,26.12,2026-07-21T04:00:00,Salem Scrap Yard,SEN-104
203.29,11.37,17.12,57.86,2026-07-21T04:10:00,EcoFibre Ltd,SEN-100
373.52,27.69,9.03,22.14,2026-07-21T04:20:00,Tiruppur Textiles,SEN-101
309.59,29.34,11.05,63.07,2026-07-21T04:30:00,Tiruppur Textiles,SEN-102
182.0,30.25,15.07,58.97,2026-07-21T04:40:00,EcoFibre Ltd,SEN-103
151.32,5.01,12.86,11.61,2026-07-21T04:50:00,Salem Scrap Yard,SEN-104
208.46,8.24,20.3,27.85,2026-07-21T05:00:00,Tiruppur Textiles,SEN-100
250.54,20.66,24.77,21.43,2026-07-21T05:10:00,Coimbatore E-Hub,SEN-101
399.75,29.88,2.86,55.1,2026-07-21T05:20:00,Tiruppur Textiles,SEN-102
183.13,22.65,20.61,37.79,2026-07-21T05:30:00,Salem Scrap Yard,SEN-103
199.04,15.23,7.69,62.8,2026-07-21T05:40:00,EcoFibre Ltd,SEN-104
275.35,35.01,14.6,31.0,2026-07-21T05:50:00,Salem Scrap Yard,SEN-100
242.9,6.23,5.45,40.91,2026-07-21T06:00:00,EcoFibre Ltd,SEN-101
257.99,30.57,23.21,18.34,2026-07-21T06:10:00,Tiruppur Textiles,SEN-102
448.76,36.88,9.86,59.53,2026-07-21T06:20:00,Salem Scrap Yard,SEN-103
832.8,47.9,74.77,81.35,2026-07-21T06:30:00,Tiruppur Textiles,SEN-104
262.83,38.6,24.21,33.95,2026-07-21T06:40:00,Tiruppur Textiles,SEN-100
172.2,13.13,4.14,13.47,2026-07-21T06:50:00,EcoFibre Ltd,SEN-101
175.48,29.83,22.29,29.33,2026-07-21T07:00:00,Coimbatore E-Hub,SEN-102
172.92,36.14,3.61,40.62,2026-07-21T07:10:00,Salem Scrap Yard,SEN-103
417.26,44.52,8.65,17.9,2026-07-21T07:20:00,EcoFibre Ltd,SEN-104
343.65,42.85,8.47,42.74,2026-07-21T07:30:00,EcoFibre Ltd,SEN-100
248.18,33.07,12.1,25.83,2026-07-21T07:40:00,Coimbatore E-Hub,SEN-101
892.81,77.05,9.09,95.57,2026-07-21T07:50:00,Coimbatore E-Hub,SEN-102
349.11,22.18,21.52,52.8,2026-07-21T08:00:00,Tiruppur Textiles,SEN-103
269.39,14.2,9.77,64.9,2026-07-21T08:10:00,Coimbatore E-Hub,SEN-104
263.71,42.16,7.74,27.41,2026-07-21T08:20:00,Tiruppur Textiles,SEN-100
353.87,14.45,10.67,37.87,2026-07-21T08:30:00,Tiruppur Textiles,SEN-101
311.04,33.72,6.77,18.75,2026-07-21T08:40:00,Salem Scrap Yard,SEN-102
422.27,7.28,6.73,36.23,2026-07-21T08:50:00,Tiruppur Textiles,SEN-103
194.58,21.91,24.18,32.63,2026-07-21T09:00:00,Coimbatore E-Hub,SEN-104
439.37,24.15,4.39,53.19,2026-07-21T09:10:00,Coimbatore E-Hub,SEN-100
310.66,43.65,5.6,20.25,2026-07-21T09:20:00,Salem Scrap Yard,SEN-101
325.35,22.59,8.95,13.7,2026-07-21T09:30:00,Salem Scrap Yard,SEN-102
695.62,77.24,28.55,45.3,2026-07-21T09:40:00,Salem Scrap Yard,SEN-103
400.27,24.05,24.72,34.18,2026-07-21T09:50:00,Coimbatore E-Hub,SEN-104
240.05,15.69,7.01,55.31,2026-07-21T10:00:00,Tiruppur Textiles,SEN-100
322.61,23.03,14.97,18.66,2026-07-21T10:10:00,Coimbatore E-Hub,SEN-101
160.52,36.67,22.33,47.73,2026-07-21T10:20:00,Salem Scrap Yard,SEN-102
422.86,31.84,16.85,40.77,2026-07-21T10:30:00,EcoFibre Ltd,SEN-103
446.98,32.07,22.72,52.62,2026-07-21T10:40:00,Tiruppur Textiles,SEN-104
339.52,35.59,19.91,52.36,2026-07-21T10:50:00,Coimbatore E-Hub,SEN-100
317.65,12.06,16.04,24.49,2026-07-21T11:00:00,EcoFibre Ltd,SEN-101
251.43,43.71,4.33,37.38,2026-07-21T11:10:00,EcoFibre Ltd,SEN-102
161.84,29.11,4.84,37.77,2026-07-21T11:20:00,Salem Scrap Yard,SEN-103
408.01,19.39,9.47,38.44,2026-07-21T11:30:00,Tiruppur Textiles,SEN-104
435.92,14.69,12.84,61.59,2026-07-21T11:40:00,Tiruppur Textiles,SEN-100
161.44,33.78,8.45,49.3,2026-07-21T11:50:00,EcoFibre Ltd,SEN-101
361.89,30.56,22.22,62.91,2026-07-21T12:00:00,Coimbatore E-Hub,SEN-102
240.83,13.01,14.48,34.21,2026-07-21T12:10:00,Tiruppur Textiles,SEN-103
405.88,17.7,15.76,31.44,2026-07-21T12:20:00,Tiruppur Textiles,SEN-104
220.77,7.07,24.91,50.51,2026-07-21T12:30:00,Tiruppur Textiles,SEN-100
374.65,17.58,16.57,47.87,2026-07-21T12:40:00,Coimbatore E-Hub,SEN-101
206.13,36.29,23.98,41.91,2026-07-21T12:50:00,Salem Scrap Yard,SEN-102
397.59,18.86,15.04,61.27,2026-07-21T13:00:00,EcoFibre Ltd,SEN-103
201.49,13.48,14.24,19.71,2026-07-21T13:10:00,EcoFibre Ltd,SEN-104
422.29,33.61,18.01,42.25,2026-07-21T13:20:00,Salem Scrap Yard,SEN-100
447.84,29.9,2.82,10.95,2026-07-21T13:30:00,EcoFibre Ltd,SEN-101
370.8,35.82,7.32,59.69,2026-07-21T13:40:00,EcoFibre Ltd,SEN-102
422.51,25.11,17.09,32.85,2026-07-21T13:50:00,Tiruppur Textiles,SEN-103
150.05,11.5,22.3,22.25,2026-07-21T14:00:00,Salem Scrap Yard,SEN-104
260.57,21.61,16.46,60.3,2026-07-21T14:10:00,Coimbatore E-Hub,SEN-100
301.66,31.01,9.41,12.26,2026-07-21T14:20:00,Tiruppur Textiles,SEN-101
328.35,40.35,22.95,62.73,2026-07-21T14:30:00,Coimbatore E-Hub,SEN-102
262.06,36.35,12.28,57.53,2026-07-21T14:40:00,EcoFibre Ltd,SEN-103
206.08,30.48,19.17,61.02,2026-07-21T14:50:00,Tiruppur Textiles,SEN-104
240.65,40.57,19.6,30.33,2026-07-21T15:00:00,EcoFibre Ltd,SEN-100
369.53,35.07,19.18,28.98,2026-07-21T15:10:00,Coimbatore E-Hub,SEN-101
374.95,12.1,2.31,32.97,2026-07-21T15:20:00,EcoFibre Ltd,SEN-102
152.85,43.36,13.85,64.07,2026-07-21T15:30:00,Salem Scrap Yard,SEN-103
230.89,8.91,20.25,55.38,2026-07-21T15:40:00,Coimbatore E-Hub,SEN-104
262.4,5.67,10.98,46.0,2026-07-21T15:50:00,Tiruppur Textiles,SEN-100
203.85,5.14,9.59,30.82,2026-07-21T16:00:00,EcoFibre Ltd,SEN-101
176.48,13.08,5.56,36.49,2026-07-21T16:10:00,Tiruppur Textiles,SEN-102
278.7,9.88,12.51,17.33,2026-07-21T16:20:00,Tiruppur Textiles,SEN-103
465.66,16.58,52.39,69.56,2026-07-21T16:30:00,Salem Scrap Yard,SEN-104
191.03,38.8,12.93,18.93,2026-07-21T16:40:00,Coimbatore E-Hub,SEN-100
287.77,43.96,3.05,62.3,2026-07-21T16:50:00,Salem Scrap Yard,SEN-101
