city,population,waste_generation,industry_count,land_price,transport_score,recyclers_count,roi_prediction
Erode,7504656.0,2334.0,1007,12589.4,9.4,4,902.35
Erode,6422745.7,1750.4,554,26757.3,8.4,1,2656.92
Erode,7460991.4,3724.2,889,25661.4,3.7,13,433.59
Tiruppur,6961061.1,5074.9,238,4053.3,3.6,4,1910.17
Coimbatore,1574737.6,2195.7,1125,17949.7,2.6,9,375.46
Coimbatore,7081987.8,6653.5,35,16487.9,2.0,6,1659.64
Coimbatore,4596859.8,3715.3,185,42236.2,9.3,5,1107.91
Erode,1368536.7,5153.0,943,8500.9,8.3,6,1305.98
Coimbatore,1105424.8,14709.7,749,32815.2,4.8,2,11045.37
Erode,5506612.0,5550.0,234,13383.4,3.8,11,757.72
Coimbatore,4881639.7,5929.5,729,23995.2,7.3,5,1788.96
Erode,6762305.6,2828.8,1075,38517.4,4.2,7,612.61
Tiruppur,7674588.9,11227.1,435,16249.9,9.8,6,2814.33
Erode,6081395.8,8073.3,1090,24024.4,8.4,12,1016.7
Coimbatore,1300118.0,9541.2,1172,32839.0,7.7,3,4796.79
Salem,533012.1,204.9,562,33190.1,5.8,5,63.47
Coimbatore,1108132.6,11974.1,1089,30966.2,3.6,6,3003.46
Tiruppur,4585847.1,14812.3,1120,43636.8,5.4,10,2226.21
Tiruppur,5396810.8,9963.6,254,12899.2,8.9,6,2496.02
Coimbatore,2076388.3,13008.2,1131,39463.9,7.9,2,9787.07
Salem,6574073.1,8850.2,239,3318.4,2.4,13,1023.13
Salem,6973905.1,5527.4,1179,13158.0,7.3,11,764.38
Salem,5965703.5,14938.8,461,24602.2,6.6,1,22428.25
Tiruppur,5937551.2,545.2,847,44859.2,4.9,12,69.16
Salem,3219627.1,2091.2,1069,14106.0,1.5,9,357.85
Coimbatore,1054916.6,3208.7,713,15963.0,3.0,12,405.23
Coimbatore,5155331.5,13254.9,632,9570.9,3.4,6,3323.03
Tiruppur,6338512.5,1233.3,924,7375.5,2.3,5,387.12
Tiruppur,7910060.3,4476.3,933,39453.6,6.8,12,562.72
Coimbatore,6633334.1,13060.8,777,18896.3,8.9,3,6554.1
Tiruppur,4203271.2,5981.5,1191,24698.6,6.3,13,697.24
Tiruppur,1763105.8,10023.0,1073,22296.3,8.2,11,1375.07
Chennai,1689061.5,6089.8,74,4627.9,6.9,4,2289.25
Tiruppur,4021660.4,5809.5,776,12726.4,3.8,12,731.66
Tiruppur,5596639.0,3695.3,787,11745.8,7.4,8,703.0
Salem,4526089.1,10825.2,109,20978.8,7.7,3,5411.27
Tiruppur,7306817.8,1042.9,385,6798.7,7.2,7,230.62
Coimbatore,7585317.9,1863.6,640,19691.5,4.1,3,944.81
Coimbatore,590867.8,2169.9,595,44055.5,2.4,11,294.07
Coimbatore,7818739.2,8456.2,869,41853.1,7.4,11,1155.75
Chennai,2766432.7,1194.3,587,25820.8,6.8,7,260.35
Salem,3411357.5,6434.2,798,22478.0,9.9,10,972.08
Coimbatore,5371857.1,945.4,296,13488.9,3.0,13,110.08
Tiruppur,4863952.6,10695.5,643,21380.9,6.1,9,1787.34
Salem,6921121.8,13661.6,89,40001.7,7.2,5,4089.29
Chennai,1423666.1,5855.7,956,29764.5,6.0,9,982.31
Erode,7924592.1,10214.7,1045,25106.3,7.4,12,1283.52
Chennai,5238021.3,11516.8,787,35114.8,3.0,6,2882.39
Salem,7963865.9,1318.8,1040,13331.4,3.1,14,147.6
Tiruppur,4948938.2,8270.7,825,23403.1,4.9,12,1038.23
Coimbatore,5341504.9,2139.6,71,23710.3,9.6,5,640.52
Erode,5130924.4,8707.1,236,24233.1,1.4,1,13040.75
Coimbatore,2317401.7,7178.4,22,37372.9,2.4,7,1529.06
Salem,5896170.9,4347.9,89,14532.6,2.5,14,465.03
Coimbatore,5292167.5,13208.4,902,23543.9,6.4,13,1529.1
Tiruppur,2002702.3,8230.0,233,18110.4,2.5,3,4113.66
Erode,2881000.6,9053.4,680,6166.4,3.1,1,13646.68
Salem,7971815.7,11101.0,571,15718.9,7.7,3,5568.11
Tiruppur,5249953.5,10390.2,946,27769.9,2.7,6,2605.62
Chennai,7668588.1,8787.4,635,39660.3,8.4,2,6597.41
Tiruppur,7491707.7,4220.2,1145,9380.3,2.9,11,585.11
Chennai,1824156.4,9597.9,123,41028.5,7.4,7,2050.45
Erode,4897880.2,9568.2,905,44689.8,6.6,4,3594.14
Chennai,629704.8,4941.4,845,33647.8,7.9,12,621.42
Erode,7275827.7,1639.8,52,41060.4,5.5,2,1201.03
Chennai,5761398.3,5941.4,186,16606.2,6.7,3,2973.64
Coimbatore,1620113.4,5654.9,1144,36253.4,8.8,14,611.07
Chennai,2327457.6,3067.0,1003,20477.1,7.6,2,2343.15
Chennai,7629842.2,11990.9,119,14365.6,9.8,13,1384.92
Chennai,548660.6,10661.3,425,2985.1,3.6,10,1604.12
Tiruppur,7446305.3,1710.0,466,43722.6,4.1,5,507.72
Chennai,5988290.2,11325.4,599,15534.5,9.9,7,2435.93
Coimbatore,6123794.6,2825.7,596,5441.8,7.8,13,331.89
Chennai,7692563.3,7825.8,689,4493.9,6.3,2,5910.23
Salem,2453656.8,12891.8,1010,34244.7,9.5,5,3880.7
Tiruppur,7040400.7,6027.1,1078,4438.8,6.3,8,1145.19
Chennai,3599844.2,6419.4,114,8651.0,5.3,5,1928.39
Coimbatore,7617051.0,1283.8,684,21643.9,2.2,8,244.82
Coimbatore,6009665.3,8389.5,1111,17213.2,6.7,6,2114.08
Coimbatore,2819950.8,9329.2,713,43518.7,3.5,4,3497.61
Coimbatore,3394410.7,10573.7,263,21515.0,8.9,3,5291.7
Erode,1994314.1,7544.3,717,32450.5,8.0,1,11351.25
Coimbatore,3518413.8,14511.8,1070,34888.0,4.6,6,3636.87
Tiruppur,2338226.9,10777.9,50,40371.9,3.2,1,16102.35
Chennai,4529026.1,12719.3,1100,14507.8,7.4,9,2131.78
Erode,2449373.6,4649.2,989,31910.2,7.3,6,1172.42
Erode,3461402.6,3971.3,221,39578.7,3.9,12,492.81
Erode,1013346.9,6823.0,1095,40986.8,4.7,6,1713.07
Tiruppur,1685459.8,520.3,1143,32896.9,2.4,1,837.37
Coimbatore,5327246.0,4210.1,342,8438.2,8.0,8,795.08
Erode,3355687.2,5126.9,888,26994.3,5.7,14,553.23
Salem,3502438.9,1424.5,1125,18253.5,8.3,4,560.5
Chennai,4836903.8,13396.7,237,17220.8,7.5,4,5027.64
Erode,508727.5,5820.2,878,43549.9,5.6,12,729.22
Salem,2766870.5,656.8,626,26967.8,9.6,12,85.62
Chennai,5548349.8,2848.1,781,40116.8,3.7,11,389.37
Salem,3955242.4,1130.2,1047,17867.6,6.3,2,893.2
Tiruppur,2111723.3,1923.6,137,20933.5,6.6,3,960.17
Tiruppur,1336624.3,2830.0,616,15785.3,3.5,12,357.27
Salem,7714869.7,7929.0,1057,6664.7,9.7,4,3004.91
Erode,5257230.6,12159.9,285,19601.7,7.0,12,1521.12
Coimbatore,5099648.0,12243.5,361,20238.5,3.2,8,2296.5
Salem,5386070.7,7846.8,61,4348.7,5.4,9,1309.62
Tiruppur,1475052.2,10472.8,922,42712.0,4.0,8,1966.26
Tiruppur,519151.9,7765.9,373,2010.9,7.9,10,1170.96
Chennai,3883595.3,2500.4,875,41557.2,1.4,14,268.56
Coimbatore,7976112.3,11043.5,756,40522.3,7.7,7,2369.55
Tiruppur,7863255.1,11018.2,316,9092.7,5.7,6,2760.13
Coimbatore,2173362.2,9157.6,462,22051.4,4.9,7,1965.1
Tiruppur,5297765.5,14286.8,55,30084.6,4.9,3,7130.91
Salem,3368327.8,14814.4,1000,35287.8,4.6,6,3711.19
Chennai,3612841.2,3379.7,172,27875.9,10.0,11,460.54
Coimbatore,4424135.1,5323.5,1012,19795.5,6.2,3,2689.54
Coimbatore,3018907.4,2892.7,252,31987.7,7.1,9,480.56
Erode,6610765.1,6462.1,351,17041.8,6.4,9,1079.62
Tiruppur,5360653.3,12973.4,439,13678.8,2.3,1,19484.74
Coimbatore,1219817.7,6055.1,823,35921.4,2.3,4,2275.29
Chennai,5363179.5,4491.4,520,22488.7,6.6,11,615.19
Tiruppur,6957807.0,3392.2,912,16003.7,1.3,13,396.31
Chennai,5040392.1,9321.4,919,21451.1,5.7,11,1277.35
Chennai,1592343.5,13061.9,587,11865.0,2.4,11,1785.12
Coimbatore,7256277.4,10831.7,649,31249.2,6.6,2,8136.54
Tiruppur,6116293.9,9292.8,42,28580.5,4.1,2,6950.29
Tiruppur,4636907.5,14770.0,293,5628.8,4.6,13,1706.85
Chennai,6792602.0,10994.3,449,23130.8,7.5,12,1376.35
Coimbatore,2261440.2,5248.6,878,30543.8,7.1,2,3962.32
Tiruppur,2677404.5,3252.2,1143,8395.9,6.2,6,832.91
Chennai,1071886.7,13827.3,479,27174.4,5.5,14,1482.42
Erode,5975082.4,12061.5,433,43093.2,9.3,7,2583.15
Salem,2243517.8,4605.4,995,38375.1,4.2,7,992.23
Coimbatore,6218942.6,11086.3,24,36529.8,5.3,12,1381.44
Coimbatore,4291558.6,5784.5,703,12978.5,6.7,7,1249.23
Tiruppur,7377375.5,7606.2,800,10628.6,8.1,2,5748.27
Coimbatore,7962865.4,3120.7,578,5243.6,8.5,2,2379.05
Coimbatore,1333608.7,11961.0,704,36749.1,6.5,11,1632.83
Chennai,4050156.3,10292.2,632,43821.4,2.4,3,5140.7
Tiruppur,4085137.3,11279.3,769,20884.2,4.2,9,1885.42
Coimbatore,4455299.7,3762.1,136,26266.7,8.7,4,1408.68
Chennai,5365501.1,10935.8,53,44086.2,2.2,3,5442.81
Coimbatore,3595375.5,14462.5,638,17643.5,7.3,10,2174.79
Chennai,3224926.1,4511.4,1113,17601.3,6.5,3,2288.65
Tiruppur,7666032.4,8837.5,1091,43677.1,7.4,14,950.26
Erode,2607907.8,4451.5,1098,3959.6,9.1,2,3405.55
Tiruppur,5749695.6,12456.0,335,25087.0,8.5,1,18697.07
Chennai,5924674.6,1245.9,647,31528.8,9.2,5,380.5
Salem,4886836.3,380.4,548,24817.0,5.6,3,198.4
Tiruppur,2048320.2,8006.1,271,31448.7,9.6,12,1000.57
Erode,1086542.4,2000.0,1095,4913.6,9.2,4,782.93
Chennai,6788768.9,10890.3,220,27614.8,1.8,12,1359.05
Tiruppur,6915107.5,13612.8,451,37459.2,7.7,14,1458.31
Erode,6547964.7,10005.0,529,24799.5,9.5,1,15044.14
Tiruppur,3907371.1,10474.9,1057,40374.6,2.1,1,15744.45
Chennai,3111492.4,1699.8,748,15420.0,3.4,2,1302.78
Coimbatore,3340635.9,9573.4,1101,14774.8,2.9,3,4816.97
Salem,619592.6,12825.0,943,5929.0,4.9,1,19337.07
Salem,7907869.0,11495.2,944,27413.0,5.9,5,3460.56
Salem,7795324.8,8490.8,301,43701.8,4.1,12,1057.77
Coimbatore,5173799.3,5344.4,411,4957.6,4.3,6,1343.77
Erode,6969419.3,4426.0,731,27198.1,3.5,2,3335.09
Tiruppur,2473626.9,7150.5,1170,5442.7,8.4,13,835.48
Salem,738515.3,13563.1,115,3750.1,5.4,2,10183.77
Erode,7682423.6,12374.2,131,36171.2,9.0,2,9266.82
Tiruppur,3688011.3,13886.8,813,13495.5,1.6,3,6963.35
Coimbatore,1732992.7,4405.6,361,3726.4,2.5,12,553.82
Tiruppur,2353827.3,4032.9,46,7983.7,9.8,14,433.73
Coimbatore,7609706.9,2193.0,980,7168.2,8.8,14,243.14
Tiruppur,7721274.7,9478.6,269,5576.0,6.8,8,1782.18
Salem,7836677.5,7174.1,1082,28690.5,1.7,5,2163.59
Salem,6246323.0,11151.0,1024,11607.4,3.8,12,1401.58
Salem,2277172.7,11209.5,358,43728.0,1.5,6,2794.68
Coimbatore,7530046.7,2648.5,732,12502.3,9.1,3,1350.99
Chennai,5421213.5,11908.1,655,43027.9,8.7,14,1276.56
Erode,556558.2,4590.5,117,28624.9,3.2,1,6851.49
Chennai,1279185.2,679.1,175,38362.7,6.9,10,98.34
Salem,2095086.0,8517.2,281,40230.2,5.0,7,1820.16
Salem,6993305.9,6688.5,968,37303.5,3.7,11,915.26
Tiruppur,3691185.6,1631.1,410,6981.7,3.6,10,248.64
Salem,6106462.4,13079.9,489,30251.0,7.8,4,4908.92
Tiruppur,2878165.9,12835.7,1048,30440.3,3.9,10,1931.12
Salem,2770436.0,12523.2,608,22790.8,8.5,2,9414.91
Chennai,1557685.9,14664.3,380,23920.1,5.7,11,2000.6
Erode,2050861.7,10492.4,640,26543.1,9.2,9,1753.53
Salem,5354068.5,2581.1,49,10763.1,1.3,9,428.83
Coimbatore,4749510.1,532.2,187,25973.5,1.3,12,64.14
Tiruppur,3778090.7,555.8,1102,2454.4,6.2,9,106.74
Erode,2282033.7,3961.9,768,17221.8,6.0,1,6006.09
Tiruppur,6775531.8,10955.2,1176,37313.9,5.9,5,3299.24
Salem,3779575.8,1173.4,317,6430.6,9.1,14,129.35
Salem,6352536.9,11957.7,900,24754.5,9.6,3,6003.61
Erode,5622874.2,14441.5,485,39042.3,9.4,2,10832.79
Tiruppur,2234962.3,5143.2,1109,7935.3,1.3,13,601.12
Salem,3143958.9,1336.8,591,21603.2,1.3,4,506.46
Coimbatore,6715212.1,11240.1,811,20359.6,9.1,9,1881.39
Chennai,3487664.9,1435.3,594,13956.3,1.0,3,729.35
Erode,2171051.3,14915.6,455,22827.8,6.2,12,1866.24
Chennai,2980543.6,8540.6,99,35116.9,3.0,14,911.5
Tiruppur,2054845.0,14100.3,615,26220.4,7.3,13,1629.61
Erode,5907488.2,10557.5,950,6828.0,5.0,12,1327.91
Chennai,5996994.7,3665.7,377,3559.7,9.6,3,1854.21
Salem,7978721.1,9245.9,698,17760.2,3.0,11,1264.89
Salem,5727442.5,4557.6,237,20359.0,1.4,2,3412.05
Tiruppur,1645226.1,2752.3,120,13645.8,4.8,1,4130.15
Chennai,531478.7,2983.1,230,28927.2,7.3,9,496.15
Coimbatore,1977763.1,10267.6,810,15126.4,3.0,3,5154.24
Chennai,3568920.3,14878.4,708,16209.3,5.3,5,4474.9
Tiruppur,3143635.5,6967.5,845,7058.8,4.6,14,752.7
Coimbatore,695416.6,13308.7,1157,26363.9,7.5,1,20052.28
Erode,3361184.7,1653.5,148,24123.6,5.2,4,616.26
Coimbatore,1417593.1,5786.2,735,2715.5,7.8,7,1253.51
Chennai,515052.8,13112.0,982,17253.2,1.3,1,19736.16
Coimbatore,1777487.3,8515.4,637,26437.1,8.2,2,6406.32
Erode,3484083.3,12197.9,416,33334.5,7.9,3,6099.78
Chennai,1764197.5,1947.8,1086,25951.3,5.7,14,214.18
Erode,1659556.5,3256.9,981,12944.2,7.3,12,415.26
Chennai,7140806.4,3647.1,233,6156.6,4.0,6,915.96
Coimbatore,5995551.6,3131.5,700,43684.2,8.3,2,2354.48
Tiruppur,6771011.5,7586.4,797,18631.1,9.1,3,3817.97
Tiruppur,3066297.4,14841.9,483,27229.4,8.6,1,22286.71
Coimbatore,3292026.9,1387.4,579,24176.7,7.7,13,162.89
Tiruppur,2162068.9,5818.9,523,6728.5,3.4,4,2194.77
Salem,4264236.4,9433.8,282,32903.9,5.9,2,7066.93
Coimbatore,2296308.1,7105.8,984,26002.3,3.4,7,1530.99
Coimbatore,5011715.5,11347.2,740,20596.6,7.5,12,1423.33
Coimbatore,2715283.9,965.2,147,17158.7,9.0,6,243.29
Erode,4965874.5,11701.9,538,19780.0,6.1,7,2512.63
Tiruppur,4886150.3,2372.9,841,19262.4,4.5,11,329.15
Chennai,5100697.0,640.6,27,39236.5,9.5,1,918.42
Tiruppur,6396263.2,4191.8,157,10185.1,4.1,5,1259.5
Salem,2480503.5,11290.1,893,2754.5,7.5,5,3409.01
Chennai,5707890.9,3372.1,799,27644.2,4.3,4,1274.43
Tiruppur,4759403.8,7500.7,29,35584.9,7.5,5,2241.8
Salem,1663202.0,4166.3,376,11795.8,8.2,1,6292.4
Erode,4741041.0,3544.1,241,15663.1,2.3,3,1772.28
Salem,836642.6,2594.6,247,29995.2,3.0,12,322.24
Coimbatore,2934232.1,305.5,634,37930.5,6.8,1,469.47
Erode,1383554.1,1554.1,943,33013.9,7.8,6,397.78
Tiruppur,4257476.3,5383.0,182,28766.8,5.3,1,8053.64
Chennai,2998060.1,8830.2,104,23295.5,2.3,6,2202.88
Tiruppur,3346952.3,9651.7,107,11457.9,6.4,14,1034.82
Coimbatore,993325.3,11498.6,701,30886.2,3.6,3,5756.3
Tiruppur,1328257.8,7179.5,795,17011.2,2.5,11,983.94
Tiruppur,1558563.5,5931.4,458,44360.4,4.2,12,739.07
Salem,1530616.2,1169.1,159,43958.9,4.3,7,242.41
Coimbatore,697540.3,14850.9,1141,34552.4,5.9,1,22342.01
Coimbatore,748972.4,1407.6,935,36668.6,7.8,14,154.19
Chennai,7505576.4,8114.1,139,40548.9,2.3,8,1514.02
Coimbatore,6356192.8,10355.7,1067,44247.1,2.4,1,15560.19
Coimbatore,2888722.3,8007.4,172,18822.8,1.6,14,856.87
Coimbatore,1593058.8,3603.8,1116,4899.2,5.2,8,690.71
Chennai,7709734.8,5019.6,1186,10833.2,1.9,14,545.22
Erode,4413889.6,2207.6,623,17480.9,9.0,4,842.57
Erode,1590671.4,8949.1,418,32101.5,2.3,1,13409.42
Tiruppur,2761580.1,6920.3,713,36792.5,1.8,6,1730.75
Salem,1142825.7,2261.7,1103,4338.6,3.4,6,584.35
Tiruppur,5035323.5,7295.8,1043,39856.3,8.6,14,785.61
Tiruppur,5071706.2,10289.7,1055,9428.4,8.7,14,1110.82
Erode,1064432.0,8269.1,648,42472.5,7.7,13,954.64
Chennai,7494627.6,7280.9,1151,32086.5,1.4,4,2744.31
Coimbatore,5713039.6,11922.4,885,43082.7,9.2,9,1990.88
Salem,5842450.1,3680.0,868,40969.4,9.4,9,617.53
Tiruppur,7640761.5,4570.5,227,27877.7,2.2,6,1138.39
Chennai,1166386.1,7460.6,519,36081.4,5.4,1,11189.76
Chennai,4596159.4,6292.4,370,18916.8,7.6,10,946.44
Erode,2387595.5,5457.5,198,24696.2,7.3,10,818.23
Erode,7569846.1,8241.9,455,27888.1,7.0,9,1375.21
Chennai,6379705.9,11757.5,614,40590.9,1.5,1,17621.71
Salem,1435035.9,1361.3,677,3192.2,1.5,8,263.58
Tiruppur,5982768.2,7617.3,118,38257.9,8.7,14,813.68
Erode,2489930.5,9854.3,154,17583.7,6.8,13,1137.34
Tiruppur,6461227.0,3593.9,280,35644.9,7.4,10,537.34
Salem,1371843.1,12608.3,121,38493.6,2.5,8,2357.05
Tiruppur,1598775.1,11819.5,1036,18838.9,1.7,7,2542.99
Salem,4849203.7,9562.2,891,33584.4,5.5,10,1438.43
Tiruppur,5064362.0,12490.8,633,26247.4,9.6,2,9390.23
Erode,5059678.9,14246.6,58,13342.7,7.3,12,1781.22
Salem,3836750.4,2701.2,857,28091.0,4.0,5,819.05
Coimbatore,3891410.8,1543.5,1181,23006.1,8.4,6,402.79
Erode,4419825.7,5305.4,661,38751.0,1.7,12,662.73
Chennai,3106849.3,14923.8,730,12265.8,6.1,2,11227.76
Tiruppur,1943891.5,10699.2,441,41514.2,1.7,2,8007.93
Coimbatore,4181054.4,6831.7,236,44586.5,6.9,5,2041.21
Salem,7086550.1,2445.2,1004,26488.1,1.2,13,286.1
Tiruppur,5842957.3,1909.0,515,26439.5,7.1,3,962.35
Coimbatore,5198774.8,4355.1,717,22364.9,3.3,2,3285.56
Coimbatore,7661622.8,14261.6,903,38675.0,7.3,12,1785.91
Erode,2614687.5,4460.8,1072,39759.0,8.3,6,1124.63
Coimbatore,7990424.4,14305.2,196,29595.1,8.9,12,1787.43
Coimbatore,1340852.4,5839.8,1178,42533.9,4.1,3,2935.59
Erode,7099892.7,1691.9,666,33583.2,8.8,14,183.43
Coimbatore,2667873.0,5399.5,86,35274.5,8.9,8,1008.56
Coimbatore,1213225.0,2226.4,1103,10027.9,8.5,13,266.14
Erode,1741398.0,2334.9,1118,28420.6,5.3,1,3575.96
Chennai,6166829.0,6141.5,426,23891.7,7.4,6,1538.82
Salem,6518020.9,9514.6,884,2992.9,7.0,14,1027.06
Chennai,3159703.2,881.3,858,33258.1,7.5,12,113.96
Salem,6039177.8,4550.0,481,19869.1,2.1,1,6840.52
Chennai,5936528.8,9257.7,988,2494.2,7.9,13,1077.53
Erode,6727442.6,12653.5,547,9337.7,3.8,6,3171.59
Salem,6262069.6,6134.9,814,13116.8,1.9,13,712.64
Chennai,5111879.3,3618.7,420,32845.1,8.5,9,603.78
Chennai,3158462.2,11193.7,1166,26395.6,4.9,10,1687.14
Chennai,2269816.8,4414.9,635,38670.6,2.6,1,6617.52
Erode,4155583.8,12814.5,89,18861.5,7.5,6,3203.2
Chennai,687772.5,6833.9,712,41454.3,3.3,10,1025.07
Chennai,7575705.2,4136.5,725,43172.1,5.1,14,443.49
Coimbatore,1710300.3,10136.6,145,8986.6,1.6,5,3041.39
Chennai,5052090.6,2021.7,591,30009.0,8.3,9,340.09
Tiruppur,4351934.6,9997.7,119,20519.0,2.0,1,14974.59
Chennai,2133219.6,2814.0,835,12061.8,2.7,8,536.21
Erode,4037323.2,6544.0,441,10750.3,6.0,9,1095.5
Erode,4592985.0,5987.4,405,44863.5,8.7,8,1120.31
Chennai,4036522.9,5438.1,619,39762.2,6.7,4,2040.72
Coimbatore,5101360.1,7056.2,43,44852.1,6.0,14,751.41
Tiruppur,3550567.9,8306.2,810,9156.0,3.6,13,964.21
Salem,6441619.3,1118.3,1104,29506.9,4.7,12,145.43
Erode,3466834.4,7254.0,1181,14012.3,7.6,3,3665.86
Coimbatore,3924528.6,510.7,251,14522.9,8.3,1,791.06
Chennai,1723549.1,5136.6,435,24635.8,8.0,14,551.94
Tiruppur,3156655.1,10475.3,235,24839.6,9.5,2,7859.97
Erode,7040828.1,7846.6,1033,28440.6,7.4,8,1480.29
Chennai,1161350.5,5185.5,672,18978.2,4.9,5,1564.9
Tiruppur,3972030.0,2695.3,810,3531.8,3.5,8,516.13
Tiruppur,3695271.2,7849.7,627,39928.3,1.5,9,1306.96
Chennai,4705603.1,9949.9,508,35625.8,2.5,7,2130.45
Tiruppur,6902717.9,11372.9,400,26601.9,2.2,8,2131.72
Chennai,6402197.6,9915.8,962,32531.5,7.6,3,4977.17
Tiruppur,3288507.5,9346.7,185,34557.9,9.0,14,1000.07
Tiruppur,6541800.9,14868.1,384,24853.1,1.6,4,5574.12
Tiruppur,5777142.5,4939.8,136,5293.9,9.7,13,572.81
Salem,3753560.3,5512.8,23,36261.2,8.6,10,822.9
Salem,3723843.1,2393.0,1198,3542.1,2.3,1,3710.45
Chennai,4543176.1,3139.0,52,34315.4,2.6,8,581.79
Coimbatore,1615244.9,10912.7,754,8563.6,2.5,11,1494.19
Erode,5814526.4,687.1,1154,27704.7,4.3,11,100.52
Coimbatore,6060888.3,10509.8,368,33204.7,7.2,2,7880.18
Salem,5342680.0,6155.8,304,25875.2,9.4,1,9245.22
Coimbatore,3065576.0,13974.9,349,19131.3,5.5,11,1907.1
Chennai,4525389.7,556.2,113,39674.0,5.7,1,786.3
Salem,2973708.7,1118.4,981,12647.5,3.5,5,352.49
Chennai,5557186.3,13988.9,1000,35180.6,8.6,11,1913.0
Salem,5496972.7,4118.7,917,12882.6,8.3,6,1045.49
Salem,4192758.0,8374.4,1108,36156.8,4.2,3,4204.96
Erode,6834172.8,10174.9,905,16326.9,9.5,4,3838.38
Erode,4794149.0,7309.9,1098,38097.3,7.7,13,848.11
Chennai,3691487.3,6320.0,413,7919.8,3.2,10,951.67
Chennai,2149978.6,13826.6,927,34301.2,2.8,11,1888.53
Salem,7259065.5,12495.7,726,39353.8,1.6,2,9371.5
Salem,5056088.0,5830.6,704,31140.0,4.0,12,730.65
Tiruppur,7338309.1,12416.5,507,18674.7,3.2,13,1434.55
Erode,1332847.9,14572.4,267,18676.3,8.6,4,5469.5
Tiruppur,4496642.3,725.4,376,15046.3,3.8,13,85.31
Chennai,2003889.4,10724.6,1079,3794.2,4.4,4,4050.68
Erode,1338798.5,4837.3,106,8856.8,5.6,2,3634.1
Chennai,7170585.7,13721.4,783,36691.6,4.3,11,1872.91
Tiruppur,1088887.9,8822.5,188,2036.9,9.8,7,1897.55
Salem,4380074.0,3083.1,272,22096.4,7.5,8,579.24
Tiruppur,3739500.7,6272.5,347,34197.3,8.9,12,783.84
Chennai,3061634.2,4777.8,1128,23340.8,6.6,9,806.2
Salem,5221692.9,9969.8,1066,15126.5,2.8,5,3008.13
Tiruppur,5854186.0,394.2,1056,35533.2,7.0,13,50.04
Erode,6588580.8,11791.9,116,43442.5,9.7,13,1357.42
Salem,4923814.3,2292.1,908,41763.8,2.6,8,431.82
Salem,7364584.8,4290.4,1059,33473.5,1.7,1,6480.5
Coimbatore,7395659.9,1079.7,532,44499.3,6.4,5,321.24
Tiruppur,1830846.1,8569.2,943,41298.7,4.3,10,1288.06
Tiruppur,5979977.2,14610.0,926,26107.6,7.9,13,1691.01
Chennai,5530158.2,6847.1,567,6800.0,5.1,6,1721.96
Erode,3161924.5,3049.3,636,17613.4,2.7,1,4611.87
Erode,2109156.6,7887.8,887,4318.4,6.2,9,1325.93
Chennai,2946122.9,9281.0,346,6269.6,7.3,1,13969.23
Chennai,5535005.2,12509.5,608,33558.8,8.0,7,2683.68
Salem,2211255.0,3049.5,503,33866.7,3.9,4,1142.6
Chennai,5875597.9,4635.5,415,8352.1,3.8,13,537.81
Tiruppur,1906983.1,11701.7,21,14491.6,6.9,3,5849.99
Salem,1399144.0,3331.9,1052,43116.6,7.5,11,458.46
Chennai,2579704.2,10320.6,927,20485.3,7.5,10,1555.88
Erode,2762026.7,1387.3,240,22293.2,3.1,8,258.91
Salem,7624822.1,12925.4,597,8680.9,4.7,5,3889.39
Chennai,5637838.8,10138.7,348,31738.7,3.2,2,7595.28
Coimbatore,7644394.9,4108.8,712,4444.2,2.9,1,6235.57
Chennai,3530049.7,12348.3,576,37631.9,2.2,1,18512.45
Erode,3880162.2,5704.1,520,40860.5,1.7,1,8532.49
Salem,605609.6,9522.6,956,29353.9,2.7,3,4776.76
Chennai,7027457.0,6411.5,940,24988.3,9.0,5,1938.55
Salem,2655349.4,5578.1,1060,15957.9,2.0,12,704.01
Salem,6232154.2,6045.6,492,34620.5,3.9,13,697.08
Chennai,5693341.1,11740.5,816,13049.7,3.8,6,2946.56
Salem,1139302.2,4843.8,223,25614.6,7.7,1,7263.64
Chennai,7997711.2,4609.6,1034,10947.8,4.5,6,1168.6
Erode,5097394.0,7129.1,708,35007.1,5.5,9,1190.43
Erode,6133171.5,11723.0,425,13458.1,3.4,10,1761.2
Chennai,6291697.8,13912.9,1113,31542.0,6.8,13,1610.88
Erode,1668102.0,2095.6,59,29100.3,4.2,9,345.09
Erode,2921283.3,2700.4,417,34400.3,7.4,14,289.25
Tiruppur,941815.0,8765.0,957,7817.9,5.3,3,4415.34
Salem,6732171.3,8916.8,1182,29899.5,1.5,9,1493.21
Chennai,4507733.2,5799.6,1033,10801.8,8.0,3,2936.37
Erode,4244625.5,4817.6,1192,11628.0,5.1,12,611.69
Chennai,2444211.5,4775.2,445,26472.6,4.4,12,597.47
Chennai,1726743.1,1139.6,174,4381.3,1.5,3,574.4
Erode,6809106.1,5319.2,131,38850.5,6.3,11,721.48
Salem,6533972.0,6772.9,1048,37733.3,7.4,6,1702.42
Tiruppur,4784463.7,1460.5,571,40048.9,3.2,3,726.33
Erode,3756948.2,1596.9,1188,7722.7,9.5,2,1265.93
Chennai,509325.8,11531.1,1157,6313.5,4.3,9,1934.96
Erode,3985552.3,12675.0,979,20294.7,2.4,14,1362.72
Coimbatore,2315299.9,10821.8,1118,40717.7,5.5,13,1252.5
