plant,equipment,power_usage,operating_hours,production,season,temperature
Coimbatore Sorting Hub,Compactor Press,850.43,16.1,7884.3,winter,28.6
Chennai Extrusion Center,Compactor Press,904.39,16.6,9952.8,summer,30.2
Coimbatore Sorting Hub,Pelletizer Extruder,1531.48,12.2,1652.8,spring,29.9
Chennai Extrusion Center,Pelletizer Extruder,708.35,4.9,7832.3,winter,29.1
Tiruppur Weaving Plant,Pelletizer Extruder,1932.33,15.0,7513.5,summer,26.6
Coimbatore Sorting Hub,Hydraulic Baler,1131.91,21.5,7983.2,summer,34.1
Salem Compressed Scrap,Shredder Mill,2085.37,23.0,9209.3,summer,35.1
Salem Compressed Scrap,Hydraulic Baler,984.86,19.1,8143.2,monsoon,37.2
Chennai Extrusion Center,Hydraulic Baler,262.65,4.7,4734.4,monsoon,18.9
Tiruppur Weaving Plant,Compactor Press,1156.78,23.8,4617.1,winter,38.8
Coimbatore Sorting Hub,Pelletizer Extruder,1496.09,12.3,1704.5,winter,39.0
Coimbatore Sorting Hub,Compactor Press,1154.87,23.5,5364.7,winter,16.5
Chennai Extrusion Center,Compactor Press,534.97,10.1,2525.6,winter,31.7
Tiruppur Weaving Plant,Shredder Mill,634.57,7.5,1174.8,monsoon,26.5
Tiruppur Weaving Plant,Compactor Press,1035.05,22.4,1839.8,summer,22.5
Salem Compressed Scrap,Compactor Press,1053.16,21.8,6934.6,summer,27.4
Coimbatore Sorting Hub,Shredder Mill,1179.46,13.4,3472.6,winter,22.5
Tiruppur Weaving Plant,Shredder Mill,1356.71,13.9,9108.3,summer,34.6
Coimbatore Sorting Hub,Shredder Mill,573.54,6.1,3906.9,summer,38.5
Chennai Extrusion Center,Shredder Mill,1531.41,15.9,9831.5,spring,22.3
Coimbatore Sorting Hub,Hydraulic Baler,843.37,15.1,8040.7,winter,19.3
Chennai Extrusion Center,Compactor Press,489.87,8.9,4574.8,spring,15.9
Tiruppur Weaving Plant,Compactor Press,488.83,8.6,5965.0,spring,36.4
Tiruppur Weaving Plant,Compactor Press,540.06,11.6,719.1,winter,20.1
Tiruppur Weaving Plant,Hydraulic Baler,400.52,5.6,6306.1,winter,23.0
Coimbatore Sorting Hub,Hydraulic Baler,190.28,2.1,4381.0,winter,24.5
Coimbatore Sorting Hub,Pelletizer Extruder,917.77,7.6,1456.1,winter,17.5
Coimbatore Sorting Hub,Pelletizer Extruder,1598.16,12.2,5230.9,monsoon,30.9
Coimbatore Sorting Hub,Hydraulic Baler,944.63,18.7,8303.3,winter,24.6
Tiruppur Weaving Plant,Pelletizer Extruder,2739.72,22.3,5065.0,summer,18.1
Chennai Extrusion Center,Pelletizer Extruder,2033.66,16.4,2009.2,monsoon,32.4
Tiruppur Weaving Plant,Hydraulic Baler,637.58,12.8,3867.7,summer,26.8
Coimbatore Sorting Hub,Compactor Press,764.29,14.6,7555.7,winter,21.8
Chennai Extrusion Center,Hydraulic Baler,911.93,18.3,5195.2,monsoon,37.1
Tiruppur Weaving Plant,Compactor Press,546.0,10.7,3316.2,summer,35.5
Coimbatore Sorting Hub,Pelletizer Extruder,2651.55,21.9,821.3,winter,39.6
Tiruppur Weaving Plant,Compactor Press,707.17,13.1,9280.3,summer,16.5
Salem Compressed Scrap,Hydraulic Baler,765.45,14.8,5255.1,winter,27.5
Salem Compressed Scrap,Pelletizer Extruder,1613.9,13.4,1777.4,monsoon,37.0
Coimbatore Sorting Hub,Pelletizer Extruder,2575.69,20.7,6548.0,monsoon,33.9
Chennai Extrusion Center,Hydraulic Baler,547.8,10.9,730.1,spring,29.5
Salem Compressed Scrap,Shredder Mill,1136.35,13.0,2853.0,monsoon,32.8
Coimbatore Sorting Hub,Compactor Press,1057.19,22.2,5249.8,winter,15.0
Salem Compressed Scrap,Hydraulic Baler,990.06,20.1,1670.3,monsoon,21.7
Chennai Extrusion Center,Pelletizer Extruder,2794.59,23.2,1683.8,monsoon,25.5
Coimbatore Sorting Hub,Hydraulic Baler,1084.17,21.8,5506.9,summer,33.7
Tiruppur Weaving Plant,Compactor Press,1010.85,20.6,4212.6,summer,20.5
Chennai Extrusion Center,Shredder Mill,416.6,3.7,7720.4,spring,38.3
Chennai Extrusion Center,Compactor Press,973.34,21.5,2157.8,summer,25.2
Chennai Extrusion Center,Pelletizer Extruder,284.04,2.3,3237.5,winter,31.4
Chennai Extrusion Center,Compactor Press,969.94,18.2,9205.0,winter,40.2
Coimbatore Sorting Hub,Compactor Press,833.92,16.9,2444.6,spring,28.9
Chennai Extrusion Center,Hydraulic Baler,622.78,11.9,7619.5,monsoon,23.9
Chennai Extrusion Center,Compactor Press,896.36,17.5,5875.2,spring,21.1
Tiruppur Weaving Plant,Pelletizer Extruder,2927.61,22.8,9743.2,summer,23.6
Chennai Extrusion Center,Shredder Mill,342.84,2.1,9717.2,winter,41.5
Tiruppur Weaving Plant,Shredder Mill,680.29,7.6,2638.7,spring,32.0
Chennai Extrusion Center,Hydraulic Baler,1073.46,21.8,4755.4,winter,41.2
Salem Compressed Scrap,Pelletizer Extruder,2111.88,16.5,3959.6,spring,27.0
Chennai Extrusion Center,Hydraulic Baler,629.54,12.3,4577.1,winter,25.6
Salem Compressed Scrap,Hydraulic Baler,795.19,16.4,2068.8,monsoon,20.8
Coimbatore Sorting Hub,Pelletizer Extruder,2777.11,22.3,6537.1,summer,34.0
Tiruppur Weaving Plant,Shredder Mill,459.54,3.5,9022.8,summer,21.0
Tiruppur Weaving Plant,Shredder Mill,755.76,7.8,6782.8,spring,40.8
Coimbatore Sorting Hub,Pelletizer Extruder,1480.45,11.5,9297.4,spring,27.4
Salem Compressed Scrap,Pelletizer Extruder,1230.48,9.8,774.7,spring,19.8
Chennai Extrusion Center,Pelletizer Extruder,1189.2,9.0,7562.2,winter,19.9
Coimbatore Sorting Hub,Compactor Press,995.92,20.5,1951.9,winter,37.2
Chennai Extrusion Center,Shredder Mill,1907.23,21.7,1928.8,monsoon,41.5
Coimbatore Sorting Hub,Hydraulic Baler,437.58,7.3,6561.5,summer,26.1
Salem Compressed Scrap,Hydraulic Baler,766.57,15.2,3049.1,summer,38.8
Coimbatore Sorting Hub,Shredder Mill,1620.64,17.8,6985.9,winter,15.3
Chennai Extrusion Center,Hydraulic Baler,750.86,14.1,6251.9,summer,29.1
Coimbatore Sorting Hub,Pelletizer Extruder,604.73,4.4,3055.8,monsoon,37.6
Tiruppur Weaving Plant,Hydraulic Baler,269.99,4.2,6908.6,summer,27.3
Tiruppur Weaving Plant,Shredder Mill,543.53,4.7,8120.1,monsoon,21.7
Tiruppur Weaving Plant,Pelletizer Extruder,530.55,3.1,8027.9,monsoon,21.4
Salem Compressed Scrap,Pelletizer Extruder,742.4,6.1,4026.7,monsoon,33.6
Chennai Extrusion Center,Hydraulic Baler,1035.56,21.7,4153.5,winter,42.0
Tiruppur Weaving Plant,Compactor Press,1035.84,19.1,8217.5,monsoon,33.6
Chennai Extrusion Center,Hydraulic Baler,873.62,18.1,8397.7,monsoon,33.5
Chennai Extrusion Center,Pelletizer Extruder,819.75,5.9,3597.0,winter,27.5
Tiruppur Weaving Plant,Compactor Press,1084.15,20.8,8071.7,spring,35.6
Tiruppur Weaving Plant,Compactor Press,1158.06,23.7,4508.7,monsoon,34.4
Chennai Extrusion Center,Pelletizer Extruder,2460.01,19.9,5569.1,summer,38.5
Salem Compressed Scrap,Pelletizer Extruder,1959.31,15.8,2008.4,monsoon,16.1
Tiruppur Weaving Plant,Compactor Press,374.77,6.9,4424.0,summer,28.4
Coimbatore Sorting Hub,Compactor Press,923.3,18.1,3936.9,winter,38.6
Salem Compressed Scrap,Hydraulic Baler,914.5,19.4,2596.6,spring,29.5
Chennai Extrusion Center,Pelletizer Extruder,2999.42,23.9,9962.6,spring,28.8
Tiruppur Weaving Plant,Shredder Mill,1588.99,17.8,1855.5,spring,27.5
Coimbatore Sorting Hub,Pelletizer Extruder,1358.98,9.9,8647.4,monsoon,16.1
Chennai Extrusion Center,Shredder Mill,1578.52,17.0,5475.7,monsoon,39.7
Salem Compressed Scrap,Shredder Mill,324.63,2.7,7641.2,spring,21.3
Salem Compressed Scrap,Pelletizer Extruder,1403.22,11.2,4503.9,monsoon,30.1
Salem Compressed Scrap,Pelletizer Extruder,1399.94,11.0,4456.7,winter,19.4
Tiruppur Weaving Plant,Shredder Mill,1057.97,11.3,8162.2,monsoon,38.6
Coimbatore Sorting Hub,Hydraulic Baler,1035.36,18.3,9967.3,winter,19.6
Tiruppur Weaving Plant,Hydraulic Baler,862.67,16.0,8651.7,summer,37.7
Tiruppur Weaving Plant,Pelletizer Extruder,2337.32,17.9,9972.9,monsoon,31.9
Salem Compressed Scrap,Pelletizer Extruder,2740.91,22.6,2049.7,spring,37.3
Tiruppur Weaving Plant,Shredder Mill,655.71,6.8,3706.7,winter,30.7
Coimbatore Sorting Hub,Compactor Press,542.86,10.5,1312.6,monsoon,40.5
Coimbatore Sorting Hub,Shredder Mill,1243.75,14.0,1218.2,summer,16.7
Salem Compressed Scrap,Pelletizer Extruder,936.59,7.3,5286.3,winter,28.8
Salem Compressed Scrap,Pelletizer Extruder,1878.6,14.7,5100.5,monsoon,15.2
Chennai Extrusion Center,Hydraulic Baler,488.78,11.0,2048.2,spring,30.7
Coimbatore Sorting Hub,Pelletizer Extruder,2916.27,23.9,790.1,spring,37.6
Coimbatore Sorting Hub,Compactor Press,505.93,8.4,9240.5,summer,23.7
Chennai Extrusion Center,Pelletizer Extruder,531.43,3.3,8595.3,summer,38.7
Chennai Extrusion Center,Shredder Mill,298.01,2.3,7990.2,winter,23.4
Salem Compressed Scrap,Hydraulic Baler,816.23,18.3,3643.7,spring,21.7
Tiruppur Weaving Plant,Shredder Mill,1623.14,18.5,1928.5,winter,30.9
Coimbatore Sorting Hub,Hydraulic Baler,1077.22,21.8,5683.6,summer,16.4
Salem Compressed Scrap,Pelletizer Extruder,1235.36,9.0,8684.2,monsoon,36.3
Tiruppur Weaving Plant,Hydraulic Baler,857.26,15.4,9961.1,spring,15.8
Salem Compressed Scrap,Hydraulic Baler,683.96,14.5,2695.2,winter,30.4
Salem Compressed Scrap,Shredder Mill,1718.9,19.1,3079.4,summer,38.7
Salem Compressed Scrap,Compactor Press,282.99,5.8,671.2,winter,24.9
Tiruppur Weaving Plant,Compactor Press,572.13,11.3,3200.1,summer,40.3
Salem Compressed Scrap,Pelletizer Extruder,641.09,4.9,1802.0,spring,28.3
Coimbatore Sorting Hub,Hydraulic Baler,184.4,2.2,4710.9,winter,27.6
Tiruppur Weaving Plant,Hydraulic Baler,723.65,15.2,1810.7,spring,35.9
Chennai Extrusion Center,Shredder Mill,339.47,2.6,7246.0,summer,24.4
Coimbatore Sorting Hub,Compactor Press,547.59,10.5,2291.0,monsoon,40.1
Salem Compressed Scrap,Hydraulic Baler,332.61,6.2,3027.8,summer,36.8
Coimbatore Sorting Hub,Shredder Mill,1544.08,17.0,5950.0,summer,15.7
Salem Compressed Scrap,Hydraulic Baler,251.35,4.0,3695.2,winter,33.4
Coimbatore Sorting Hub,Shredder Mill,1712.07,17.6,8950.8,monsoon,25.8
Tiruppur Weaving Plant,Shredder Mill,559.38,4.2,9767.2,monsoon,15.9
Tiruppur Weaving Plant,Compactor Press,906.25,18.0,9664.3,winter,38.4
Chennai Extrusion Center,Shredder Mill,495.84,4.7,6634.1,spring,18.7
Tiruppur Weaving Plant,Shredder Mill,528.89,5.0,6732.1,spring,40.2
Tiruppur Weaving Plant,Pelletizer Extruder,2463.4,19.9,3490.4,summer,20.6
Coimbatore Sorting Hub,Shredder Mill,1413.02,15.5,9992.8,monsoon,26.7
Coimbatore Sorting Hub,Compactor Press,581.34,10.5,3897.2,summer,27.8
Coimbatore Sorting Hub,Shredder Mill,433.76,4.6,3446.4,summer,42.0
Chennai Extrusion Center,Pelletizer Extruder,2144.68,17.0,6982.9,spring,31.6
Chennai Extrusion Center,Compactor Press,823.3,17.2,2415.4,spring,35.0
Tiruppur Weaving Plant,Shredder Mill,854.95,8.4,9289.0,spring,40.9
Tiruppur Weaving Plant,Pelletizer Extruder,755.88,5.5,4558.4,winter,40.0
Salem Compressed Scrap,Pelletizer Extruder,549.74,4.3,2333.8,spring,25.1
Chennai Extrusion Center,Pelletizer Extruder,669.2,4.9,7510.6,spring,27.0
Salem Compressed Scrap,Pelletizer Extruder,1667.51,12.9,7095.1,winter,41.4
Tiruppur Weaving Plant,Pelletizer Extruder,2743.27,21.6,8394.9,spring,23.9
Coimbatore Sorting Hub,Hydraulic Baler,571.9,10.1,7381.4,winter,41.2
Salem Compressed Scrap,Shredder Mill,835.68,8.4,6993.0,spring,20.2
Coimbatore Sorting Hub,Compactor Press,249.16,3.6,3806.8,spring,38.2
Coimbatore Sorting Hub,Hydraulic Baler,392.82,6.2,7297.8,winter,30.4
Coimbatore Sorting Hub,Shredder Mill,1567.08,18.5,1979.6,winter,30.2
Salem Compressed Scrap,Hydraulic Baler,708.37,14.6,1977.4,monsoon,33.7
Chennai Extrusion Center,Hydraulic Baler,268.87,3.3,5687.1,spring,28.7
Chennai Extrusion Center,Shredder Mill,1062.86,12.5,2040.3,monsoon,16.4
Tiruppur Weaving Plant,Shredder Mill,303.68,2.5,4022.9,spring,23.2
Tiruppur Weaving Plant,Pelletizer Extruder,870.61,6.9,2049.7,summer,29.2
Salem Compressed Scrap,Pelletizer Extruder,2471.48,19.8,2268.0,monsoon,27.2
Coimbatore Sorting Hub,Shredder Mill,2133.46,24.0,4834.9,spring,26.0
Chennai Extrusion Center,Shredder Mill,537.75,6.2,1759.2,summer,38.5
Salem Compressed Scrap,Shredder Mill,1854.28,21.3,4031.8,winter,40.7
Salem Compressed Scrap,Compactor Press,960.45,20.3,6048.2,summer,33.9
Coimbatore Sorting Hub,Hydraulic Baler,729.04,15.5,3990.2,monsoon,27.1
Chennai Extrusion Center,Pelletizer Extruder,2658.09,21.1,4971.6,spring,24.8
Salem Compressed Scrap,Compactor Press,1047.65,21.5,6106.3,summer,18.4
Coimbatore Sorting Hub,Pelletizer Extruder,2621.41,20.7,8745.2,winter,32.7
Salem Compressed Scrap,Shredder Mill,174.84,2.1,944.3,winter,15.5
Tiruppur Weaving Plant,Pelletizer Extruder,2555.16,20.6,2975.2,monsoon,33.4
Coimbatore Sorting Hub,Pelletizer Extruder,1284.53,9.6,8322.1,spring,25.3
Tiruppur Weaving Plant,Hydraulic Baler,187.38,3.4,906.1,summer,40.5
Chennai Extrusion Center,Shredder Mill,1463.8,16.5,3028.4,winter,33.5
Chennai Extrusion Center,Pelletizer Extruder,1246.46,9.4,6381.9,summer,25.6
Chennai Extrusion Center,Compactor Press,749.48,15.2,6300.0,spring,18.3
Coimbatore Sorting Hub,Compactor Press,167.94,2.1,4317.0,summer,26.6
Coimbatore Sorting Hub,Shredder Mill,1063.84,12.3,7018.7,spring,28.3
Chennai Extrusion Center,Pelletizer Extruder,1058.73,7.9,7153.7,summer,19.7
Chennai Extrusion Center,Hydraulic Baler,809.42,18.1,2157.4,summer,26.8
Tiruppur Weaving Plant,Compactor Press,659.62,13.0,5520.9,spring,31.0
Tiruppur Weaving Plant,Hydraulic Baler,254.37,3.8,5504.3,monsoon,39.0
Salem Compressed Scrap,Pelletizer Extruder,2708.59,21.8,7236.8,summer,17.2
Tiruppur Weaving Plant,Compactor Press,751.44,14.9,5191.2,spring,29.1
Chennai Extrusion Center,Pelletizer Extruder,1165.5,8.9,7290.3,summer,33.2
Chennai Extrusion Center,Compactor Press,145.77,2.1,5174.8,winter,35.6
Chennai Extrusion Center,Hydraulic Baler,1123.52,21.4,9305.9,monsoon,37.3
Coimbatore Sorting Hub,Hydraulic Baler,783.5,15.0,7013.9,monsoon,31.8
Tiruppur Weaving Plant,Shredder Mill,1398.93,15.7,3115.8,winter,33.6
Salem Compressed Scrap,Compactor Press,1018.84,21.8,4776.8,monsoon,18.1
Coimbatore Sorting Hub,Compactor Press,585.53,12.9,1073.8,monsoon,32.1
Chennai Extrusion Center,Hydraulic Baler,352.51,6.1,2580.5,spring,16.9
Coimbatore Sorting Hub,Shredder Mill,1342.36,15.1,2852.7,spring,24.6
Tiruppur Weaving Plant,Compactor Press,1136.38,23.7,1205.8,summer,39.2
Chennai Extrusion Center,Shredder Mill,1227.85,13.9,3506.8,monsoon,38.2
Tiruppur Weaving Plant,Pelletizer Extruder,289.81,2.0,4991.1,summer,28.8
Salem Compressed Scrap,Pelletizer Extruder,2020.82,16.8,2981.7,summer,20.1
Chennai Extrusion Center,Shredder Mill,1655.11,17.9,8110.2,monsoon,23.6
Chennai Extrusion Center,Compactor Press,654.09,13.2,4184.3,monsoon,31.9
Tiruppur Weaving Plant,Shredder Mill,1719.01,19.3,2640.6,monsoon,16.2
Coimbatore Sorting Hub,Shredder Mill,307.35,3.6,593.9,winter,35.5
Chennai Extrusion Center,Hydraulic Baler,328.56,6.5,1859.9,summer,15.2
Coimbatore Sorting Hub,Hydraulic Baler,1182.83,23.0,7303.3,spring,31.2
Tiruppur Weaving Plant,Shredder Mill,1720.34,18.9,7179.5,summer,29.7
Salem Compressed Scrap,Hydraulic Baler,792.79,15.6,7197.4,monsoon,37.9
Chennai Extrusion Center,Compactor Press,229.47,2.1,7251.4,winter,28.3
Chennai Extrusion Center,Compactor Press,1151.69,22.8,7769.8,winter,28.5
Coimbatore Sorting Hub,Shredder Mill,820.59,8.9,3064.0,winter,38.0
Tiruppur Weaving Plant,Hydraulic Baler,226.18,2.3,7057.2,summer,37.4
Tiruppur Weaving Plant,Compactor Press,746.25,15.3,5380.6,monsoon,18.5
Tiruppur Weaving Plant,Compactor Press,240.5,3.9,4604.0,monsoon,24.1
Coimbatore Sorting Hub,Hydraulic Baler,1078.12,23.6,1376.5,summer,24.8
Salem Compressed Scrap,Compactor Press,978.3,20.5,3713.1,summer,26.8
Salem Compressed Scrap,Shredder Mill,903.91,10.5,1033.9,winter,16.7
Salem Compressed Scrap,Hydraulic Baler,1118.21,23.0,2989.9,monsoon,37.2
Salem Compressed Scrap,Pelletizer Extruder,2057.98,17.1,1495.8,winter,19.5
Coimbatore Sorting Hub,Hydraulic Baler,806.74,14.7,9791.9,spring,20.7
Tiruppur Weaving Plant,Compactor Press,422.12,7.1,7810.7,winter,29.1
Chennai Extrusion Center,Hydraulic Baler,805.48,15.3,6254.8,summer,36.6
Tiruppur Weaving Plant,Compactor Press,1183.47,23.7,2222.5,winter,20.2
Chennai Extrusion Center,Pelletizer Extruder,2647.62,21.9,2055.2,monsoon,29.9
Salem Compressed Scrap,Compactor Press,499.88,10.0,3413.6,monsoon,29.8
Chennai Extrusion Center,Shredder Mill,1739.97,18.8,8751.5,spring,39.3
Tiruppur Weaving Plant,Pelletizer Extruder,1765.01,13.7,7624.8,monsoon,23.8
Salem Compressed Scrap,Shredder Mill,1962.28,21.7,4545.3,monsoon,26.5
Tiruppur Weaving Plant,Compactor Press,390.19,6.2,8544.6,summer,39.3
Coimbatore Sorting Hub,Shredder Mill,301.37,3.0,3385.1,spring,16.3
Chennai Extrusion Center,Pelletizer Extruder,1740.46,13.3,7835.7,winter,18.1
Salem Compressed Scrap,Compactor Press,400.5,7.1,4437.5,monsoon,25.6
Chennai Extrusion Center,Hydraulic Baler,303.5,6.2,753.9,summer,23.8
Chennai Extrusion Center,Pelletizer Extruder,1198.47,9.2,6893.2,monsoon,18.0
Coimbatore Sorting Hub,Shredder Mill,716.06,7.1,6823.6,winter,18.0
Coimbatore Sorting Hub,Shredder Mill,937.76,10.5,1197.1,winter,34.2
Coimbatore Sorting Hub,Pelletizer Extruder,421.57,3.3,3142.5,winter,34.2
Coimbatore Sorting Hub,Compactor Press,280.14,3.4,8651.7,winter,22.0
Chennai Extrusion Center,Shredder Mill,1704.59,18.3,7991.9,monsoon,26.5
Salem Compressed Scrap,Hydraulic Baler,1083.24,23.2,2677.5,summer,41.3
Salem Compressed Scrap,Hydraulic Baler,250.88,3.7,3520.6,spring,39.8
Salem Compressed Scrap,Compactor Press,544.16,8.5,6576.8,summer,17.9
Coimbatore Sorting Hub,Compactor Press,242.39,3.5,3308.5,monsoon,28.3
Chennai Extrusion Center,Pelletizer Extruder,1476.45,11.1,7969.8,monsoon,22.7
Chennai Extrusion Center,Hydraulic Baler,505.44,9.3,4987.8,winter,20.6
Salem Compressed Scrap,Shredder Mill,1191.34,13.1,5245.8,spring,40.5
Chennai Extrusion Center,Hydraulic Baler,360.49,4.6,9490.8,summer,20.2
Coimbatore Sorting Hub,Pelletizer Extruder,467.22,3.2,3429.7,winter,31.3
Tiruppur Weaving Plant,Hydraulic Baler,810.97,14.7,8333.8,monsoon,40.2
Tiruppur Weaving Plant,Compactor Press,678.48,13.0,7167.8,winter,18.2
Chennai Extrusion Center,Compactor Press,1120.91,22.9,5240.4,summer,40.7
Salem Compressed Scrap,Compactor Press,815.91,14.2,6262.9,summer,30.1
Salem Compressed Scrap,Compactor Press,1189.56,22.9,8395.9,summer,37.5
Coimbatore Sorting Hub,Pelletizer Extruder,442.65,3.4,1210.5,spring,41.4
Tiruppur Weaving Plant,Compactor Press,1227.82,24.0,8572.3,winter,33.6
Salem Compressed Scrap,Pelletizer Extruder,1982.09,15.2,9285.8,monsoon,18.1
Salem Compressed Scrap,Compactor Press,652.01,10.5,9746.1,monsoon,22.0
Chennai Extrusion Center,Compactor Press,679.41,12.1,6329.2,winter,34.2
Tiruppur Weaving Plant,Shredder Mill,1213.63,13.6,5769.4,summer,36.8
Chennai Extrusion Center,Shredder Mill,1961.13,20.6,9893.3,monsoon,26.6
Coimbatore Sorting Hub,Pelletizer Extruder,1037.42,6.9,9102.7,spring,40.2
Salem Compressed Scrap,Shredder Mill,2046.36,22.1,9737.1,winter,38.2
Tiruppur Weaving Plant,Shredder Mill,1780.05,20.2,7491.8,monsoon,31.4
Salem Compressed Scrap,Hydraulic Baler,801.91,16.6,4032.9,monsoon,38.1
Chennai Extrusion Center,Hydraulic Baler,1101.72,21.9,5522.4,monsoon,28.2
Chennai Extrusion Center,Hydraulic Baler,1008.17,21.1,3199.4,summer,21.3
Chennai Extrusion Center,Hydraulic Baler,271.75,4.0,3440.3,monsoon,24.3
Salem Compressed Scrap,Compactor Press,552.26,10.1,7668.9,monsoon,30.7
Salem Compressed Scrap,Shredder Mill,1926.34,22.2,1256.6,monsoon,32.6
Salem Compressed Scrap,Compactor Press,300.01,7.0,1165.3,monsoon,19.9
Tiruppur Weaving Plant,Hydraulic Baler,988.57,20.9,4034.3,winter,15.4
Chennai Extrusion Center,Compactor Press,1085.82,21.3,8447.3,monsoon,25.3
Chennai Extrusion Center,Compactor Press,524.52,11.0,1985.0,monsoon,29.2
Chennai Extrusion Center,Hydraulic Baler,983.33,19.8,4176.1,summer,23.2
Tiruppur Weaving Plant,Compactor Press,745.85,15.9,2917.6,winter,40.6
Tiruppur Weaving Plant,Shredder Mill,1265.44,13.2,8474.2,winter,31.0
Salem Compressed Scrap,Pelletizer Extruder,1875.71,14.9,3632.0,monsoon,27.5
Coimbatore Sorting Hub,Hydraulic Baler,589.8,10.9,8315.1,monsoon,19.5
Chennai Extrusion Center,Shredder Mill,475.39,4.4,6715.2,monsoon,15.7
Coimbatore Sorting Hub,Shredder Mill,2001.47,21.9,6579.0,monsoon,35.6
Tiruppur Weaving Plant,Shredder Mill,525.1,4.2,8684.2,spring,35.8
Chennai Extrusion Center,Hydraulic Baler,749.99,13.4,9159.7,monsoon,33.0
Chennai Extrusion Center,Compactor Press,403.22,8.0,725.2,monsoon,22.9
Tiruppur Weaving Plant,Compactor Press,234.55,2.9,6291.0,summer,28.0
Tiruppur Weaving Plant,Compactor Press,914.83,18.8,3644.3,monsoon,22.5
Salem Compressed Scrap,Hydraulic Baler,442.96,9.9,534.2,winter,35.3
Coimbatore Sorting Hub,Hydraulic Baler,554.99,11.2,5278.9,winter,39.3
Chennai Extrusion Center,Shredder Mill,718.32,8.3,1662.9,summer,22.8
Chennai Extrusion Center,Hydraulic Baler,877.26,18.1,6844.9,spring,36.6
Tiruppur Weaving Plant,Shredder Mill,1601.47,18.7,820.4,monsoon,30.2
Coimbatore Sorting Hub,Shredder Mill,549.69,5.9,1884.2,monsoon,29.3
Coimbatore Sorting Hub,Compactor Press,509.06,9.7,3071.6,winter,21.3
Chennai Extrusion Center,Hydraulic Baler,755.57,15.2,4311.9,spring,41.6
Chennai Extrusion Center,Shredder Mill,935.4,9.1,9902.1,spring,37.9
Coimbatore Sorting Hub,Compactor Press,289.39,4.8,3776.9,monsoon,26.2
Salem Compressed Scrap,Pelletizer Extruder,1466.89,11.7,4603.3,spring,30.3
Coimbatore Sorting Hub,Hydraulic Baler,510.71,7.9,9505.7,monsoon,23.0
Salem Compressed Scrap,Pelletizer Extruder,1923.43,15.7,2692.7,winter,32.5
Chennai Extrusion Center,Compactor Press,918.31,18.1,4285.6,winter,38.3
Coimbatore Sorting Hub,Compactor Press,551.99,11.6,1616.9,spring,21.0
Tiruppur Weaving Plant,Pelletizer Extruder,998.2,6.6,9550.6,spring,26.4
Coimbatore Sorting Hub,Compactor Press,1138.0,22.2,5975.8,spring,32.8
Coimbatore Sorting Hub,Shredder Mill,1546.92,17.9,3916.1,monsoon,20.6
Coimbatore Sorting Hub,Compactor Press,1181.46,22.9,8965.5,summer,26.7
Salem Compressed Scrap,Pelletizer Extruder,2366.1,18.9,5742.0,spring,28.9
Tiruppur Weaving Plant,Pelletizer Extruder,399.48,3.5,570.5,summer,17.5
Chennai Extrusion Center,Shredder Mill,1364.81,14.6,5059.2,spring,37.5
Coimbatore Sorting Hub,Hydraulic Baler,205.78,3.2,2320.2,spring,20.5
Salem Compressed Scrap,Shredder Mill,730.81,7.8,2771.9,spring,28.7
Salem Compressed Scrap,Shredder Mill,1924.96,20.9,9703.2,monsoon,21.8
Tiruppur Weaving Plant,Pelletizer Extruder,2720.34,21.4,6742.2,spring,18.5
Tiruppur Weaving Plant,Shredder Mill,452.83,3.4,9806.8,spring,34.8
Tiruppur Weaving Plant,Shredder Mill,330.08,2.4,8516.7,summer,20.4
Coimbatore Sorting Hub,Compactor Press,688.92,11.6,8163.0,spring,37.8
Salem Compressed Scrap,Shredder Mill,1705.25,19.3,4785.0,monsoon,28.1
Salem Compressed Scrap,Pelletizer Extruder,1157.11,9.0,3719.0,spring,36.1
Salem Compressed Scrap,Shredder Mill,1784.92,19.4,7941.2,monsoon,25.9
Tiruppur Weaving Plant,Shredder Mill,1409.71,15.3,3252.1,winter,40.7
Tiruppur Weaving Plant,Pelletizer Extruder,900.98,7.6,776.1,summer,32.7
Salem Compressed Scrap,Compactor Press,859.67,16.3,6263.5,spring,38.2
Chennai Extrusion Center,Hydraulic Baler,709.03,15.5,2128.0,winter,18.6
Chennai Extrusion Center,Hydraulic Baler,887.23,20.0,1686.6,spring,39.6
Coimbatore Sorting Hub,Shredder Mill,798.0,8.5,3871.4,spring,20.6
Coimbatore Sorting Hub,Shredder Mill,1460.6,16.6,1173.7,spring,32.0
Salem Compressed Scrap,Shredder Mill,1240.52,13.6,3977.4,spring,30.9
Coimbatore Sorting Hub,Pelletizer Extruder,2320.58,19.3,825.7,monsoon,34.7
Chennai Extrusion Center,Pelletizer Extruder,2864.32,23.0,2854.7,summer,35.9
Chennai Extrusion Center,Compactor Press,772.32,17.0,1463.4,summer,34.3
Salem Compressed Scrap,Pelletizer Extruder,1157.05,8.5,9102.3,summer,33.4
Tiruppur Weaving Plant,Shredder Mill,925.73,10.0,3485.6,summer,16.5
Tiruppur Weaving Plant,Hydraulic Baler,865.25,17.1,922.3,winter,33.2
Tiruppur Weaving Plant,Hydraulic Baler,948.68,17.8,8329.0,summer,33.6
Chennai Extrusion Center,Compactor Press,301.52,5.5,7754.1,summer,38.2
